,trial,run,judgment,num_sims,num_looks
0,1,0,1,27,37
1,1,1,1,27,44
2,1,2,1,27,42
3,1,3,1,28,40
4,1,4,1,29,41
5,1,5,1,27,34
6,1,6,1,26,44
7,1,7,1,28,38
8,1,8,1,28,44
9,1,9,1,26,40
10,1,10,1,27,40
11,1,11,1,26,45
12,1,12,1,27,39
13,1,13,1,26,40
14,1,14,1,28,32
15,1,15,1,27,36
16,1,16,1,27,34
17,1,17,1,28,30
18,1,18,1,28,44
19,1,19,1,27,37
20,1,20,1,28,40
21,1,21,1,28,44
22,1,22,1,27,32
23,1,23,1,26,43
24,1,24,1,29,41
25,1,25,1,27,35
26,1,26,1,27,42
27,1,27,1,28,47
28,1,28,1,29,39
29,1,29,1,28,41
30,2,0,2,25,39
31,2,1,2,27,44
32,2,2,2,27,40
33,2,3,2,22,34
34,2,4,2,23,43
35,2,5,2,27,46
36,2,6,2,23,39
37,2,7,2,28,51
38,2,8,2,21,37
39,2,9,2,25,40
40,2,10,2,25,42
41,2,11,2,25,44
42,2,12,1,10,16
43,2,13,2,20,33
44,2,14,2,27,49
45,2,15,2,22,29
46,2,16,2,21,28
47,2,17,2,25,44
48,2,18,2,25,43
49,2,19,2,27,44
50,2,20,2,21,29
51,2,21,2,29,53
52,2,22,2,18,30
53,2,23,2,28,43
54,2,24,2,27,40
55,2,25,2,23,32
56,2,26,2,25,42
57,2,27,2,23,38
58,2,28,2,20,27
59,2,29,2,27,41
60,3,0,1,30,41
61,3,1,1,34,48
62,3,2,1,29,43
63,3,3,1,28,53
64,3,4,1,35,48
65,3,5,1,31,45
66,3,6,1,29,48
67,3,7,1,6,6
68,3,8,1,29,43
69,3,9,1,32,53
70,3,10,1,29,42
71,3,11,1,33,49
72,3,12,1,32,51
73,3,13,1,30,43
74,3,14,1,27,46
75,3,15,1,31,50
76,3,16,1,33,50
77,3,17,1,32,51
78,3,18,1,31,47
79,3,19,1,28,32
80,3,20,1,31,44
81,3,21,1,37,58
82,3,22,1,5,6
83,3,23,1,33,53
84,3,24,1,31,38
85,3,25,1,33,48
86,3,26,1,33,46
87,3,27,1,31,47
88,3,28,1,27,48
89,3,29,1,33,47
90,4,0,2,5,7
91,4,1,2,5,7
92,4,2,2,5,6
93,4,3,2,5,9
94,4,4,2,6,2
95,4,5,2,6,10
96,4,6,2,5,6
97,4,7,2,6,8
98,4,8,2,5,10
99,4,9,2,5,9
100,4,10,2,6,10
101,4,11,2,5,7
102,4,12,2,6,11
103,4,13,2,5,8
104,4,14,2,5,6
105,4,15,2,6,7
106,4,16,2,5,7
107,4,17,2,6,11
108,4,18,2,5,6
109,4,19,2,5,6
110,4,20,2,5,7
111,4,21,2,5,9
112,4,22,2,5,7
113,4,23,2,5,8
114,4,24,2,6,4
115,4,25,2,6,9
116,4,26,2,11,20
117,4,27,2,5,8
118,4,28,2,5,7
119,4,29,2,5,9
120,5,0,1,21,42
121,5,1,1,18,27
122,5,2,1,16,30
123,5,3,1,16,28
124,5,4,1,21,37
125,5,5,1,16,33
126,5,6,1,20,39
127,5,7,1,17,33
128,5,8,1,18,28
129,5,9,1,24,44
130,5,10,1,16,29
131,5,11,1,18,30
132,5,12,1,20,32
133,5,13,1,20,33
134,5,14,1,16,26
