,trial,hole1,hole2,hole3,num_sims,num_looks
0,1,6.86078963669843e-15,0.6010161462283511,0.39898385377164197,180,277
1,2,1.0043847983566469e-14,0.10608102990797477,0.8939189700920152,180,264
2,3,0.3713459304179664,0.6286540695820266,7.009772837214708e-15,180,302
3,4,1.1238766316706144e-14,1.1238766316706144e-14,0.9999999999999776,180,319
4,5,3.0573708610638e-14,0.9978725782711323,0.002127421728837132,180,310
5,6,0.7510407864335809,0.24895921356639955,1.966965806222227e-14,180,379
6,7,1.1632229983552634e-14,1.1632229983552634e-14,0.9999999999999767,180,328
7,8,0.999999999999974,1.2986189297649515e-14,1.2986189297649515e-14,180,367
8,9,0.9999999999999765,1.1792444693747278e-14,1.1792444693747278e-14,180,272
9,10,0.007713216713326775,0.15254499317163753,0.8397417901150357,180,266
10,11,1.1570166810377394e-14,1.1570166810377394e-14,0.9999999999999769,180,321
11,12,0.9999999999999757,1.2153288674609551e-14,1.2153288674609551e-14,180,323
12,13,0.5596373555593029,0.4403626444406842,1.2840987038000038e-14,180,382
13,14,1.1139381949222049e-14,1.1139381949222049e-14,0.9999999999999777,180,319
14,15,0.5149203152224853,0.4850796847775089,5.781929785764582e-15,180,241
15,16,0.07532953367515449,0.9246704663248145,3.095139688924074e-14,180,319
16,17,0.9645143870449083,0.03548561295506728,2.438611710912557e-14,180,273
17,18,4.089515448304967e-14,0.9999999999999182,4.089515448304967e-14,180,277
18,19,0.5182815195344845,0.48171848046550964,5.797608915558412e-15,180,284
19,20,0.9999999999999777,1.1134758909218593e-14,1.1134758909218593e-14,180,278
20,21,0.014770120934625118,0.9843245535833263,0.0009053254820487299,180,349
21,22,8.879510356310301e-15,0.7967631741614939,0.20323682583849714,180,355
22,23,1.2423718488898088e-14,1.2423718488898088e-14,0.9999999999999751,180,366
23,24,1.1217025420973693e-14,0.005927078899593902,0.9940729211003949,180,418
24,25,5.8844218051283295e-15,0.5098007002776169,0.4901992997223771,180,376
25,26,9.65104683961311e-15,0.13427171129406845,0.8657282887059219,180,325
26,27,1.1013959983432047e-14,0.018488434252453393,0.9815115657475355,180,332
