,trial,run,judgment,num_sims,num_looks
0,1,0,1,1,2
1,1,1,1,1,1
2,1,2,1,1,2
3,1,3,1,1,2
4,1,4,1,1,1
5,1,5,1,1,1
6,1,6,1,1,1
7,1,7,1,1,1
8,1,8,1,1,1
9,1,9,1,1,1
10,1,10,1,2,2
11,1,11,1,2,1
12,1,12,1,1,2
13,1,13,1,1,1
14,1,14,1,1,1
15,1,15,1,2,2
16,1,16,1,1,1
17,1,17,1,1,1
18,1,18,1,1,1
19,1,19,1,1,1
20,1,20,1,1,1
21,1,21,1,1,1
22,1,22,1,1,0
23,1,23,1,1,0
24,1,24,1,2,2
25,1,25,1,1,1
26,1,26,1,1,1
27,1,27,1,1,1
28,1,28,1,1,1
29,1,29,1,1,2
30,2,0,2,4,8
31,2,1,1,3,4
32,2,2,1,4,7
33,2,3,2,3,8
34,2,4,2,3,5
35,2,5,2,3,3
36,2,6,2,5,6
37,2,7,2,4,5
38,2,8,2,5,8
39,2,9,2,7,9
40,2,10,1,5,8
41,2,11,1,4,7
42,2,12,1,2,3
43,2,13,1,2,2
44,2,14,2,6,10
45,2,15,1,1,1
46,2,16,1,4,3
47,2,17,2,5,10
48,2,18,2,6,9
49,2,19,2,6,7
50,2,20,2,4,6
51,2,21,2,3,5
52,2,22,2,3,5
53,2,23,1,3,4
54,2,24,1,4,5
55,2,25,2,9,9
56,2,26,1,6,8
57,2,27,2,6,8
58,2,28,2,3,3
59,2,29,1,3,5
60,3,0,1,1,2
61,3,1,1,1,1
62,3,2,1,1,2
63,3,3,1,1,2
64,3,4,1,1,1
65,3,5,1,1,1
66,3,6,1,1,1
67,3,7,1,1,1
68,3,8,1,1,1
69,3,9,1,1,1
70,3,10,1,2,2
71,3,11,1,1,1
72,3,12,1,2,3
73,3,13,1,1,1
74,3,14,1,1,1
75,3,15,1,2,2
76,3,16,1,1,1
77,3,17,1,1,1
78,3,18,1,1,1
79,3,19,1,1,1
80,3,20,1,1,1
81,3,21,1,1,1
82,3,22,1,1,0
83,3,23,1,1,0
84,3,24,1,2,2
85,3,25,1,2,2
86,3,26,1,1,1
87,3,27,1,1,1
88,3,28,1,1,1
89,3,29,1,1,2
90,4,0,2,1,2
91,4,1,2,1,1
92,4,2,2,1,2
93,4,3,2,1,2
94,4,4,2,1,1
95,4,5,2,1,1
96,4,6,2,1,1
97,4,7,2,1,1
98,4,8,2,1,1
99,4,9,2,1,1
100,4,10,2,2,2
101,4,11,2,1,1
102,4,12,2,2,3
103,4,13,2,1,1
104,4,14,2,1,1
105,4,15,2,2,2
106,4,16,2,1,1
107,4,17,2,1,1
108,4,18,2,1,1
109,4,19,2,1,1
110,4,20,2,1,1
111,4,21,2,1,1
112,4,22,2,1,0
113,4,23,2,1,0
114,4,24,2,2,2
115,4,25,2,2,2
116,4,26,2,1,1
117,4,27,2,1,1
118,4,28,2,1,1
119,4,29,2,1,2
120,5,0,1,7,13
121,5,1,1,7,13
122,5,2,1,4,9
123,5,3,1,4,9
124,5,4,1,4,6
125,5,5,1,6,12
126,5,6,1,7,10
127,5,7,1,3,6
128,5,8,1,6,9
129,5,9,1,6,13
130,5,10,1,9,13
131,5,11,1,4,8
132,5,12,1,7,14
133,5,13,1,5,11
134,5,14,1,3,5
135,5,15,1,8,10
136,5,16,1,3,6
137,5,17,1,4,5
138,5,18,1,4,6
139,5,19,1,5,8
140,5,20,1,9,16
141,5,21,1,4,10
142,5,22,1,4,6
143,5,23,1,8,14
144,5,24,1,5,9
145,5,25,1,4,4
146,5,26,1,5,10
147,5,27,1,11,14
148,5,28,1,3,4
149,5,29,1,6,10
150,6,0,0,2,5
151,6,1,0,1,2
152,6,2,0,1,3
