,trial,run,judgment,num_cols
0,1,0,1,1
1,1,1,1,1
2,1,2,1,1
3,1,3,1,1
4,1,4,1,1
5,1,5,1,1
6,1,6,1,1
7,1,7,1,1
8,1,8,1,1
9,1,9,1,1
10,1,10,1,1
11,1,11,1,1
12,1,12,1,1
13,1,13,1,1
14,1,14,1,1
15,1,15,1,1
16,1,16,1,1
17,1,17,1,1
18,1,18,1,1
19,1,19,1,1
20,1,20,1,1
21,1,21,1,1
22,1,22,1,1
23,1,23,1,1
24,1,24,1,1
25,1,25,1,1
26,1,26,1,1
27,1,27,1,1
28,1,28,1,1
29,1,29,1,1
30,2,0,1,1
31,2,1,1,1
32,2,2,2,3
33,2,3,1,1
34,2,4,2,3
35,2,5,2,3
36,2,6,1,1
37,2,7,1,4
38,2,8,1,4
39,2,9,1,1
40,2,10,1,1
41,2,11,2,3
42,2,12,2,3
43,2,13,1,1
44,2,14,2,3
45,2,15,1,4
46,2,16,1,1
47,2,17,1,1
48,2,18,1,1
49,2,19,1,1
50,2,20,1,1
51,2,21,1,1
52,2,22,1,4
53,2,23,1,4
54,2,24,1,1
55,2,25,1,4
56,2,26,1,1
57,2,27,1,4
58,2,28,1,1
59,2,29,1,1
60,3,0,1,1
61,3,1,1,1
62,3,2,1,1
63,3,3,1,1
64,3,4,1,1
65,3,5,1,1
66,3,6,1,1
67,3,7,1,1
68,3,8,1,1
69,3,9,1,1
70,3,10,1,1
71,3,11,1,1
72,3,12,1,1
73,3,13,1,1
74,3,14,1,1
75,3,15,1,1
76,3,16,1,1
77,3,17,1,1
78,3,18,1,1
79,3,19,1,1
80,3,20,1,1
81,3,21,1,1
82,3,22,1,1
83,3,23,1,1
84,3,24,1,1
85,3,25,1,1
86,3,26,1,1
87,3,27,1,1
88,3,28,1,1
89,3,29,1,1
90,4,0,2,1
91,4,1,2,1
92,4,2,2,1
93,4,3,2,1
94,4,4,2,1
95,4,5,2,1
96,4,6,2,1
97,4,7,2,1
98,4,8,2,1
99,4,9,2,1
100,4,10,2,1
101,4,11,2,1
102,4,12,2,1
103,4,13,2,1
104,4,14,2,1
105,4,15,2,1
106,4,16,2,1
107,4,17,2,1
108,4,18,2,1
109,4,19,2,1
110,4,20,2,1
111,4,21,2,1
112,4,22,2,1
113,4,23,2,1
114,4,24,2,1
115,4,25,2,1
116,4,26,2,1
117,4,27,2,1
118,4,28,2,1
119,4,29,2,1
120,5,0,1,6
121,5,1,2,4
122,5,2,2,4
123,5,3,2,4
124,5,4,1,6
125,5,5,1,6
126,5,6,2,1
127,5,7,2,4
128,5,8,2,4
129,5,9,1,6
130,5,10,2,4
131,5,11,2,1
132,5,12,2,4
133,5,13,2,4
134,5,14,2,4
135,5,15,2,4
136,5,16,2,4
137,5,17,1,7
138,5,18,1,6
139,5,19,2,4
140,5,20,2,1
141,5,21,1,6
142,5,22,1,6
143,5,23,1,6
144,5,24,2,4
145,5,25,2,4
146,5,26,2,4
147,5,27,2,4
148,5,28,2,4
149,5,29,1,6
150,6,0,1,5
151,6,1,0,3
152,6,2,1,4
153,6,3,0,2
154,6,4,0,3
155,6,5,0,3
156,6,6,0,2
157,6,7,0,3
158,6,8,0,3
159,6,9,0,3
160,6,10,0,3
161,6,11,0,3
162,6,12,0,3
163,6,13,0,3
164,6,14,0,3
165,6,15,0,3
166,6,16,0,3
167,6,17,0,3
168,6,18,0,2
169,6,19,0,3
170,6,20,0,3
171,6,21,0,2
172,6,22,0,3
173,6,23,0,3
174,6,24,0,3
175,6,25,0,3
176,6,26,0,3
177,6,27,0,2
178,6,28,0,3
179,6,29,0,3
180,7,0,2,3
181,7,1,2,3
182,7,2,2,3
183,7,3,2,3
184,7,4,2,3
185,7,5,2,3
186,7,6,2,3
187,7,7,2,3
188,7,8,2,3
189,7,9,2,3
190,7,10,2,3
191,7,11,2,3
192,7,12,2,3
193,7,13,2,3
194,7,14,2,3
195,7,15,2,3
196,7,16,2,3
197,7,17,2,3
198,7,18,2,3
199,7,19,2,3
200,7,20,2,3
201,7,21,2,8
202,7,22,2,3
203,7,23,2,3
204,7,24,2,3
205,7,25,2,3
206,7,26,2,3
207,7,27,2,3
208,7,28,2,3
209,7,29,2,2
210,8,0,0,4
211,8,1,0,4
212,8,2,0,4
213,8,3,0,4
214,8,4,0,4
215,8,5,0,4
216,8,6,0,4
217,8,7,0,4
218,8,8,0,4
219,8,9,0,4
220,8,10,0,4
221,8,11,0,4
222,8,12,0,4
223,8,13,0,4
224,8,14,0,4
225,8,15,0,4
226,8,16,0,4
227,8,17,0,4
228,8,18,0,4
229,8,19,0,4
230,8,20,0,4
231,8,21,0,4
232,8,22,0,4
233,8,23,0,4
234,8,24,0,4
235,8,25,0,4
236,8,26,0,4
237,8,27,0,4
238,8,28,0,4
239,8,29,0,4
240,9,0,0,3
241,9,1,0,2
242,9,2,0,3
243,9,3,0,3
244,9,4,0,3
245,9,5,0,3
246,9,6,0,3
247,9,7,0,3
248,9,8,0,3
249,9,9,0,3
250,9,10,0,3
251,9,11,0,3
252,9,12,0,2
253,9,13,0,3
254,9,14,0,2
255,9,15,0,3
256,9,16,0,2
257,9,17,0,3
258,9,18,0,3
259,9,19,0,3
260,9,20,0,2
261,9,21,0,2
262,9,22,0,3
263,9,23,0,3
264,9,24,0,3
265,9,25,0,3
266,9,26,0,3
267,9,27,0,2
268,9,28,0,3
269,9,29,0,3
270,10,0,2,5
271,10,1,1,1
272,10,2,2,7
273,10,3,1,1
274,10,4,2,30
275,10,5,1,3
276,10,6,2,198
277,10,7,1,1
278,10,8,1,1
279,10,9,0,3
280,10,10,2,5
281,10,11,1,1
282,10,12,0,3
283,10,13,2,7
284,10,14,2,199
285,10,15,0,3
286,10,16,1,1
287,10,17,1,1
288,10,18,1,4
289,10,19,1,1
290,10,20,0,3
291,10,21,1,1
292,10,22,2,37
293,10,23,1,1
294,10,24,1,1
295,10,25,1,3
296,10,26,2,7
297,10,27,1,1
298,10,28,2,5
299,10,29,1,1
300,11,0,2,5
301,11,1,2,5
302,11,2,2,5
303,11,3,2,5
304,11,4,2,5
305,11,5,2,5
306,11,6,2,4
307,11,7,2,4
308,11,8,2,5
309,11,9,2,5
310,11,10,2,5
311,11,11,2,5
312,11,12,2,5
313,11,13,2,5
314,11,14,2,5
315,11,15,2,5
316,11,16,2,5
317,11,17,2,5
318,11,18,2,3
319,11,19,2,5
320,11,20,2,5
321,11,21,2,5
322,11,22,2,5
323,11,23,2,5
324,11,24,2,5
325,11,25,2,5
326,11,26,2,5
327,11,27,2,5
328,11,28,2,5
329,11,29,2,5
330,12,0,0,3
331,12,1,0,3
332,12,2,0,3
333,12,3,1,4
334,12,4,1,4
335,12,5,1,5
336,12,6,0,3
337,12,7,0,3
338,12,8,0,3
339,12,9,1,5
340,12,10,1,4
341,12,11,0,3
342,12,12,1,5
343,12,13,1,4
344,12,14,1,4
345,12,15,0,3
346,12,16,1,5
347,12,17,0,3
348,12,18,0,3
349,12,19,0,3
350,12,20,1,5
351,12,21,0,3
352,12,22,1,4
353,12,23,0,3
354,12,24,0,3
355,12,25,0,3
356,12,26,0,3
357,12,27,0,3
