,trial,run,judgment,num_cols
0,1,0,1,179
1,1,1,1,181
2,1,2,1,183
3,1,3,1,183
4,1,4,1,190
5,1,5,1,185
6,1,6,1,185
7,1,7,1,181
8,1,8,1,188
9,1,9,1,187
10,1,10,1,182
11,1,11,1,186
12,1,12,1,187
13,1,13,1,184
14,1,14,1,183
15,1,15,1,183
16,1,16,1,184
17,1,17,1,182
18,1,18,1,184
19,1,19,1,179
20,1,20,1,183
21,1,21,1,187
22,1,22,1,190
23,1,23,1,186
24,1,24,1,184
25,1,25,1,179
26,1,26,1,183
27,1,27,1,184
28,1,28,1,182
29,1,29,1,182
30,2,0,2,209
31,2,1,2,216
32,2,2,2,209
33,2,3,2,207
34,2,4,1,111
35,2,5,2,204
36,2,6,1,10
37,2,7,2,202
38,2,8,2,212
39,2,9,1,12
40,2,10,2,187
41,2,11,2,210
42,2,12,2,188
43,2,13,2,208
44,2,14,2,211
45,2,15,2,203
46,2,16,2,212
47,2,17,2,205
48,2,18,2,194
49,2,19,2,208
50,2,20,2,198
51,2,21,2,208
52,2,22,1,14
53,2,23,2,208
54,2,24,2,208
55,2,25,2,209
56,2,26,2,211
57,2,27,2,187
58,2,28,2,206
59,2,29,2,208
60,3,0,1,175
61,3,1,1,191
62,3,2,1,188
63,3,3,1,190
64,3,4,1,197
65,3,5,1,199
66,3,6,1,185
67,3,7,1,189
68,3,8,1,192
69,3,9,1,193
70,3,10,1,195
71,3,11,1,6
72,3,12,1,197
73,3,13,1,195
74,3,14,1,6
75,3,15,1,137
76,3,16,1,178
77,3,17,1,194
78,3,18,1,186
79,3,19,1,187
80,3,20,1,184
81,3,21,1,7
82,3,22,1,162
83,3,23,1,7
84,3,24,1,175
85,3,25,1,195
86,3,26,1,163
87,3,27,1,190
88,3,28,1,189
89,3,29,1,198
90,4,0,2,6
91,4,1,2,6
92,4,2,2,6
93,4,3,2,6
94,4,4,2,6
95,4,5,2,6
96,4,6,2,6
97,4,7,2,8
98,4,8,2,6
99,4,9,2,9
100,4,10,2,6
101,4,11,2,6
102,4,12,2,6
103,4,13,2,8
104,4,14,2,6
105,4,15,2,6
106,4,16,2,6
107,4,17,2,6
108,4,18,2,6
109,4,19,2,8
110,4,20,2,6
111,4,21,2,6
112,4,22,2,6
113,4,23,2,7
114,4,24,2,6
115,4,25,2,6
116,4,26,2,6
117,4,27,2,8
118,4,28,2,6
119,4,29,2,6
120,5,0,1,44
121,5,1,1,128
122,5,2,1,38
123,5,3,1,107
124,5,4,1,286
125,5,5,1,45
126,5,6,1,25
127,5,7,1,36
128,5,8,1,294
129,5,9,1,293
130,5,10,1,50
131,5,11,1,72
132,5,12,1,190
133,5,13,1,10
134,5,14,1,79
135,5,15,1,91
136,5,16,1,12
137,5,17,1,48
138,5,18,1,83
139,5,19,1,50
140,5,20,1,31
141,5,21,1,24
142,5,22,1,30
143,5,23,1,46
144,5,24,1,41
145,5,25,1,291
146,5,26,1,12
147,5,27,1,20
148,5,28,1,18
149,5,29,1,292
150,6,0,1,268
151,6,1,1,261
152,6,2,1,260
153,6,3,1,254
154,6,4,0,264
155,6,5,1,270
156,6,6,1,259
157,6,7,1,248
158,6,8,1,261
159,6,9,1,266
160,6,10,1,264
161,6,11,1,258
162,6,12,1,264
163,6,13,1,258
164,6,14,0,266
165,6,15,1,250
166,6,16,1,255
167,6,17,1,248
168,6,18,1,258
169,6,19,1,256
170,6,20,1,266
171,6,21,1,267
172,6,22,1,266
173,6,23,1,249
174,6,24,1,257
175,6,25,1,245
176,6,26,0,254
177,6,27,1,252
178,6,28,1,265
179,6,29,0,257
180,7,0,2,6
181,7,1,2,6
182,7,2,2,6
183,7,3,2,9
184,7,4,2,6
185,7,5,2,7
186,7,6,2,6
187,7,7,2,6
188,7,8,2,6
189,7,9,2,6
190,7,10,2,6
191,7,11,2,6
192,7,12,2,6
193,7,13,2,6
194,7,14,2,6
195,7,15,2,6
196,7,16,2,6
197,7,17,2,6
198,7,18,2,6
199,7,19,2,6
200,7,20,2,6
201,7,21,2,6
202,7,22,2,6
203,7,23,2,6
204,7,24,2,6
205,7,25,2,9
206,7,26,2,10
207,7,27,2,6
208,7,28,2,6
209,7,29,2,6
210,8,0,0,9
211,8,1,0,9
212,8,2,0,11
213,8,3,0,9
214,8,4,0,9
215,8,5,0,9
216,8,6,0,11
217,8,7,0,9
218,8,8,0,18
219,8,9,0,9
220,8,10,0,11
221,8,11,0,9
222,8,12,0,9
223,8,13,0,9
224,8,14,0,9
225,8,15,0,9
226,8,16,0,9
227,8,17,0,9
228,8,18,0,9
229,8,19,0,9
230,8,20,0,9
231,8,21,0,9
232,8,22,0,9
233,8,23,0,9
234,8,24,0,9
235,8,25,0,9
