,trial,run,judgment,num_sims,num_looks
0,1,0,1,11,12
1,1,1,1,10,9
2,1,2,1,10,11
3,1,3,1,10,10
4,1,4,1,12,9
5,1,5,1,11,13
6,1,6,1,10,11
7,1,7,1,11,15
8,1,8,1,10,11
9,1,9,1,10,13
10,1,10,1,11,12
11,1,11,1,10,10
12,1,12,1,11,11
13,1,13,1,10,11
14,1,14,1,10,14
15,1,15,1,11,11
16,1,16,1,11,12
17,1,17,1,11,7
18,1,18,1,10,10
19,1,19,1,11,10
20,1,20,1,10,9
21,1,21,1,10,6
22,1,22,1,11,10
23,1,23,1,10,10
24,1,24,1,11,6
25,1,25,1,11,12
26,1,26,1,11,12
27,1,27,1,11,13
28,1,28,1,11,12
29,1,29,1,10,12
30,2,0,1,48,53
31,2,1,1,48,54
32,2,2,1,50,51
33,2,3,1,52,48
34,2,4,1,51,49
35,2,5,1,48,53
36,2,6,1,50,51
37,2,7,1,45,57
38,2,8,1,53,47
39,2,9,1,47,53
40,2,10,1,53,48
41,2,11,1,49,51
42,2,12,1,50,51
43,2,13,1,50,50
44,2,14,1,49,51
45,2,15,1,53,47
46,2,16,1,49,53
47,2,17,1,49,52
48,2,18,1,53,48
49,2,19,1,47,53
50,2,20,1,53,47
51,2,21,1,50,51
52,2,22,1,53,47
53,2,23,1,49,52
54,2,24,1,52,48
55,2,25,1,52,49
56,2,26,1,44,57
57,2,27,1,54,46
58,2,28,1,49,51
59,2,29,1,47,53
60,3,0,1,11,12
61,3,1,1,10,9
62,3,2,1,10,11
63,3,3,1,10,10
64,3,4,1,11,9
65,3,5,1,10,12
66,3,6,1,10,11
67,3,7,1,11,15
68,3,8,1,10,11
69,3,9,1,10,13
70,3,10,1,11,12
71,3,11,1,10,10
72,3,12,1,11,11
73,3,13,1,10,11
74,3,14,1,10,14
75,3,15,1,11,11
76,3,16,1,10,12
77,3,17,1,11,7
78,3,18,1,10,10
79,3,19,1,11,10
80,3,20,1,10,9
81,3,21,1,10,6
82,3,22,1,10,10
83,3,23,1,10,10
84,3,24,1,11,6
85,3,25,1,11,12
86,3,26,1,11,12
87,3,27,1,11,13
88,3,28,1,10,10
89,3,29,1,10,12
90,4,0,2,11,12
91,4,1,2,10,9
92,4,2,2,10,11
93,4,3,2,10,10
94,4,4,2,11,9
95,4,5,2,10,12
96,4,6,2,10,11
97,4,7,2,11,15
98,4,8,2,10,11
99,4,9,2,10,13
100,4,10,2,11,12
101,4,11,2,10,10
102,4,12,2,11,11
103,4,13,2,10,11
104,4,14,2,10,14
105,4,15,2,11,11
106,4,16,2,10,12
107,4,17,2,11,7
108,4,18,2,10,10
109,4,19,2,10,8
110,4,20,2,10,9
111,4,21,2,10,6
112,4,22,2,10,10
113,4,23,2,10,10
114,4,24,2,11,6
115,4,25,2,11,12
116,4,26,2,11,12
117,4,27,2,11,13
118,4,28,2,10,10
119,4,29,2,10,12
120,5,0,1,39,64
121,5,1,1,40,62
122,5,2,1,37,63
123,5,3,1,39,63
124,5,4,1,24,36
125,5,5,1,37,63
126,5,6,1,38,63
127,5,7,1,39,62
128,5,8,1,39,63
129,5,9,1,40,61
130,5,10,1,30,53
131,5,11,1,36,64
132,5,12,1,36,64
133,5,13,1,38,63
134,5,14,1,39,62
135,5,15,1,44,57
136,5,16,1,39,63
137,5,17,1,28,48
138,5,18,1,39,61
139,5,19,1,40,60
140,5,20,1,39,62
141,5,21,1,38,63
142,5,22,1,35,66
143,5,23,1,41,61
144,5,24,1,37,65
145,5,25,1,43,60
146,5,26,1,41,59
147,5,27,1,39,63
148,5,28,1,41,61
149,5,29,1,39,61
150,6,0,0,28,75
151,6,1,0,28,74
152,6,2,0,30,73
153,6,3,0,28,72
154,6,4,0,28,74
155,6,5,0,27,73
156,6,6,0,28,74
157,6,7,0,32,70
158,6,8,0,26,74
159,6,9,0,26,74
160,6,10,0,27,76
161,6,11,0,31,72
162,6,12,0,29,73
163,6,13,0,28,74
164,6,14,0,28,72
165,6,15,0,28,72
166,6,16,0,26,74
167,6,17,0,28,75
168,6,18,0,28,73
169,6,19,0,30,71
170,6,20,0,27,74
171,6,21,0,27,75
172,6,22,0,27,74
173,6,23,0,29,72
174,6,24,0,31,70
175,6,25,0,28,73
176,6,26,0,31,72
177,6,27,0,27,76
