,trial,run,judgment,num_cols
0,1,0,1,48
1,1,1,1,68
2,1,2,1,41
3,1,3,1,50
4,1,4,1,57
5,1,5,1,63
6,1,6,1,54
7,1,7,1,58
8,1,8,1,48
9,1,9,1,54
10,1,10,1,54
11,1,11,1,66
12,1,12,1,69
13,1,13,1,55
14,1,14,1,53
15,1,15,1,28
16,1,16,1,39
17,1,17,1,47
18,1,18,1,50
19,1,19,1,61
20,1,20,1,33
21,1,21,1,63
22,1,22,1,62
23,1,23,1,59
24,1,24,1,41
25,1,25,1,62
26,1,26,1,59
27,1,27,1,41
28,1,28,1,46
29,1,29,1,66
30,2,0,2,217
31,2,1,2,171
32,2,2,1,25
33,2,3,2,215
34,2,4,1,9
35,2,5,1,12
36,2,6,2,211
37,2,7,2,217
38,2,8,2,226
39,2,9,2,219
40,2,10,1,13
41,2,11,2,216
42,2,12,1,116
43,2,13,2,214
44,2,14,1,107
45,2,15,2,219
46,2,16,2,222
47,2,17,2,215
48,2,18,1,11
49,2,19,1,112
50,2,20,2,217
51,2,21,2,216
52,2,22,1,17
53,2,23,1,10
54,2,24,2,218
55,2,25,2,219
56,2,26,2,213
57,2,27,2,221
58,2,28,1,16
59,2,29,2,222
60,3,0,1,75
61,3,1,1,106
62,3,2,1,117
63,3,3,1,107
64,3,4,1,71
65,3,5,1,107
66,3,6,1,65
67,3,7,1,105
68,3,8,1,108
69,3,9,1,107
70,3,10,1,70
71,3,11,1,68
72,3,12,1,116
73,3,13,1,112
74,3,14,1,114
75,3,15,1,106
76,3,16,1,127
77,3,17,1,112
78,3,18,1,107
79,3,19,1,104
80,3,20,1,109
81,3,21,1,111
82,3,22,1,70
83,3,23,1,67
84,3,24,1,122
85,3,25,1,107
86,3,26,1,66
87,3,27,1,106
88,3,28,1,111
89,3,29,1,72
90,4,0,2,39
91,4,1,2,44
92,4,2,2,39
93,4,3,2,29
94,4,4,2,32
95,4,5,2,42
96,4,6,2,33
97,4,7,2,39
98,4,8,2,34
99,4,9,2,37
100,4,10,2,36
101,4,11,2,40
102,4,12,2,42
103,4,13,2,41
104,4,14,2,42
105,4,15,2,42
106,4,16,2,45
107,4,17,2,42
108,4,18,2,42
109,4,19,2,39
110,4,20,2,43
111,4,21,2,42
112,4,22,2,37
113,4,23,2,44
114,4,24,2,37
115,4,25,2,32
116,4,26,2,42
117,4,27,2,38
118,4,28,2,31
119,4,29,2,41
120,5,0,1,34
121,5,1,1,218
122,5,2,1,12
123,5,3,1,35
124,5,4,1,206
125,5,5,1,171
126,5,6,1,18
127,5,7,1,42
128,5,8,1,38
129,5,9,1,13
130,5,10,1,111
131,5,11,1,207
132,5,12,1,31
133,5,13,1,27
134,5,14,1,12
135,5,15,1,10
136,5,16,1,12
137,5,17,1,28
138,5,18,1,8
139,5,19,1,52
140,5,20,1,39
141,5,21,1,18
142,5,22,1,271
143,5,23,1,15
144,5,24,1,6
145,5,25,1,18
146,5,26,1,31
147,5,27,1,80
148,5,28,1,16
149,5,29,1,117
150,6,0,1,240
151,6,1,0,281
152,6,2,1,227
153,6,3,0,283
154,6,4,0,283
155,6,5,0,285
156,6,6,0,279
157,6,7,1,233
158,6,8,1,202
159,6,9,1,272
160,6,10,1,238
161,6,11,1,251
162,6,12,0,287
163,6,13,0,278
164,6,14,0,272
165,6,15,0,287
166,6,16,0,280
167,6,17,0,282
168,6,18,0,266
169,6,19,0,279
170,6,20,0,286
171,6,21,0,282
172,6,22,1,262
173,6,23,1,216
174,6,24,1,205
175,6,25,1,254
176,6,26,0,279
177,6,27,1,208
178,6,28,1,242
179,6,29,1,222
180,7,0,2,159
181,7,1,2,159
182,7,2,2,108
183,7,3,2,88
184,7,4,2,108
185,7,5,2,12
186,7,6,2,14
187,7,7,2,129
188,7,8,2,141
189,7,9,2,123
190,7,10,2,120
191,7,11,2,188
192,7,12,2,151
193,7,13,2,192
194,7,14,2,8
195,7,15,2,138
196,7,16,2,204
197,7,17,2,154
198,7,18,2,124
199,7,19,2,156
200,7,20,2,12
201,7,21,2,19
202,7,22,2,172
203,7,23,2,150
204,7,24,2,166
205,7,25,2,161
206,7,26,2,111
207,7,27,2,147
208,7,28,2,115
209,7,29,2,93
210,8,0,0,20
211,8,1,0,10
212,8,2,0,22
213,8,3,0,16
214,8,4,0,16
215,8,5,0,14
216,8,6,0,12
217,8,7,0,18
218,8,8,0,10
219,8,9,0,19
220,8,10,0,14
221,8,11,0,18
222,8,12,0,18
223,8,13,0,10
224,8,14,0,12
225,8,15,0,25
226,8,16,0,24
227,8,17,0,16
228,8,18,0,16
229,8,19,0,10
230,8,20,0,13
231,8,21,0,14
232,8,22,0,19
233,8,23,0,14
234,8,24,0,24
235,8,25,0,10
236,8,26,0,26
237,8,27,0,22
238,8,28,0,77
239,8,29,0,26
240,9,0,0,6
241,9,1,0,6
242,9,2,0,6
243,9,3,0,6
244,9,4,0,6
245,9,5,0,5
246,9,6,0,6
247,9,7,0,6
248,9,8,0,6
249,9,9,0,6
250,9,10,0,6
251,9,11,0,6
252,9,12,0,6
253,9,13,0,6
254,9,14,0,6
255,9,15,0,6
256,9,16,0,6
257,9,17,0,6
258,9,18,0,6
259,9,19,0,6
260,9,20,0,6
261,9,21,0,6
262,9,22,0,6
263,9,23,0,6
264,9,24,0,6
265,9,25,0,6
266,9,26,0,6
267,9,27,0,6
268,9,28,0,6
269,9,29,0,6
270,10,0,2,200
271,10,1,2,196
272,10,2,2,192
273,10,3,2,198
274,10,4,2,199
275,10,5,2,195
276,10,6,2,198
277,10,7,2,199
278,10,8,2,198
279,10,9,2,197
280,10,10,2,198
281,10,11,2,198
282,10,12,2,191
283,10,13,2,197
284,10,14,2,198
285,10,15,2,193
286,10,16,2,191
287,10,17,2,193
288,10,18,2,198
289,10,19,2,198
290,10,20,2,196
291,10,21,2,197
292,10,22,2,199
293,10,23,2,198
294,10,24,2,197
295,10,25,2,199
296,10,26,2,195
297,10,27,2,197
298,10,28,2,199
299,10,29,2,191
300,11,0,2,6
301,11,1,2,7
302,11,2,2,8
303,11,3,2,7
304,11,4,2,7
305,11,5,2,7
306,11,6,2,8
307,11,7,2,8
308,11,8,2,7
309,11,9,2,8
310,11,10,2,7
311,11,11,2,8
312,11,12,2,8
313,11,13,2,7
314,11,14,2,7
315,11,15,2,8
316,11,16,2,8
317,11,17,2,5
318,11,18,2,7
319,11,19,2,7
320,11,20,2,6
321,11,21,2,7
322,11,22,2,8
323,11,23,2,8
