,trial,hole1,hole2,hole3,num_sims,num_looks
0,1,6.9730734357692535e-15,0.6104490994561421,0.38955090054385083,180,262
1,2,1.0343794193779322e-14,0.1076629529835544,0.8923370470164353,180,261
2,3,0.36772644288027184,0.632273557119721,7.069504280756758e-15,180,307
3,4,1.1439801336734211e-14,1.1439801336734211e-14,0.9999999999999771,180,330
4,5,3.023687339355834e-14,0.9996773522252159,0.0003226477747538447,180,322
5,6,0.7535149450845455,0.2464850549154357,1.873592395859573e-14,180,370
6,7,1.159783806509924e-14,1.159783806509924e-14,0.9999999999999768,180,332
7,8,0.9999999999999741,1.2934408389090759e-14,1.2934408389090759e-14,180,377
8,9,0.9999999999999764,1.182307277250415e-14,1.182307277250415e-14,180,280
9,10,0.0002036283914538712,0.153412123950959,0.846384247657587,180,271
10,11,1.1587523156396788e-14,1.1587523156396788e-14,0.9999999999999768,180,329
11,12,0.9999999999999757,1.2144833994693437e-14,1.2144833994693437e-14,180,343
12,13,0.5729741136625347,0.4270258863374524,1.2829859986946031e-14,180,371
13,14,1.1182638061131649e-14,1.1182638061131649e-14,0.9999999999999777,180,313
14,15,0.5240001177242103,0.4759998822757838,5.8674852384693656e-15,180,237
15,16,0.06654426653515952,0.9334557334648111,2.929235204870429e-14,180,311
16,17,0.9654941628723923,0.0345058371275831,2.4492888865674184e-14,180,292
17,18,3.9587994485838915e-14,0.9999999999999208,3.9587994485838915e-14,180,270
18,19,0.5134748439774327,0.4865251560225616,5.783173449324775e-15,180,280
19,20,0.9999999999999777,1.1135861190127893e-14,1.1135861190127893e-14,180,278
20,21,1.1265296723533687e-14,0.9999999999999775,1.1265296723533687e-14,180,332
21,22,8.954128372149555e-15,0.803451677497486,0.19654832250250506,180,383
22,23,1.3056761429957857e-14,1.3056761429957857e-14,0.9999999999999739,180,384
23,24,1.1068962922345622e-14,0.006751574786914287,0.9932484252130745,180,431
24,25,5.903909522699564e-15,0.5096158555848438,0.4903841444151503,180,380
25,26,9.774148535586823e-15,0.13646375161004734,0.8635362483899428,180,310
26,27,1.088841030769443e-14,0.022877205903858146,0.977122794096131,180,328
27,28,2.5491802008343906e-14,0.9996334839374797,0.00036651606249478685,180,282
28,29,0.9850477411320135,3.1601632187611995e-14,0.014952258867954867,180,230
29,30,0.031614541594588104,0.9683854584054011,1.0808328652135615e-14,180,271
30,31,0.9113276147453916,0.08867238525458353,2.4906640757983908e-14,180,319
31,32,6.235798008359512e-15,0.5337644011708506,0.4662355988291432,180,298
32,33,1.1157876469833169e-14,0.9999999999999777,1.1157876469833169e-14,180,341
33,34,0.9999999999999758,1.2120349091287235e-14,1.2120349091287235e-14,180,277
34,35,0.3027290282856633,0.6972709717140038,3.330377572693955e-13,180,414
35,36,1.1802918897742456e-14,1.1802918897742456e-14,0.9999999999999764,180,281
36,37,0.5282553046784015,0.4717446953215921,6.231595187296933e-15,180,382
37,38,1.3018281597995974e-14,1.3018281597995974e-14,0.9999999999999739,180,323
38,39,0.4884978040734569,0.5025762567528947,0.008925939173648386,180,317
39,40,0.9999999999999744,1.2844641507265517e-14,1.2844641507265517e-14,180,342
40,41,1.2815621803030362e-14,1.2815621803030362e-14,0.9999999999999744,180,297
41,42,6.848808670225007e-15,0.44050044788872866,0.5594995521112643,180,324
42,43,0.9999999999999692,1.5397071589988383e-14,1.5397071589988383e-14,180,372
43,44,1.3515960018946504e-14,1.3515960018946504e-14,0.999999999999973,180,366
44,45,0.9999999999999761,1.1934632781665831e-14,1.1934632781665831e-14,180,271
45,46,7.71632071921048e-15,0.42516357734744475,0.5748364226525475,180,340
46,47,2.135822766944062e-14,0.08477019945782432,0.9152298005421543,180,271
47,48,0.4598617854794097,0.003525660720781177,0.5366125537998092,180,344
48,49,1.463765504378609e-14,1.463765504378609e-14,0.9999999999999707,180,327
49,50,1.121187441270316e-14,0.9999999999999776,1.121187441270316e-14,180,362
50,51,0.9940398222458285,0.005960177754142483,2.8863661019531925e-14,180,287
51,52,1.2398302849493621e-14,1.2398302849493621e-14,0.9999999999999752,180,323
52,53,0.447272578171291,0.13072354432150582,0.42200387750720325,180,366
53,54,5.993601141588105e-15,0.48014131799801835,0.5198586820019756,180,393
54,55,9.351614795946469e-15,0.3198268367663881,0.6801731632336026,180,339
55,56,2.276518317399192e-13,0.9999999999995447,2.276518317399192e-13,180,300
56,57,8.878454080118446e-15,0.20503105080895365,0.7949689491910376,180,282
57,58,0.3833063458529947,0.3804528061800337,0.23624084796697165,180,271
58,59,0.5959763324687319,0.0049025293462458385,0.39912113818502226,180,405
