,trial,run,judgment,num_sims,num_looks
0,1,0,1,40,61
1,1,1,1,39,63
2,1,2,1,40,61
3,1,3,1,41,60
4,1,4,1,41,60
5,1,5,1,43,57
6,1,6,1,39,61
7,1,7,1,44,57
8,1,8,1,41,59
9,1,9,1,42,60
10,1,10,1,41,59
11,1,11,1,40,62
12,1,12,1,41,59
13,1,13,1,41,61
14,1,14,1,45,56
15,1,15,1,43,59
16,1,16,1,42,58
17,1,17,1,46,54
18,1,18,1,40,60
19,1,19,1,43,58
20,1,20,1,43,57
21,1,21,1,40,61
22,1,22,1,41,59
23,1,23,1,40,61
24,1,24,1,41,60
25,1,25,1,42,59
26,1,26,1,42,58
27,1,27,1,39,64
28,1,28,1,45,56
29,1,29,1,42,59
30,2,0,2,39,62
31,2,1,2,38,63
32,2,2,2,39,62
33,2,3,2,41,60
34,2,4,2,39,62
35,2,5,2,39,62
36,2,6,2,38,63
37,2,7,2,37,63
38,2,8,2,36,66
39,2,9,2,39,61
40,2,10,2,39,63
41,2,11,2,37,64
42,2,12,2,39,62
43,2,13,2,37,64
44,2,14,2,38,62
45,2,15,2,42,61
46,2,16,2,40,60
47,2,17,2,36,64
48,2,18,2,38,62
49,2,19,2,37,64
50,2,20,2,41,59
51,2,21,2,36,64
52,2,22,2,41,59
53,2,23,2,39,62
54,2,24,2,41,60
55,2,25,2,42,61
56,2,26,2,38,62
57,2,27,2,38,64
58,2,28,2,40,62
59,2,29,2,41,59
60,3,0,1,44,58
61,3,1,1,44,59
62,3,2,1,39,62
63,3,3,1,36,65
64,3,4,1,42,58
65,3,5,1,44,57
66,3,6,1,38,64
67,3,7,1,40,60
68,3,8,1,41,60
69,3,9,1,40,61
70,3,10,1,42,61
71,3,11,1,41,59
72,3,12,1,39,61
73,3,13,1,41,59
74,3,14,1,38,64
75,3,15,1,39,63
76,3,16,1,41,61
77,3,17,1,39,61
78,3,18,1,40,60
79,3,19,1,44,57
80,3,20,1,43,59
81,3,21,1,40,62
82,3,22,1,40,60
83,3,23,1,39,63
84,3,24,1,46,57
85,3,25,1,42,61
86,3,26,1,40,61
87,3,27,1,41,62
88,3,28,1,38,64
89,3,29,1,43,59
90,4,0,2,9,12
91,4,1,2,9,14
92,4,2,2,9,13
93,4,3,2,9,16
94,4,4,2,9,8
95,4,5,2,10,17
96,4,6,2,9,14
97,4,7,2,9,14
98,4,8,2,9,18
99,4,9,2,9,16
100,4,10,2,9,15
101,4,11,2,9,18
102,4,12,2,9,18
103,4,13,2,9,16
