,trial,hole1,hole2,hole3,num_cols
0,1,1.19653039242626e-14,0.5671972253846495,0.4328027746153386,233
1,2,1.5799416065716825e-14,0.39562876887079823,0.6043712311291859,220
2,3,0.4270661888401524,0.5729338111598359,1.1591786343920572e-14,235
3,4,1.9779789145715814e-14,0.048963282727325946,0.9510367172726543,240
4,5,0.01768306539095279,0.7790528357798513,0.2032640988291959,241
5,6,0.4791641903423125,0.5208358096576751,1.2389446223374938e-14,271
6,7,2.0914091264483883e-14,2.0914091264483883e-14,0.9999999999999581,241
7,8,0.9681354914178455,2.131344901222083e-14,0.031864508582133105,276
8,9,0.9999999999999603,1.9886561853024016e-14,1.9886561853024016e-14,238
9,10,0.1931114187072789,0.34823384362286475,0.4586547376698563,202
10,11,1.9813391782362e-14,1.9813391782362e-14,0.9999999999999604,314
11,12,0.9999999999999172,4.142198018372218e-14,4.142198018372218e-14,248
12,13,0.3690998776886338,0.6309001223113507,1.550978828537499e-14,275
13,14,2.6712870923632788e-14,2.6712870923632788e-14,0.9999999999999466,250
14,15,0.5476838781717088,0.45231612182828,1.1280794401250823e-14,160
15,16,0.3581972279794451,0.6418027720205342,2.0687564420979738e-14,278
16,17,0.6825276004047067,0.3174723995952741,1.9148549733862042e-14,244
17,18,0.1641176259310569,0.8358823740689141,2.9111466257416007e-14,244
18,19,0.5764058802312466,0.4235941197687413,1.1953638235331812e-14,211
19,20,0.9999999999999599,2.005005487756989e-14,2.005005487756989e-14,238
20,21,0.0986830627348273,0.9013169372651537,1.8915924778377573e-14,311
21,22,1.1967779773240529e-14,0.6107416786713181,0.38925832132866994,304
22,23,2.816093261481913e-14,2.816093261481913e-14,0.9999999999999437,349
23,24,1.765271760333458e-14,0.14312734160136478,0.8568726583986176,303
24,25,1.0992707173983818e-14,0.5244061889754592,0.4755938110245297,314
25,26,1.423629196617608e-14,0.29954206700939723,0.7004579329905886,238
26,27,1.596695395345463e-14,0.23348318690224718,0.7665168130977369,240
27,28,2.6085350160187468e-14,0.8314554254268122,0.16854457457316183,207
28,29,0.6384414190607706,0.06954140729386528,0.2920171736453641,163
29,30,0.20526739518261825,0.7947326048173652,1.6473726635913072e-14,277
30,31,0.6505044304713443,0.34949556952863714,1.8644789263144137e-14,319
31,32,0.11181664873248981,0.5840973961483307,0.3040859551191795,248
32,33,2.0669885934904e-14,0.9999999999999587,2.0669885934904e-14,288
33,34,0.9964764567638393,2.2530267157718452e-14,0.0035235432361381287,238
34,35,0.3909880479927258,0.5113509705394862,0.09766098146778804,316
35,36,0.0007529021733315487,0.11682292571623973,0.8824241721104287,252
36,37,0.4985356954812839,0.5014643045187047,1.1320541148228002e-14,275
37,38,4.427030526846189e-14,4.427030526846189e-14,0.9999999999999114,245
38,39,0.3765871629807338,0.4507168807979664,0.1726959562212998,261
39,40,0.9999999999999581,2.0943452647313183e-14,2.0943452647313183e-14,294
40,41,2.0601748797407288e-14,2.0601748797407288e-14,0.9999999999999588,267
41,42,1.477141121141191e-14,0.45982789173311445,0.5401721082668707,320
42,43,0.8516126579603602,0.004294557066178795,0.144092784973461,306
43,44,2.6400209467496848e-14,2.6400209467496848e-14,0.9999999999999472,317
44,45,0.9999999999999581,2.0936463632452418e-14,2.0936463632452418e-14,251
45,46,1.2716223966901845e-14,0.4431990623581568,0.5568009376418306,230
46,47,0.0036723560898539427,0.2706725892860206,0.7256550546241255,200
47,48,0.451085290745851,0.059854096022183806,0.4890606132319653,249
48,49,2.2511182673508784e-14,2.2511182673508784e-14,0.9999999999999549,327
49,50,0.065874049898976,0.7445353333492923,0.1895906167517317,319
50,51,0.7823780580488874,0.21762194195108817,2.4505244362306695e-14,236
51,52,2.0808880445096456e-14,2.0808880445096456e-14,0.9999999999999584,305
52,53,0.2863761161593879,0.34162093798151294,0.3720029458590992,285
53,54,1.6167345758829914e-14,0.4031252616625391,0.5968747383374448,295
54,55,1.7514559414849397e-14,0.41511654530506953,0.584883454694913,299
55,56,3.3508534002168685e-14,0.9371193911463374,0.06288060885362917,308
56,57,1.259584334290645e-14,0.40310252340434954,0.5968974765956379,226
57,58,0.31738377152327474,0.3951548362504697,0.28746139222625555,208
58,59,0.3914576862119096,0.1306168218905357,0.4779254918975547,288
59,60,2.1269614332019032e-14,0.014279899153641093,0.9857201008463375,321
60,61,0.0010058657257443046,2.2274499516217734e-14,0.9989941342742334,279
61,62,0.48171116585928914,0.0396830032260398,0.47860583091467107,322
62,63,0.3764955463027276,0.6235044536972543,1.8168786075026324e-14,292
63,64,2.0956543159504586e-14,0.747841046715539,0.2521589532844402,322
64,65,0.9999999999999518,2.411879705195925e-14,2.411879705195925e-14,241
65,66,0.12887051102011612,0.8711294889798468,3.709284840849899e-14,292
66,67,0.5752199655417862,0.4247800344582016,1.2184787928471401e-14,245
67,68,1.2090625873670945e-14,0.4965467074681682,0.5034532925318196,234
68,69,0.4574028498890331,0.5425971501109556,1.1287685987099382e-14,253
69,70,0.9875637815797659,0.0003919397520291352,0.01204427866820498,317
70,71,0.010645863932300744,0.9411208352760996,0.04823330079159961,307
71,72,0.9999999999999588,2.0569973342237957e-14,2.0569973342237957e-14,274
72,73,0.0011308276225587138,0.4311101853257535,0.5677589870516878,233
73,74,2.147891253768123e-14,2.147891253768123e-14,0.999999999999957,200
74,75,0.5361370155783248,0.463862984421663,1.217268596692989e-14,284
75,76,0.9999999999999517,2.4127978749741837e-14,2.4127978749741837e-14,210
76,77,1.6156322633489137e-14,0.2432951832269659,0.7567048167730179,241
77,78,0.5347727254488072,0.46485297905753836,0.0003742954936543785,211
78,79,1.5887841181769553e-14,0.262910129179753,0.7370898708202311,241
79,80,0.38465464834580737,0.5803422721184557,0.035003079535736975,237
80,81,2.3348876533343954e-14,2.3348876533343954e-14,0.9999999999999533,254
81,82,1.4264648021710632e-14,0.6059197434393567,0.394080256560629,287
82,84,0.999999999999951,2.4472728494763936e-14,2.4472728494763936e-14,245
83,85,0.5847731098773642,0.41522689012262365,1.2140869593965257e-14,261
84,86,2.2277975010984026e-14,2.2277975010984026e-14,0.9999999999999555,240
85,90,2.003483029823033e-14,2.003483029823033e-14,0.9999999999999599,311
86,91,1.7019490181318814e-14,0.6583766708351885,0.34162332916479443,317
87,93,0.007669923663281677,0.9890297534769833,0.0033003228597349795,325
88,94,0.3245989996429444,0.6714603302214787,0.003940670135576823,298
89,97,0.5974508798658388,0.2468379075341306,0.15571121260003068,223
90,98,1.5812177345862912e-14,0.22147981630375047,0.7785201836962338,319
91,99,2.205259698145383e-14,2.205259698145383e-14,0.9999999999999559,250
92,100,5.109527203774591e-14,5.109527203774591e-14,0.9999999999998979,272
93,102,0.9999999999999527,2.3629788719317723e-14,2.3629788719317723e-14,209
94,103,0.999539644908203,0.00046035509176152575,3.541427061858087e-14,273
95,106,1.2524032184041651e-14,0.4211558182128155,0.578844181787172,348
96,107,0.6035961144751235,0.3019154879774248,0.09448839754745185,310
97,109,2.3108613645381772e-14,0.03412703857301748,0.9658729614269593,303
98,111,0.9999999999999586,2.068735605382115e-14,2.068735605382115e-14,274
99,112,1.3801929064973337e-14,0.31540419841463413,0.6845958015853522,316
100,113,0.37396410065427227,0.6260358993457096,1.816017235212151e-14,338
101,114,0.9999999999999586,2.0713499862667926e-14,2.0713499862667926e-14,246
102,115,5.816974289113787e-14,5.816974289113787e-14,0.9999999999998836,221
103,118,2.5621671613124848e-14,2.5621671613124848e-14,0.9999999999999487,329
104,121,0.9999999999999581,2.094019892008684e-14,2.094019892008684e-14,211
105,122,3.952707240350069e-14,3.952707240350069e-14,0.999999999999921,307
106,123,0.4635799141004428,0.13178739469753653,0.40463269120202067,285
107,126,4.1072482328093994e-14,4.1072482328093994e-14,0.9999999999999178,293
108,127,0.340011627706002,0.012565239038426637,0.6474231332555713,319
109,129,0.777509352589633,0.22249064741033803,2.893642231226115e-14,235
110,132,0.9828002494705118,0.017199750529468698,1.9450977514302956e-14,304
111,133,0.990226546988981,0.009773453010999328,1.9668007469266675e-14,220
112,139,0.5384523535893587,0.4615476464106299,1.1364287967371706e-14,234
113,140,1.3691431526373331e-14,0.6686419035925931,0.3313580964073932,163
114,142,1.7458898385686165e-14,0.7154916759298288,0.2845083240701538,231
115,143,0.28852702813241854,0.2760185864071909,0.43545438546039056,300
116,144,0.9999999999999558,2.207637680687225e-14,2.207637680687225e-14,241
117,145,1.192389030161901e-14,0.47426936762963995,0.5257306323703482,311
118,148,0.9999999999999594,2.0293440728364024e-14,2.0293440728364024e-14,230
119,149,2.009196950143832e-14,0.905724541126136,0.0942754588738439,319
120,154,2.054804146957154e-14,2.054804146957154e-14,0.9999999999999589,243
121,156,0.23988237973280319,0.2547778553395037,0.5053397649276931,220
122,158,1.9542813850556025e-14,1.9542813850556025e-14,0.9999999999999609,267
123,163,0.999999999999952,2.400451026892933e-14,2.400451026892933e-14,270
124,166,3.3188926258916e-14,3.3188926258916e-14,0.9999999999999336,269
125,170,1.967358644890872e-14,1.967358644890872e-14,0.9999999999999607,290
126,173,3.111998682873086e-14,3.111998682873086e-14,0.9999999999999377,342
127,179,0.9866781679394775,0.01332183206050126,2.120051322701508e-14,332
128,183,0.02015619860549527,0.024685917997827128,0.9551578833966776,240
129,186,0.9999999999999601,1.9939294385967296e-14,1.9939294385967296e-14,220
130,190,2.2116798597686104e-14,0.03520906617955657,0.9647909338204212,330
131,192,0.9975474993408401,0.0024525006591387547,2.112317967338575e-14,242
132,196,2.192499977653936e-14,2.192499977653936e-14,0.9999999999999561,237
133,207,0.9999999999999494,2.5312413547347125e-14,2.5312413547347125e-14,230
134,210,0.9991378393260547,0.0008621606739240507,2.1316951823397868e-14,256
135,214,0.9999999999999468,2.6579825548214963e-14,2.6579825548214963e-14,339
136,215,0.9999999999999595,2.0287510752649487e-14,2.0287510752649487e-14,272
137,223,0.9664455526626834,0.03355444733729342,2.3135669232554737e-14,302
138,254,0.9999999999999583,2.0870352243987922e-14,2.0870352243987922e-14,263
139,283,0.9999999999999573,2.1385890458146107e-14,2.1385890458146107e-14,318
140,289,0.9999999999999598,2.011388706967091e-14,2.011388706967091e-14,204
141,297,0.9999999999999604,1.9815836071396515e-14,1.9815836071396515e-14,307
142,302,0.9999999999999559,2.2038078814402488e-14,2.2038078814402488e-14,324
143,306,2.8177826080712354e-14,2.8177826080712354e-14,0.9999999999999436,308
144,307,0.9999999999999607,1.9657147335985866e-14,1.9657147335985866e-14,277
145,316,2.238030456955446e-14,2.238030456955446e-14,0.9999999999999553,273
146,319,0.9999999999999512,2.4445960802145945e-14,2.4445960802145945e-14,252
147,326,0.9999999999999605,1.9744469495361983e-14,1.9744469495361983e-14,319
148,332,0.9934625643294785,0.006537435670497896,2.3479297501330434e-14,352
149,380,2.1788673626041646e-14,2.1788673626041646e-14,0.9999999999999564,269
