,trial,run,judgment,num_sims,num_looks
0,1,0,1,7,9
1,1,1,1,8,14
2,1,2,1,8,10
3,1,3,2,7,12
4,1,4,2,7,8
5,1,5,1,8,10
6,1,6,1,7,11
7,1,7,1,10,13
8,1,8,1,3,4
9,1,9,1,7,12
10,1,10,1,8,12
11,1,11,2,7,13
12,1,12,1,6,11
13,1,13,1,9,16
14,1,14,1,4,5
15,1,15,1,7,8
16,1,16,2,7,13
17,1,17,1,8,13
18,1,18,2,7,9
19,1,19,1,4,3
20,1,20,1,6,4
21,1,21,2,7,9
22,1,22,1,11,19
23,1,23,1,4,3
24,1,24,1,9,14
25,1,25,1,6,11
26,1,26,1,8,8
27,1,27,1,9,15
28,1,28,1,8,12
29,1,29,1,7,11
30,2,0,2,7,11
31,2,1,2,12,18
32,2,2,2,7,11
33,2,3,2,7,11
34,2,4,1,4,7
35,2,5,1,3,4
36,2,6,2,9,15
37,2,7,2,7,5
38,2,8,2,7,12
39,2,9,2,4,6
40,2,10,2,7,8
41,2,11,2,7,10
42,2,12,2,7,14
43,2,13,2,7,12
44,2,14,2,8,11
45,2,15,2,9,11
46,2,16,2,10,17
47,2,17,2,7,9
48,2,18,2,7,12
49,2,19,2,7,13
50,2,20,2,6,7
51,2,21,2,7,10
52,2,22,2,7,12
53,2,23,2,6,9
54,2,24,2,9,13
55,2,25,2,7,10
56,2,26,2,4,5
57,2,27,2,9,21
58,2,28,2,6,10
59,2,29,2,7,11
60,3,0,1,2,4
61,3,1,1,2,3
62,3,2,1,2,5
63,3,3,1,2,4
64,3,4,1,2,4
65,3,5,1,3,6
66,3,6,1,3,6
67,3,7,1,8,12
68,3,8,1,3,6
69,3,9,1,2,4
70,3,10,1,2,2
71,3,11,1,2,2
72,3,12,1,2,5
73,3,13,1,2,4
74,3,14,1,2,1
75,3,15,1,2,2
76,3,16,1,2,4
77,3,17,1,2,4
78,3,18,1,2,2
79,3,19,1,2,4
80,3,20,1,8,15
81,3,21,1,2,3
82,3,22,1,2,5
83,3,23,1,2,1
84,3,24,1,2,5
85,3,25,1,2,1
86,3,26,1,2,3
87,3,27,1,2,4
88,3,28,1,2,2
89,3,29,1,2,3
90,4,0,2,2,4
91,4,1,2,2,4
92,4,2,2,2,5
93,4,3,2,2,5
94,4,4,2,2,3
95,4,5,2,2,3
96,4,6,2,3,6
97,4,7,2,2,2
98,4,8,2,3,6
99,4,9,2,2,4
100,4,10,2,3,4
101,4,11,2,2,2
102,4,12,2,2,4
103,4,13,2,2,2
104,4,14,2,3,8
105,4,15,2,2,3
106,4,16,2,2,2
107,4,17,2,3,7
108,4,18,2,2,2
109,4,19,2,2,3
110,4,20,2,2,4
111,4,21,2,2,3
112,4,22,2,2,5
113,4,23,2,3,6
114,4,24,2,2,5
115,4,25,2,2,2
116,4,26,2,2,3
117,4,27,2,2,4
118,4,28,2,2,3
119,4,29,2,2,4
120,5,0,1,10,19
121,5,1,1,7,19
122,5,2,1,8,15
123,5,3,1,7,11
124,5,4,1,6,8
125,5,5,1,11,20
126,5,6,1,5,14
127,5,7,1,9,16
128,5,8,1,7,11
129,5,9,1,7,16
130,5,10,1,10,21
131,5,11,1,3,4
132,5,12,1,4,7
133,5,13,1,8,17
134,5,14,1,3,4
135,5,15,1,3,6
136,5,16,1,10,16
137,5,17,1,3,5
138,5,18,1,8,14
139,5,19,1,4,4
140,5,20,1,10,18
141,5,21,1,7,10
142,5,22,1,5,11
143,5,23,1,9,11
144,5,24,1,5,11
145,5,25,1,7,9
146,5,26,1,5,9
147,5,27,1,10,17
148,5,28,1,10,23
149,5,29,1,3,6
150,6,0,0,2,3
151,6,1,0,2,3
152,6,2,0,10,24
153,6,3,0,9,18
154,6,4,0,10,19
155,6,5,0,9,19
156,6,6,0,7,18
157,6,7,0,10,18
158,6,8,0,2,5
159,6,9,1,8,16
160,6,10,0,9,19
161,6,11,0,10,21
162,6,12,0,8,17
163,6,13,0,2,4
164,6,14,1,9,20
165,6,15,0,10,21
166,6,16,0,10,22
167,6,17,1,10,21
168,6,18,0,11,23
169,6,19,0,7,17
170,6,20,0,10,22
171,6,21,0,2,4
172,6,22,1,10,23
173,6,23,0,2,3
174,6,24,0,2,4
175,6,25,0,2,4
176,6,26,1,11,27
177,6,27,0,9,21
178,6,28,1,8,11
179,6,29,0,10,20
180,7,0,2,2,2
181,7,1,2,3,7
182,7,2,2,2,4
183,7,3,2,3,4
184,7,4,2,3,4
185,7,5,2,3,4
186,7,6,2,2,3
187,7,7,2,2,3
188,7,8,2,2,3
189,7,9,2,2,3
190,7,10,2,2,5
191,7,11,2,2,4
192,7,12,2,2,3
193,7,13,2,2,7
194,7,14,2,2,4
195,7,15,2,2,7
196,7,16,2,6,10
197,7,17,2,3,6
198,7,18,2,2,2
199,7,19,2,2,4
200,7,20,2,3,7
201,7,21,2,2,4
202,7,22,2,2,6
203,7,23,2,2,4
204,7,24,2,2,4
205,7,25,2,2,6
206,7,26,2,2,3
207,7,27,2,2,5
208,7,28,2,2,4
209,7,29,2,3,6
210,8,0,0,4,7
211,8,1,0,3,8
212,8,2,0,3,9
213,8,3,0,3,6
214,8,4,0,3,4
215,8,5,0,4,9
216,8,6,0,3,8
217,8,7,0,3,4
218,8,8,0,4,8
219,8,9,0,3,7
220,8,10,0,3,8
221,8,11,0,3,3
222,8,12,0,3,7
223,8,13,0,3,6
224,8,14,0,3,7
225,8,15,0,3,5
226,8,16,0,3,6
227,8,17,0,3,8
228,8,18,0,3,5
229,8,19,0,3,7
230,8,20,0,3,6
231,8,21,0,4,9
232,8,22,0,4,8
233,8,23,0,3,7
234,8,24,0,3,6
235,8,25,0,3,5
236,8,26,0,3,7
237,8,27,0,3,5
238,8,28,0,5,13
239,8,29,0,3,3
240,9,0,0,3,4
241,9,1,0,2,4
242,9,2,0,2,4
243,9,3,0,2,4
244,9,4,0,2,4
245,9,5,0,2,5
246,9,6,0,2,4
247,9,7,0,3,5
248,9,8,0,2,4
249,9,9,0,2,3
250,9,10,0,3,3
251,9,11,0,2,4
252,9,12,0,2,4
253,9,13,0,2,5
254,9,14,0,2,4
255,9,15,0,2,5
256,9,16,0,2,3
257,9,17,0,3,5
258,9,18,0,2,4
259,9,19,0,2,4
260,9,20,0,3,2
261,9,21,0,2,5
262,9,22,0,2,4
263,9,23,0,2,4
264,9,24,0,2,2
265,9,25,0,3,5
266,9,26,0,3,3
267,9,27,0,2,4
268,9,28,0,3,5
269,9,29,0,2,3
270,10,0,2,41,60
271,10,1,2,39,62
272,10,2,2,37,63
273,10,3,2,40,60
274,10,4,2,40,61
275,10,5,2,36,64
276,10,6,2,38,63
277,10,7,2,40,60
278,10,8,2,37,65
279,10,9,2,40,61
280,10,10,2,41,60
281,10,11,2,41,61
282,10,12,2,39,62
283,10,13,2,37,64
284,10,14,2,40,62
285,10,15,2,38,62
286,10,16,2,39,61
287,10,17,2,40,60
288,10,18,2,46,56
289,10,19,2,40,62
290,10,20,2,39,63
291,10,21,2,35,65
292,10,22,2,39,61
293,10,23,2,40,62
294,10,24,2,42,58
295,10,25,2,41,59
296,10,26,2,36,64
297,10,27,2,42,59
298,10,28,2,40,62
299,10,29,2,42,61
300,11,0,2,2,4
301,11,1,2,2,5
302,11,2,2,2,3
303,11,3,2,2,6
304,11,4,2,2,4
305,11,5,2,2,5
306,11,6,2,3,6
307,11,7,2,2,4
308,11,8,2,2,4
309,11,9,2,2,4
310,11,10,2,2,5
311,11,11,2,2,5
312,11,12,2,2,5
313,11,13,2,2,4
314,11,14,2,3,5
315,11,15,2,3,5
316,11,16,2,2,2
317,11,17,2,2,3
318,11,18,2,2,5
319,11,19,2,2,6
320,11,20,2,2,6
321,11,21,2,2,2
322,11,22,2,2,3
323,11,23,2,2,4
324,11,24,2,2,4
325,11,25,2,3,7
326,11,26,2,2,5
327,11,27,2,2,4
328,11,28,2,2,4
329,11,29,2,2,5
330,12,0,0,7,11
331,12,1,0,5,4
332,12,2,0,3,4
333,12,3,0,3,8
334,12,4,0,7,12
335,12,5,0,5,11
336,12,6,0,2,5
337,12,7,0,7,9
338,12,8,0,2,6
339,12,9,0,5,10
340,12,10,0,3,7
341,12,11,0,5,8
342,12,12,0,3,4
343,12,13,0,2,2
344,12,14,0,3,2
345,12,15,0,2,5
346,12,16,0,2,4
347,12,17,0,5,6
348,12,18,0,3,6
349,12,19,0,5,8
350,12,20,0,3,4
351,12,21,0,5,10
352,12,22,0,5,10
353,12,23,0,5,7
354,12,24,0,5,9
355,12,25,0,6,5
356,12,26,0,3,8
357,12,27,0,5,8
358,12,28,0,2,4
359,12,29,0,5,5
360,13,0,0,9,24
361,13,1,0,12,32
362,13,2,1,3,4
363,13,3,1,5,7
364,13,4,1,4,7
365,13,5,1,4,7
366,13,6,1,3,3
367,13,7,1,4,5
368,13,8,0,12,23
369,13,9,0,9,20
370,13,10,0,9,22
371,13,11,0,12,27
372,13,12,1,4,6
373,13,13,0,9,20
374,13,14,0,8,18
375,13,15,0,12,28
376,13,16,0,12,22
377,13,17,0,12,22
378,13,18,1,9,14
379,13,19,1,9,20
380,13,20,1,9,15
381,13,21,0,2,3
382,13,22,1,15,36
383,13,23,1,4,5
384,13,24,0,12,28
385,13,25,1,4,6
386,13,26,1,3,2
387,13,27,1,12,31
388,13,28,1,12,25
389,13,29,0,14,31
390,14,0,2,2,3
391,14,1,2,2,4
392,14,2,2,2,4
393,14,3,2,2,5
394,14,4,2,3,3
395,14,5,2,3,7
396,14,6,2,5,11
397,14,7,2,2,4
398,14,8,2,2,4
399,14,9,2,2,4
400,14,10,2,3,3
401,14,11,2,2,4
402,14,12,2,2,5
403,14,13,2,5,8
404,14,14,2,2,4
405,14,15,2,2,4
406,14,16,2,3,5
407,14,17,2,2,6
408,14,18,2,5,11
409,14,19,2,2,5
410,14,20,2,2,3
411,14,21,2,2,5
412,14,22,2,2,4
413,14,23,2,2,2
414,14,24,2,2,4
415,14,25,2,6,8
416,14,26,2,3,5
417,14,27,2,2,4
418,14,28,2,2,2
419,14,29,2,2,3
420,15,0,0,2,0
421,15,1,0,2,4
422,15,2,0,2,2
423,15,3,0,2,1
424,15,4,0,2,3
425,15,5,0,2,2
426,15,6,0,2,3
427,15,7,0,2,1
428,15,8,0,2,2
429,15,9,0,2,3
430,15,10,0,2,1
431,15,11,0,2,2
432,15,12,0,2,2
433,15,13,0,2,0
434,15,14,0,2,4
435,15,15,0,2,3
436,15,16,1,7,10
437,15,17,0,2,2
438,15,18,0,2,4
439,15,19,0,2,1
440,15,20,0,2,0
441,15,21,0,2,2
442,15,22,0,2,1
443,15,23,0,2,4
444,15,24,0,2,2
445,15,25,0,2,2
446,15,26,0,2,3
447,15,27,0,8,9
448,15,28,0,8,11
449,15,29,0,2,1
450,16,0,1,6,12
451,16,1,1,15,24
452,16,2,1,6,13
453,16,3,1,5,8
454,16,4,1,7,11
455,16,5,1,5,10
456,16,6,1,8,14
457,16,7,1,6,10
458,16,8,1,8,13
459,16,9,1,10,14
460,16,10,1,12,18
461,16,11,1,10,17
462,16,12,1,5,10
463,16,13,1,7,14
464,16,14,1,6,12
465,16,15,1,9,13
466,16,16,1,9,16
467,16,17,1,9,13
468,16,18,1,10,15
469,16,19,1,12,17
470,16,20,1,8,13
471,16,21,1,7,13
472,16,22,1,7,14
473,16,23,1,8,17
474,16,24,1,5,12
475,16,25,1,9,18
476,16,26,1,9,12
477,16,27,1,7,10
478,16,28,1,6,11
479,16,29,1,9,15
480,17,0,0,7,9
481,17,1,0,7,10
482,17,2,0,9,17
483,17,3,0,7,9
484,17,4,0,7,11
485,17,5,0,9,13
486,17,6,0,10,14
487,17,7,0,6,12
488,17,8,0,9,14
489,17,9,0,9,16
490,17,10,0,9,14
491,17,11,0,7,11
492,17,12,0,10,15
493,17,13,0,10,15
494,17,14,0,7,13
495,17,15,0,7,11
496,17,16,0,9,20
497,17,17,0,8,14
498,17,18,0,6,8
499,17,19,0,5,11
500,17,20,0,15,25
501,17,21,0,6,9
502,17,22,0,6,9
503,17,23,0,7,8
504,17,24,0,10,16
505,17,25,0,5,7
506,17,26,0,12,22
507,17,27,0,9,17
508,17,28,0,5,7
509,17,29,0,9,14
510,18,0,1,6,8
511,18,1,1,5,8
512,18,2,1,4,6
513,18,3,1,5,7
514,18,4,1,6,10
515,18,5,1,6,10
516,18,6,1,4,6
517,18,7,1,4,5
518,18,8,1,7,13
519,18,9,1,6,7
520,18,10,1,5,7
521,18,11,1,7,12
522,18,12,1,7,10
523,18,13,1,10,16
524,18,14,1,6,8
525,18,15,1,7,12
526,18,16,1,7,14
527,18,17,1,7,11
528,18,18,1,3,4
529,18,19,1,3,5
530,18,20,1,3,6
531,18,21,1,4,7
532,18,22,1,3,4
533,18,23,1,6,10
534,18,24,1,3,5
535,18,25,1,12,23
536,18,26,1,3,5
537,18,27,1,4,5
538,18,28,1,4,9
539,18,29,1,10,17
540,19,0,0,2,3
541,19,1,0,2,3
542,19,2,0,8,11
543,19,3,0,8,11
544,19,4,0,2,3
545,19,5,0,2,2
546,19,6,0,2,2
547,19,7,0,2,4
548,19,8,1,7,16
549,19,9,1,7,9
550,19,10,0,2,2
551,19,11,0,2,4
552,19,12,0,2,2
553,19,13,0,2,3
554,19,14,0,8,13
555,19,15,0,2,3
556,19,16,0,2,2
557,19,17,0,2,3
558,19,18,0,2,4
559,19,19,0,2,3
560,19,20,0,2,5
561,19,21,0,2,5
562,19,22,0,3,2
563,19,23,0,2,3
564,19,24,0,2,3
565,19,25,1,7,12
566,19,26,0,2,1
567,19,27,0,2,5
568,19,28,0,2,4
569,19,29,0,2,3
570,20,0,0,3,6
571,20,1,0,2,3
572,20,2,0,2,4
573,20,3,0,2,6
574,20,4,0,2,3
575,20,5,0,2,3
576,20,6,0,2,4
577,20,7,0,2,6
578,20,8,0,3,3
579,20,9,0,2,5
580,20,10,0,2,3
581,20,11,0,2,3
582,20,12,0,2,3
583,20,13,0,2,2
584,20,14,0,2,3
585,20,15,0,3,6
586,20,16,0,2,3
587,20,17,0,2,2
588,20,18,0,2,5
589,20,19,0,2,4
590,20,20,0,2,3
591,20,21,0,2,3
592,20,22,0,2,5
593,20,23,0,2,2
594,20,24,0,2,3
595,20,25,0,2,3
596,20,26,0,2,4
597,20,27,0,2,2
598,20,28,0,3,4
599,20,29,0,2,4
600,21,0,1,2,3
601,21,1,1,3,6
602,21,2,1,2,3
603,21,3,1,2,1
604,21,4,1,2,2
605,21,5,1,2,4
606,21,6,1,2,3
607,21,7,1,2,5
608,21,8,1,2,2
609,21,9,1,2,3
610,21,10,1,2,2
611,21,11,1,3,8
612,21,12,1,2,3
613,21,13,1,2,4
614,21,14,1,2,1
615,21,15,1,2,3
616,21,16,1,7,14
617,21,17,1,2,5
618,21,18,1,2,1
619,21,19,1,2,3
620,21,20,1,2,5
621,21,21,1,2,4
622,21,22,1,2,2
623,21,23,1,2,4
624,21,24,1,3,2
625,21,25,1,2,2
626,21,26,1,2,2
627,21,27,1,2,2
628,21,28,1,3,6
629,21,29,1,2,2
630,22,0,2,2,5
631,22,1,1,3,7
632,22,2,1,7,19
633,22,3,1,7,15
634,22,4,1,7,15
635,22,5,1,7,13
636,22,6,1,3,9
637,22,7,1,3,6
638,22,8,1,3,5
639,22,9,1,4,7
640,22,10,1,7,14
641,22,11,2,2,2
642,22,12,1,9,21
643,22,13,1,3,4
644,22,14,1,7,14
645,22,15,1,7,20
646,22,16,1,4,8
647,22,17,1,3,4
648,22,18,1,3,7
649,22,19,1,7,14
650,22,20,1,8,16
651,22,21,1,3,5
652,22,22,1,3,8
653,22,23,2,2,6
654,22,24,2,2,4
655,22,25,1,3,9
656,22,26,1,7,14
657,22,27,1,3,2
658,22,28,1,8,17
659,22,29,1,7,16
660,23,0,2,2,5
661,23,1,2,5,11
662,23,2,2,7,13
663,23,3,2,5,11
664,23,4,2,5,11
665,23,5,2,2,3
666,23,6,2,3,6
667,23,7,2,8,15
668,23,8,2,3,5
669,23,9,2,5,13
670,23,10,2,2,4
671,23,11,2,7,14
672,23,12,2,5,10
673,23,13,2,3,6
674,23,14,2,2,3
675,23,15,2,2,2
676,23,16,2,5,8
677,23,17,2,2,3
678,23,18,2,2,5
679,23,19,2,2,3
680,23,20,2,8,13
681,23,21,2,5,7
682,23,22,2,10,22
683,23,23,2,2,4
684,23,24,2,5,11
685,23,25,2,3,8
686,23,26,2,2,5
687,23,27,2,2,4
688,23,28,2,2,5
689,23,29,2,2,4
690,24,0,2,2,3
691,24,1,2,2,6
692,24,2,2,2,4
693,24,3,2,2,3
694,24,4,2,2,4
695,24,5,2,2,4
696,24,6,2,2,4
697,24,7,2,6,12
698,24,8,2,2,4
699,24,9,2,3,8
700,24,10,2,2,5
701,24,11,2,2,4
702,24,12,2,2,4
703,24,13,2,2,5
704,24,14,2,2,6
705,24,15,2,2,2
706,24,16,2,4,7
707,24,17,2,6,13
708,24,18,2,4,9
709,24,19,2,2,4
710,24,20,2,2,4
711,24,21,2,2,4
712,24,22,2,2,3
713,24,23,2,2,5
714,24,24,2,4,10
715,24,25,2,2,6
716,24,26,2,2,3
717,24,27,2,2,4
718,24,28,2,4,11
719,24,29,2,2,5
720,25,0,1,2,4
721,25,1,2,4,6
722,25,2,1,2,3
723,25,3,2,7,14
724,25,4,1,2,4
725,25,5,1,2,6
726,25,6,1,9,20
727,25,7,1,2,5
728,25,8,2,7,17
729,25,9,1,2,6
730,25,10,1,2,4
731,25,11,1,2,4
732,25,12,1,2,6
733,25,13,1,2,4
734,25,14,2,7,16
735,25,15,1,2,4
736,25,16,1,2,3
737,25,17,2,7,15
738,25,18,1,2,6
739,25,19,1,2,3
740,25,20,2,7,15
741,25,21,1,2,5
742,25,22,1,8,14
743,25,23,1,2,6
744,25,24,1,2,4
745,25,25,2,8,20
746,25,26,1,8,19
747,25,27,1,2,6
748,25,28,1,2,4
749,25,29,2,4,8
750,26,0,2,2,4
751,26,1,2,2,3
752,26,2,2,2,2
753,26,3,2,2,5
754,26,4,2,2,2
755,26,5,2,6,11
756,26,6,2,2,1
757,26,7,2,2,3
758,26,8,2,2,5
759,26,9,2,2,5
760,26,10,2,2,3
761,26,11,2,2,3
762,26,12,2,2,5
763,26,13,2,2,4
764,26,14,2,2,2
765,26,15,2,2,2
766,26,16,2,2,4
767,26,17,2,2,2
768,26,18,2,2,4
769,26,19,2,2,3
770,26,20,2,10,18
771,26,21,2,2,4
772,26,22,2,3,5
773,26,23,2,2,3
774,26,24,2,2,6
775,26,25,2,2,3
776,26,26,2,3,4
777,26,27,2,2,2
778,26,28,2,9,14
779,26,29,2,2,2
780,27,0,2,2,4
781,27,1,2,2,2
782,27,2,2,2,2
783,27,3,2,2,5
784,27,4,2,2,3
785,27,5,2,4,8
786,27,6,2,2,6
787,27,7,2,2,4
788,27,8,2,2,4
789,27,9,2,2,4
790,27,10,2,2,3
791,27,11,2,2,2
792,27,12,2,6,10
793,27,13,2,2,4
794,27,14,2,2,5
795,27,15,2,2,4
796,27,16,2,2,4
797,27,17,2,6,8
798,27,18,2,2,2
799,27,19,2,2,3
800,27,20,2,2,3
801,27,21,2,5,8
802,27,22,2,2,3
803,27,23,2,2,5
804,27,24,2,2,4
805,27,25,2,2,5
806,27,26,2,6,9
807,27,27,2,2,4
808,27,28,2,2,3
809,27,29,2,5,11
810,28,0,1,3,5
811,28,1,1,8,10
812,28,2,1,7,9
813,28,3,1,5,10
814,28,4,1,3,5
815,28,5,1,5,8
816,28,6,1,8,13
817,28,7,1,3,5
818,28,8,1,5,7
819,28,9,1,5,9
820,28,10,1,3,2
821,28,11,1,7,15
822,28,12,1,7,11
823,28,13,1,5,9
824,28,14,1,5,7
825,28,15,1,4,8
826,28,16,1,4,5
827,28,17,1,8,14
828,28,18,1,4,6
829,28,19,1,4,10
830,28,20,1,7,12
831,28,21,1,7,11
832,28,22,1,6,10
833,28,23,1,4,7
834,28,24,1,7,10
835,28,25,1,3,4
836,28,26,1,7,10
837,28,27,1,6,11
838,28,28,1,5,10
839,28,29,1,8,14
840,29,0,0,15,19
841,29,1,0,40,61
842,29,2,0,45,55
843,29,3,0,32,50
844,29,4,0,42,59
845,29,5,0,46,56
846,29,6,0,43,57
847,29,7,0,42,58
848,29,8,0,8,10
