,trial,run,judgment,num_cols
0,1,0,1,4
1,1,1,1,185
2,1,2,1,4
3,1,3,1,3
4,1,4,1,4
5,1,5,1,4
6,1,6,1,4
7,1,7,1,4
8,1,8,1,4
9,1,9,1,4
10,1,10,1,4
11,1,11,1,4
12,1,12,1,4
13,1,13,1,4
14,1,14,1,4
15,1,15,1,3
16,1,16,1,4
17,1,17,1,3
18,1,18,1,4
19,1,19,1,4
20,1,20,1,180
21,1,21,1,4
22,1,22,1,4
23,1,23,1,3
24,1,24,1,4
25,1,25,1,4
26,1,26,1,4
27,1,27,1,4
28,1,28,1,4
29,1,29,1,4
30,2,0,2,221
31,2,1,1,7
32,2,2,1,6
33,2,3,1,6
34,2,4,1,6
35,2,5,1,6
36,2,6,2,212
37,2,7,2,217
38,2,8,2,214
39,2,9,2,213
40,2,10,2,219
41,2,11,1,6
42,2,12,1,106
43,2,13,2,7
44,2,14,1,7
45,2,15,1,9
46,2,16,2,219
47,2,17,2,218
48,2,18,2,216
49,2,19,2,217
50,2,20,2,220
51,2,21,2,217
52,2,22,2,219
53,2,23,2,202
54,2,24,1,106
55,2,25,1,106
56,2,26,1,106
57,2,27,2,219
58,2,28,1,106
59,2,29,2,220
60,3,0,1,121
61,3,1,1,118
62,3,2,1,179
63,3,3,1,185
64,3,4,1,181
65,3,5,1,117
66,3,6,1,119
67,3,7,1,171
68,3,8,1,4
69,3,9,1,196
70,3,10,1,155
71,3,11,1,130
72,3,12,1,117
73,3,13,1,133
74,3,14,1,115
75,3,15,1,171
76,3,16,1,8
77,3,17,1,192
78,3,18,1,183
79,3,19,1,173
80,3,20,1,183
81,3,21,1,115
82,3,22,1,190
83,3,23,1,121
84,3,24,1,167
85,3,25,1,119
86,3,26,1,116
87,3,27,1,4
88,3,28,1,120
89,3,29,1,188
90,4,0,2,4
91,4,1,2,4
92,4,2,2,4
93,4,3,2,4
94,4,4,2,4
95,4,5,2,4
96,4,6,2,4
97,4,7,2,4
98,4,8,2,6
99,4,9,2,4
100,4,10,2,4
101,4,11,2,4
102,4,12,2,4
103,4,13,2,4
104,4,14,2,4
105,4,15,2,4
106,4,16,2,4
107,4,17,2,4
108,4,18,2,4
109,4,19,2,4
110,4,20,2,6
111,4,21,2,4
112,4,22,2,4
113,4,23,2,4
114,4,24,2,4
115,4,25,2,4
116,4,26,2,4
117,4,27,2,4
118,4,28,2,4
119,4,29,2,4
120,5,0,1,12
121,5,1,1,19
122,5,2,1,6
123,5,3,1,24
124,5,4,1,22
125,5,5,1,16
126,5,6,1,12
127,5,7,1,33
128,5,8,1,23
129,5,9,1,9
