,trial,run,judgment,num_cols
0,1,0,1,0
1,1,1,1,0
2,1,2,1,0
3,1,3,1,0
4,1,4,1,0
5,1,5,1,0
6,1,6,1,0
7,1,7,1,0
8,1,8,1,0
9,1,9,1,0
10,1,10,1,0
11,1,11,1,0
12,1,12,1,0
13,1,13,1,0
14,1,14,1,0
15,1,15,1,0
16,1,16,1,0
17,1,17,1,0
18,1,18,1,0
19,1,19,1,0
20,1,20,1,0
21,1,21,1,0
22,1,22,1,0
23,1,23,1,0
24,1,24,1,0
25,1,25,1,0
26,1,26,1,0
27,1,27,1,0
28,1,28,1,0
29,1,29,1,0
30,2,0,1,2
31,2,1,1,3
32,2,2,1,2
33,2,3,1,2
34,2,4,1,2
35,2,5,1,2
36,2,6,1,2
37,2,7,1,2
38,2,8,1,2
39,2,9,1,2
40,2,10,1,2
41,2,11,1,2
42,2,12,1,2
43,2,13,1,2
44,2,14,1,2
45,2,15,1,2
46,2,16,1,2
47,2,17,1,2
48,2,18,1,2
49,2,19,1,3
50,2,20,1,2
51,2,21,1,2
52,2,22,1,2
53,2,23,1,3
54,2,24,1,2
55,2,25,1,2
56,2,26,1,3
57,2,27,1,2
58,2,28,1,2
59,2,29,1,3
60,3,0,1,0
61,3,1,1,0
62,3,2,1,0
63,3,3,1,0
64,3,4,1,0
65,3,5,1,0
66,3,6,1,0
67,3,7,1,0
68,3,8,1,0
69,3,9,1,0
70,3,10,1,0
71,3,11,1,0
72,3,12,1,0
73,3,13,1,0
74,3,14,1,0
75,3,15,1,0
76,3,16,1,0
77,3,17,1,0
78,3,18,1,0
79,3,19,1,0
80,3,20,1,0
81,3,21,1,0
82,3,22,1,0
83,3,23,1,0
84,3,24,1,0
85,3,25,1,0
86,3,26,1,0
87,3,27,1,0
88,3,28,1,0
89,3,29,1,0
90,4,0,2,0
91,4,1,2,0
92,4,2,2,0
93,4,3,2,0
94,4,4,2,0
95,4,5,2,0
96,4,6,2,0
97,4,7,2,0
98,4,8,2,0
99,4,9,2,0
100,4,10,2,0
101,4,11,2,0
102,4,12,2,0
103,4,13,2,0
104,4,14,2,0
105,4,15,2,0
106,4,16,2,0
107,4,17,2,0
108,4,18,2,0
109,4,19,2,0
110,4,20,2,0
111,4,21,2,0
112,4,22,2,0
113,4,23,2,0
114,4,24,2,0
115,4,25,2,0
116,4,26,2,0
117,4,27,2,0
118,4,28,2,0
119,4,29,2,0
120,5,0,1,3
121,5,1,1,3
122,5,2,1,3
123,5,3,1,3
124,5,4,1,3
125,5,5,1,3
126,5,6,1,3
127,5,7,1,3
128,5,8,1,3
129,5,9,1,3
130,5,10,1,3
131,5,11,1,3
132,5,12,1,3
133,5,13,1,3
134,5,14,1,3
135,5,15,1,3
136,5,16,1,3
137,5,17,1,3
138,5,18,1,3
139,5,19,1,3
140,5,20,1,3
141,5,21,1,3
142,5,22,1,3
143,5,23,1,3
144,5,24,1,3
145,5,25,1,3
146,5,26,1,3
147,5,27,1,3
148,5,28,1,3
149,5,29,1,3
150,6,0,1,3
151,6,1,0,5
152,6,2,0,5
153,6,3,1,7
154,6,4,0,5
155,6,5,1,3
