,trial,run,judgment,num_sims,num_looks
0,1,0,1,12,13
1,1,1,1,10,10
2,1,2,1,13,12
3,1,3,1,11,11
4,1,4,1,13,13
5,1,5,1,12,10
6,1,6,1,10,10
7,1,7,1,11,8
8,1,8,1,12,12
9,1,9,1,12,16
10,1,10,1,12,11
11,1,11,1,12,14
12,1,12,1,10,12
13,1,13,1,11,14
14,1,14,1,10,10
15,1,15,1,10,13
16,1,16,1,10,9
17,1,17,1,12,6
18,1,18,1,10,11
19,1,19,1,11,7
20,1,20,1,10,7
21,1,21,1,11,11
22,1,22,1,12,10
23,1,23,1,11,15
24,1,24,1,10,11
25,1,25,1,13,13
26,1,26,1,12,10
27,1,27,1,11,13
28,1,28,1,12,16
29,1,29,1,11,7
30,2,0,1,51,51
31,2,1,1,47,48
32,2,2,1,52,48
33,2,3,1,50,51
34,2,4,1,47,54
35,2,5,1,51,50
36,2,6,1,48,53
37,2,7,1,48,52
38,2,8,1,53,48
39,2,9,1,57,45
40,2,10,1,49,51
41,2,11,1,51,49
42,2,12,1,49,51
43,2,13,1,49,51
44,2,14,1,53,47
45,2,15,1,46,56
46,2,16,1,50,50
47,2,17,1,48,53
48,2,18,1,50,51
49,2,19,1,48,52
50,2,20,1,49,51
51,2,21,1,48,52
52,2,22,1,49,52
53,2,23,1,50,50
54,2,24,1,51,49
55,2,25,1,48,53
56,2,26,1,51,49
57,2,27,1,46,55
58,2,28,1,51,51
59,2,29,1,48,52
60,3,0,1,11,9
61,3,1,1,10,11
62,3,2,1,10,14
63,3,3,1,12,15
64,3,4,1,10,9
65,3,5,1,10,5
66,3,6,1,11,13
67,3,7,1,11,7
68,3,8,1,10,9
69,3,9,1,11,15
70,3,10,1,12,13
71,3,11,1,11,9
72,3,12,1,13,11
73,3,13,1,10,8
74,3,14,1,10,10
75,3,15,1,10,10
76,3,16,1,10,13
77,3,17,1,10,11
78,3,18,1,11,13
79,3,19,1,11,11
80,3,20,1,10,6
81,3,21,1,14,14
82,3,22,1,13,16
83,3,23,1,13,8
84,3,24,1,12,11
85,3,25,1,10,12
86,3,26,1,11,14
87,3,27,1,10,11
88,3,28,1,12,13
89,3,29,1,11,13
90,4,0,2,10,11
91,4,1,2,10,11
92,4,2,2,11,12
93,4,3,2,10,12
94,4,4,2,12,10
95,4,5,2,10,11
96,4,6,2,10,12
97,4,7,2,10,10
98,4,8,2,11,11
99,4,9,2,11,8
100,4,10,2,10,12
101,4,11,2,11,10
102,4,12,2,11,13
103,4,13,2,10,7
104,4,14,2,11,11
105,4,15,2,10,13
106,4,16,2,11,12
107,4,17,2,10,9
108,4,18,2,10,11
109,4,19,2,10,9
110,4,20,2,11,12
111,4,21,2,10,8
112,4,22,2,10,10
113,4,23,2,10,6
114,4,24,2,11,14
115,4,25,2,10,9
116,4,26,2,11,12
117,4,27,2,11,9
118,4,28,2,12,9
119,4,29,2,10,12
120,5,0,2,47,55
121,5,1,1,34,68
122,5,2,1,38,63
123,5,3,1,12,19
124,5,4,1,38,63
125,5,5,1,12,21
126,5,6,1,36,64
127,5,7,1,38,65
128,5,8,1,37,66
129,5,9,1,35,65
130,5,10,1,38,64
131,5,11,1,9,18
132,5,12,1,11,20
133,5,13,1,39,61
134,5,14,1,39,61
135,5,15,1,37,63
136,5,16,1,38,63
137,5,17,1,40,62
138,5,18,1,35,68
139,5,19,1,35,65
140,5,20,1,34,67
141,5,21,1,39,61
142,5,22,1,35,65
143,5,23,1,40,60
144,5,24,1,37,64
145,5,25,1,38,65
146,5,26,1,39,61
147,5,27,1,24,42
148,5,28,1,36,64
149,5,29,1,7,14
150,6,0,0,29,72
151,6,1,0,28,75
152,6,2,0,27,73
153,6,3,0,28,73
154,6,4,0,26,76
155,6,5,0,29,74
156,6,6,0,28,75
157,6,7,0,28,74
158,6,8,0,28,72
159,6,9,0,29,73
160,6,10,0,31,72
161,6,11,0,31,69
162,6,12,0,29,73
163,6,13,0,31,70
164,6,14,0,28,72
165,6,15,0,29,74
166,6,16,0,29,75
167,6,17,0,27,73
168,6,18,0,31,71
169,6,19,0,29,71
170,6,20,0,27,73
171,6,21,0,31,71
172,6,22,0,27,73
173,6,23,0,26,76
174,6,24,0,28,72
175,6,25,0,31,72
176,6,26,0,26,75
177,6,27,0,27,76
178,6,28,0,28,75
179,6,29,0,27,76
180,7,0,2,11,31
181,7,1,2,11,31
182,7,2,2,11,27
183,7,3,2,12,31
184,7,4,2,12,36
185,7,5,2,11,27
186,7,6,2,13,31
