,trial,run,judgment,num_sims,num_looks
0,1,0,1,2,3
1,1,1,1,2,3
2,1,2,1,2,2
3,1,3,1,2,3
4,1,4,1,2,1
5,1,5,1,2,2
6,1,6,1,2,1
7,1,7,1,2,2
8,1,8,1,2,2
9,1,9,1,2,2
10,1,10,1,3,3
11,1,11,1,2,1
12,1,12,1,3,4
13,1,13,1,2,2
14,1,14,1,3,4
15,1,15,1,3,2
16,1,16,1,2,2
17,1,17,1,3,2
18,1,18,1,2,3
19,1,19,1,2,2
20,1,20,1,2,2
21,1,21,1,2,3
22,1,22,1,2,1
23,1,23,1,2,2
24,1,24,1,2,2
25,1,25,1,2,2
26,1,26,1,2,1
27,1,27,1,2,2
28,1,28,1,3,4
29,1,29,1,2,3
30,2,0,2,8,14
31,2,1,2,17,23
32,2,2,2,5,6
33,2,3,2,7,13
34,2,4,2,5,6
35,2,5,2,4,4
36,2,6,2,6,6
37,2,7,2,16,15
38,2,8,2,6,11
39,2,9,2,6,7
40,2,10,2,5,8
41,2,11,2,9,15
42,2,12,2,9,13
43,2,13,2,8,11
44,2,14,2,5,8
45,2,15,2,10,18
46,2,16,2,9,13
47,2,17,2,4,10
48,2,18,2,6,10
49,2,19,2,8,12
50,2,20,1,3,4
51,2,21,2,4,6
52,2,22,2,4,7
53,2,23,2,7,11
54,2,24,2,4,6
55,2,25,2,16,23
56,2,26,2,7,7
57,2,27,2,6,10
58,2,28,2,5,7
59,2,29,2,8,10
60,3,0,1,2,3
61,3,1,1,2,3
62,3,2,1,2,2
63,3,3,1,2,3
64,3,4,1,2,1
65,3,5,1,2,2
66,3,6,1,2,1
67,3,7,1,2,2
68,3,8,1,2,2
69,3,9,1,2,2
70,3,10,1,2,2
71,3,11,1,2,1
72,3,12,1,3,4
73,3,13,1,2,2
74,3,14,1,3,4
75,3,15,1,3,2
76,3,16,1,2,2
77,3,17,1,3,2
78,3,18,1,2,3
79,3,19,1,2,2
80,3,20,1,2,2
81,3,21,1,2,3
82,3,22,1,2,1
83,3,23,1,2,2
84,3,24,1,2,2
85,3,25,1,3,2
86,3,26,1,2,1
87,3,27,1,2,2
88,3,28,1,3,4
89,3,29,1,2,3
90,4,0,2,2,3
91,4,1,2,2,3
92,4,2,2,2,2
93,4,3,2,2,3
94,4,4,2,2,1
95,4,5,2,2,2
96,4,6,2,2,1
97,4,7,2,2,2
98,4,8,2,2,2
99,4,9,2,2,2
100,4,10,2,2,2
101,4,11,2,2,1
102,4,12,2,3,4
103,4,13,2,2,2
104,4,14,2,3,4
105,4,15,2,3,2
106,4,16,2,2,2
107,4,17,2,3,2
108,4,18,2,2,3
109,4,19,2,2,2
110,4,20,2,2,2
111,4,21,2,2,3
112,4,22,2,2,1
113,4,23,2,2,2
114,4,24,2,2,2
115,4,25,2,3,2
116,4,26,2,2,1
117,4,27,2,2,2
118,4,28,2,3,4
119,4,29,2,2,3
120,5,0,1,4,6
121,5,1,1,5,9
122,5,2,1,10,22
123,5,3,1,6,7
124,5,4,1,15,28
125,5,5,1,5,6
126,5,6,1,14,22
127,5,7,1,11,21
128,5,8,1,19,31
129,5,9,1,8,14
130,5,10,1,5,9
131,5,11,1,6,12
132,5,12,1,10,17
133,5,13,1,17,30
134,5,14,1,15,28
135,5,15,1,7,12
136,5,16,1,15,32
137,5,17,1,6,10
138,5,18,1,14,26
139,5,19,1,8,13
140,5,20,1,6,10
141,5,21,1,12,20
142,5,22,1,6,14
143,5,23,1,10,18
144,5,24,1,10,8
145,5,25,1,6,7
146,5,26,1,16,32
147,5,27,1,8,18
148,5,28,1,4,8
149,5,29,1,14,27
150,6,0,0,8,20
151,6,1,0,6,15
152,6,2,0,7,17
153,6,3,0,7,12
154,6,4,0,3,9
155,6,5,0,4,12
156,6,6,0,2,3
157,6,7,0,5,10
158,6,8,0,6,16
159,6,9,0,31,69
160,6,10,0,7,21
161,6,11,0,4,6
162,6,12,0,2,3
163,6,13,0,30,71
164,6,14,0,9,24
165,6,15,0,3,6
166,6,16,0,9,25
167,6,17,0,10,26
168,6,18,0,9,21
169,6,19,0,3,7
170,6,20,0,10,28
171,6,21,0,3,8
172,6,22,0,7,22
173,6,23,0,2,6
174,6,24,0,3,7
175,6,25,0,14,34
176,6,26,0,3,6
177,6,27,0,12,31
178,6,28,0,4,10
179,6,29,0,6,18
180,7,0,2,2,7
181,7,1,2,2,7
182,7,2,2,2,3
183,7,3,2,4,11
184,7,4,2,2,5
185,7,5,2,2,5
186,7,6,2,2,5
187,7,7,2,2,6
188,7,8,2,2,2
189,7,9,2,2,5
190,7,10,2,2,5
191,7,11,2,3,9
192,7,12,2,2,6
193,7,13,2,2,5
194,7,14,2,3,6
195,7,15,2,2,5
196,7,16,2,2,6
197,7,17,2,2,6
198,7,18,2,3,8
199,7,19,2,2,4
200,7,20,2,2,5
201,7,21,2,2,5
202,7,22,2,3,6
203,7,23,2,3,7
204,7,24,2,3,6
205,7,25,2,2,4
206,7,26,2,2,7
207,7,27,2,2,5
208,7,28,2,2,4
209,7,29,2,2,5
210,8,0,0,4,7
211,8,1,0,6,12
212,8,2,0,4,7
213,8,3,0,5,11
214,8,4,0,3,7
215,8,5,0,3,4
216,8,6,0,3,4
217,8,7,0,4,9
218,8,8,0,5,10
219,8,9,0,3,3
220,8,10,0,4,8
221,8,11,0,4,7
222,8,12,0,4,6
223,8,13,0,5,12
224,8,14,0,4,7
225,8,15,0,4,10
226,8,16,0,4,7
227,8,17,0,5,9
228,8,18,0,3,5
229,8,19,0,3,6
230,8,20,0,3,6
231,8,21,0,6,9
232,8,22,0,3,5
233,8,23,0,4,9
234,8,24,0,4,7
235,8,25,0,4,6
