,trial,run,judgment,num_cols
0,1,0,1,3
1,1,1,1,2
2,1,2,1,2
3,1,3,1,2
4,1,4,1,3
5,1,5,1,3
6,1,6,1,3
7,1,7,1,3
8,1,8,1,3
9,1,9,1,3
10,1,10,1,2
11,1,11,1,3
12,1,12,1,3
13,1,13,1,2
14,1,14,1,3
15,1,15,1,3
16,1,16,1,2
17,1,17,1,2
18,1,18,1,2
19,1,19,1,3
20,1,20,1,2
21,1,21,1,2
22,1,22,1,4
23,1,23,1,2
24,1,24,1,2
25,1,25,1,3
26,1,26,1,3
27,1,27,1,4
28,1,28,1,2
29,1,29,1,3
30,2,0,1,106
31,2,1,2,23
32,2,2,2,215
33,2,3,2,55
34,2,4,1,9
35,2,5,1,7
36,2,6,1,7
37,2,7,2,210
38,2,8,2,214
39,2,9,2,58
40,2,10,2,130
41,2,11,2,212
42,2,12,2,213
43,2,13,2,20
44,2,14,1,8
45,2,15,2,35
46,2,16,1,109
47,2,17,2,152
48,2,18,2,218
49,2,19,2,222
50,2,20,1,7
51,2,21,2,215
52,2,22,1,106
53,2,23,2,213
54,2,24,2,217
55,2,25,2,219
56,2,26,2,212
57,2,27,2,84
58,2,28,2,219
59,2,29,2,7
60,3,0,1,2
61,3,1,1,3
62,3,2,1,2
63,3,3,1,3
64,3,4,1,2
65,3,5,1,3
66,3,6,1,2
67,3,7,1,3
68,3,8,1,2
69,3,9,1,2
70,3,10,1,2
71,3,11,1,4
72,3,12,1,3
73,3,13,1,2
74,3,14,1,3
75,3,15,1,3
76,3,16,1,4
77,3,17,1,3
78,3,18,1,3
79,3,19,1,2
80,3,20,1,3
81,3,21,1,3
82,3,22,1,3
83,3,23,1,2
84,3,24,1,3
85,3,25,1,3
86,3,26,1,3
87,3,27,1,3
88,3,28,1,3
89,3,29,1,3
90,4,0,2,3
91,4,1,2,3
92,4,2,2,3
93,4,3,2,3
94,4,4,2,3
95,4,5,2,2
96,4,6,2,3
97,4,7,2,2
98,4,8,2,2
99,4,9,2,2
100,4,10,2,3
101,4,11,2,3
102,4,12,2,2
103,4,13,2,4
104,4,14,2,2
105,4,15,2,2
106,4,16,2,3
107,4,17,2,3
108,4,18,2,2
109,4,19,2,2
110,4,20,2,3
111,4,21,2,3
112,4,22,2,3
113,4,23,2,3
114,4,24,2,2
115,4,25,2,3
116,4,26,2,2
117,4,27,2,3
118,4,28,2,2
119,4,29,2,2
120,5,0,1,6
121,5,1,1,6
122,5,2,1,8
123,5,3,1,52
124,5,4,1,99
125,5,5,1,9
126,5,6,1,20
127,5,7,1,8
128,5,8,1,6
129,5,9,1,6
130,5,10,1,7
131,5,11,1,10
132,5,12,1,6
133,5,13,1,18
134,5,14,1,7
135,5,15,1,20
136,5,16,1,18
137,5,17,1,6
138,5,18,1,8
139,5,19,1,8
140,5,20,1,16
141,5,21,1,14
142,5,22,1,30
143,5,23,1,7
144,5,24,1,6
145,5,25,1,14
146,5,26,1,28
147,5,27,1,6
148,5,28,1,15
149,5,29,1,21
150,6,0,0,6
151,6,1,0,35
152,6,2,0,18
153,6,3,0,9
154,6,4,1,202
155,6,5,0,23
156,6,6,0,36
157,6,7,0,21
158,6,8,0,9
159,6,9,0,12
160,6,10,0,38
161,6,11,0,51
162,6,12,1,117
163,6,13,0,20
164,6,14,0,15
165,6,15,0,15
166,6,16,0,15
167,6,17,1,82
168,6,18,0,20
169,6,19,0,17
170,6,20,0,34
171,6,21,0,6
172,6,22,0,12
173,6,23,0,41
174,6,24,0,12
175,6,25,0,15
176,6,26,0,10
177,6,27,0,9
178,6,28,0,21
179,6,29,1,245
180,7,0,2,9
181,7,1,2,6
182,7,2,2,6
183,7,3,2,9
184,7,4,2,9
185,7,5,2,9
186,7,6,2,14
187,7,7,2,9
188,7,8,2,20
189,7,9,2,9
190,7,10,2,9
191,7,11,2,6
192,7,12,2,9
193,7,13,2,12
194,7,14,2,9
195,7,15,2,6
196,7,16,2,6
197,7,17,2,6
198,7,18,2,6
199,7,19,2,9
200,7,20,2,6
201,7,21,2,9
202,7,22,2,6
203,7,23,2,6
204,7,24,2,6
205,7,25,2,6
206,7,26,2,9
207,7,27,2,6
208,7,28,2,9
209,7,29,2,9
210,8,0,0,6
211,8,1,0,8
212,8,2,0,6
213,8,3,0,6
214,8,4,0,6
215,8,5,0,6
216,8,6,0,6
217,8,7,0,4
218,8,8,0,8
219,8,9,0,6
220,8,10,0,6
221,8,11,0,6
222,8,12,0,4
223,8,13,0,6
224,8,14,0,4
225,8,15,0,9
