,trial,run,judgment,num_cols
0,1,0,1,1
1,1,1,1,1
2,1,2,1,127
3,1,3,1,1
4,1,4,1,26
5,1,5,1,1
6,1,6,1,111
7,1,7,1,3
8,1,8,1,186
9,1,9,1,1
10,1,10,1,186
11,1,11,1,18
12,1,12,1,3
13,1,13,1,25
14,1,14,1,3
15,1,15,1,8
16,1,16,1,178
17,1,17,1,7
18,1,18,1,1
19,1,19,1,185
20,1,20,1,1
21,1,21,1,19
22,1,22,1,39
23,1,23,1,185
24,1,24,1,175
25,1,25,1,3
26,1,26,1,27
27,1,27,1,5
28,1,28,1,1
29,1,29,1,1
30,2,0,2,15
31,2,1,2,14
32,2,2,2,16
33,2,3,2,3
34,2,4,2,3
35,2,5,2,10
36,2,6,2,6
37,2,7,2,3
38,2,8,2,6
39,2,9,2,3
40,2,10,2,3
41,2,11,1,8
42,2,12,2,22
43,2,13,2,6
44,2,14,2,3
45,2,15,2,6
46,2,16,2,3
47,2,17,1,9
48,2,18,2,11
49,2,19,2,5
50,2,20,2,5
51,2,21,2,7
52,2,22,2,16
53,2,23,2,3
54,2,24,1,6
55,2,25,2,3
56,2,26,2,3
57,2,27,2,3
58,2,28,2,5
59,2,29,2,22
60,3,0,1,1
61,3,1,1,1
62,3,2,1,4
63,3,3,1,5
64,3,4,1,1
65,3,5,1,1
66,3,6,1,4
67,3,7,1,4
68,3,8,1,4
69,3,9,1,5
70,3,10,1,1
71,3,11,1,1
72,3,12,1,4
73,3,13,1,1
74,3,14,1,4
75,3,15,1,4
76,3,16,1,13
77,3,17,1,11
78,3,18,1,4
79,3,19,1,1
80,3,20,1,1
81,3,21,1,4
82,3,22,1,1
83,3,23,1,4
84,3,24,1,4
85,3,25,1,1
86,3,26,1,1
87,3,27,1,1
88,3,28,1,1
89,3,29,1,1
90,4,0,2,1
91,4,1,2,6
92,4,2,2,6
93,4,3,2,1
94,4,4,2,4
95,4,5,2,4
96,4,6,2,4
97,4,7,2,4
98,4,8,2,4
99,4,9,2,4
100,4,10,2,4
101,4,11,2,4
102,4,12,2,1
103,4,13,2,6
104,4,14,2,4
105,4,15,2,1
106,4,16,2,4
107,4,17,2,1
108,4,18,2,4
109,4,19,2,7
110,4,20,2,1
111,4,21,2,7
112,4,22,2,1
113,4,23,2,6
114,4,24,2,1
115,4,25,2,4
116,4,26,2,1
117,4,27,2,1
118,4,28,2,4
119,4,29,2,1
120,5,0,1,8
121,5,1,1,34
122,5,2,1,6
123,5,3,1,15
124,5,4,1,8
125,5,5,1,6
126,5,6,1,21
127,5,7,1,13
128,5,8,1,6
129,5,9,1,17
130,5,10,1,22
131,5,11,1,15
132,5,12,1,6
133,5,13,1,8
134,5,14,1,20
135,5,15,1,6
136,5,16,1,6
137,5,17,1,9
138,5,18,1,12
139,5,19,1,6
140,5,20,1,27
141,5,21,1,6
142,5,22,1,20
143,5,23,1,6
144,5,24,1,19
145,5,25,1,8
146,5,26,1,7
147,5,27,1,15
148,5,28,1,6
149,5,29,1,6
150,6,0,0,12
151,6,1,1,7
152,6,2,0,5
153,6,3,0,93
154,6,4,0,5
155,6,5,0,5
156,6,6,1,9
157,6,7,0,5
158,6,8,1,9
159,6,9,0,5
160,6,10,0,5
161,6,11,1,15
162,6,12,0,5
163,6,13,0,5
164,6,14,1,261
165,6,15,1,260
166,6,16,1,7
167,6,17,1,261
168,6,18,0,5
169,6,19,0,276
170,6,20,0,29
171,6,21,0,273
172,6,22,1,254
173,6,23,0,5
174,6,24,0,5
175,6,25,0,5
176,6,26,1,259
177,6,27,1,9
178,6,28,0,5
179,6,29,1,52
180,7,0,2,9
181,7,1,2,4
182,7,2,2,4
183,7,3,2,4
184,7,4,2,4
185,7,5,2,4
186,7,6,2,6
187,7,7,2,4
188,7,8,2,4
189,7,9,2,4
190,7,10,2,4
191,7,11,2,4
192,7,12,2,4
193,7,13,2,4
194,7,14,2,4
195,7,15,2,4
196,7,16,2,4
197,7,17,2,4
198,7,18,2,4
199,7,19,2,9
200,7,20,2,4
201,7,21,2,4
202,7,22,2,6
203,7,23,2,4
204,7,24,2,4
205,7,25,2,4
206,7,26,2,4
207,7,27,2,4
208,7,28,2,4
209,7,29,2,4
210,8,0,0,9
211,8,1,0,9
212,8,2,0,7
213,8,3,0,7
214,8,4,0,6
215,8,5,0,7
216,8,6,0,7
217,8,7,0,7
218,8,8,0,7
219,8,9,0,7
220,8,10,0,9
221,8,11,0,11
222,8,12,0,9
223,8,13,0,7
224,8,14,0,7
225,8,15,0,7
226,8,16,0,7
227,8,17,0,9
228,8,18,0,7
229,8,19,0,9
230,8,20,0,9
231,8,21,0,7
232,8,22,0,8
233,8,23,0,6
234,8,24,0,7
235,8,25,0,7
236,8,26,0,7
237,8,27,0,9
238,8,28,0,7
239,8,29,0,6
240,9,0,0,5
241,9,1,0,5
242,9,2,0,4
243,9,3,0,4
244,9,4,0,5
245,9,5,0,5
246,9,6,0,5
247,9,7,0,5
248,9,8,0,5
249,9,9,0,4
250,9,10,0,4
251,9,11,0,5
252,9,12,0,5
253,9,13,0,5
254,9,14,0,4
255,9,15,0,4
256,9,16,0,5
257,9,17,0,5
258,9,18,0,5
259,9,19,0,5
260,9,20,0,5
261,9,21,0,5
262,9,22,0,5
263,9,23,0,4
264,9,24,0,5
265,9,25,0,5
266,9,26,0,5
267,9,27,0,5
268,9,28,0,5
269,9,29,0,5
270,10,0,2,193
271,10,1,2,5
272,10,2,2,194
273,10,3,2,9
274,10,4,2,27
275,10,5,2,35
276,10,6,2,18
277,10,7,2,5
278,10,8,2,196
279,10,9,0,9
280,10,10,2,195
281,10,11,2,195
282,10,12,2,194
283,10,13,2,5
284,10,14,2,33
285,10,15,2,195
286,10,16,2,195
287,10,17,2,193
288,10,18,2,194
289,10,19,2,192
290,10,20,2,7
291,10,21,2,5
292,10,22,2,35
293,10,23,2,133
294,10,24,2,7
295,10,25,1,25
296,10,26,2,193
297,10,27,2,197
298,10,28,2,29
299,10,29,2,9
300,11,0,2,7
301,11,1,2,7
302,11,2,2,5
303,11,3,2,7
304,11,4,2,7
305,11,5,2,5
306,11,6,2,7
307,11,7,2,7
308,11,8,2,7
309,11,9,2,7
310,11,10,2,7
311,11,11,2,7
312,11,12,2,5
313,11,13,2,7
314,11,14,2,7
315,11,15,2,5
316,11,16,2,7
317,11,17,2,7
318,11,18,2,7
319,11,19,2,7
320,11,20,2,7
321,11,21,2,7
322,11,22,2,5
323,11,23,2,7
324,11,24,2,5
325,11,25,2,7
326,11,26,2,7
327,11,27,2,7
328,11,28,2,7
329,11,29,2,7
330,12,0,0,5
331,12,1,0,6
332,12,2,0,8
333,12,3,0,7
334,12,4,0,12
335,12,5,0,5
336,12,6,0,6
337,12,7,0,12
338,12,8,0,8
339,12,9,0,9
340,12,10,0,15
341,12,11,0,10
342,12,12,0,17
343,12,13,0,33
344,12,14,0,9
345,12,15,0,20
346,12,16,0,14
347,12,17,0,5
348,12,18,0,6
349,12,19,0,23
350,12,20,0,6
351,12,21,0,10
352,12,22,0,13
353,12,23,0,5
354,12,24,0,6
355,12,25,0,7
356,12,26,0,13
357,12,27,0,5
