,trial,run,judgment,num_cols
0,1,0,1,13
1,1,1,1,7
2,1,2,1,8
3,1,3,1,14
4,1,4,1,11
5,1,5,1,7
6,1,6,1,7
7,1,7,1,11
8,1,8,1,14
9,1,9,1,17
10,1,10,1,13
11,1,11,1,18
12,1,12,1,10
13,1,13,1,9
14,1,14,1,8
15,1,15,1,18
16,1,16,1,14
17,1,17,1,9
18,1,18,1,10
19,1,19,1,7
20,1,20,1,8
21,1,21,1,25
22,1,22,1,9
23,1,23,1,10
24,1,24,1,8
25,1,25,1,12
26,1,26,1,15
27,1,27,1,9
28,1,28,1,14
29,1,29,1,9
30,2,0,1,100
31,2,1,1,100
32,2,2,1,100
33,2,3,1,100
34,2,4,1,100
35,2,5,1,100
36,2,6,1,100
37,2,7,1,100
38,2,8,1,100
39,2,9,1,100
40,2,10,1,100
41,2,11,1,100
42,2,12,1,100
43,2,13,1,100
44,2,14,1,100
45,2,15,1,100
46,2,16,1,100
47,2,17,1,100
48,2,18,1,100
49,2,19,1,100
50,2,20,1,100
51,2,21,1,14
52,2,22,1,100
53,2,23,1,100
54,2,24,1,100
55,2,25,1,100
56,2,26,1,100
57,2,27,1,106
58,2,28,1,100
59,2,29,1,100
60,3,0,1,17
61,3,1,1,15
62,3,2,1,11
63,3,3,1,12
64,3,4,1,7
65,3,5,1,11
66,3,6,1,12
67,3,7,1,11
68,3,8,1,8
69,3,9,1,8
70,3,10,1,13
71,3,11,1,8
72,3,12,1,10
73,3,13,1,8
74,3,14,1,10
75,3,15,1,7
76,3,16,1,9
77,3,17,1,10
78,3,18,1,12
79,3,19,1,9
80,3,20,1,12
81,3,21,1,10
82,3,22,1,11
83,3,23,1,8
84,3,24,1,10
85,3,25,1,8
86,3,26,1,9
87,3,27,1,9
88,3,28,1,10
89,3,29,1,7
90,4,0,2,12
91,4,1,2,7
92,4,2,2,7
93,4,3,2,8
94,4,4,2,9
95,4,5,2,9
96,4,6,2,8
97,4,7,2,10
98,4,8,2,12
99,4,9,2,8
100,4,10,2,9
101,4,11,2,8
102,4,12,2,9
103,4,13,2,12
104,4,14,2,7
105,4,15,2,9
106,4,16,2,10
107,4,17,2,13
108,4,18,2,13
109,4,19,2,13
110,4,20,2,9
111,4,21,2,7
112,4,22,2,10
113,4,23,2,8
114,4,24,2,11
115,4,25,2,7
116,4,26,2,8
117,4,27,2,8
118,4,28,2,10
119,4,29,2,10
120,5,0,1,8
121,5,1,1,25
122,5,2,1,203
123,5,3,1,204
124,5,4,1,35
125,5,5,1,205
126,5,6,1,123
127,5,7,1,12
128,5,8,1,8
129,5,9,1,202
130,5,10,1,191
131,5,11,1,208
132,5,12,1,15
133,5,13,1,210
134,5,14,1,168
135,5,15,1,143
136,5,16,1,140
137,5,17,1,216
138,5,18,1,8
139,5,19,1,203
140,5,20,1,8
141,5,21,1,12
142,5,22,1,85
143,5,23,1,206
144,5,24,1,6
145,5,25,1,33
146,5,26,1,108
147,5,27,1,207
148,5,28,1,31
