,trial,run,judgment,num_cols
0,1,0,1,4
1,1,1,1,6
2,1,2,1,3
3,1,3,1,3
4,1,4,1,4
5,1,5,1,6
6,1,6,1,3
7,1,7,1,5
8,1,8,1,3
9,1,9,1,5
10,1,10,1,3
11,1,11,1,7
12,1,12,1,5
13,1,13,1,3
14,1,14,1,8
15,1,15,1,3
16,1,16,1,8
17,1,17,1,3
18,1,18,1,5
19,1,19,1,3
20,1,20,1,3
21,1,21,1,4
22,1,22,1,4
23,1,23,1,5
24,1,24,1,3
25,1,25,1,3
26,1,26,1,4
27,1,27,1,4
28,1,28,1,8
29,1,29,1,10
30,2,0,2,219
31,2,1,2,222
32,2,2,1,76
33,2,3,1,100
34,2,4,2,207
35,2,5,2,222
36,2,6,2,223
37,2,7,2,198
38,2,8,1,57
39,2,9,2,34
40,2,10,1,100
41,2,11,1,37
42,2,12,2,227
43,2,13,2,211
44,2,14,1,23
45,2,15,1,7
46,2,16,2,215
47,2,17,2,210
48,2,18,2,7
49,2,19,2,232
50,2,20,2,224
51,2,21,2,167
52,2,22,2,225
53,2,23,2,217
54,2,24,2,5
55,2,25,1,13
56,2,26,2,7
57,2,27,2,149
58,2,28,2,53
59,2,29,2,135
60,3,0,1,4
61,3,1,1,4
62,3,2,1,3
63,3,3,1,4
64,3,4,1,3
65,3,5,1,3
66,3,6,1,3
67,3,7,1,6
68,3,8,1,3
69,3,9,1,4
70,3,10,1,3
71,3,11,1,3
72,3,12,1,5
73,3,13,1,3
74,3,14,1,5
75,3,15,1,6
76,3,16,1,3
77,3,17,1,3
78,3,18,1,4
79,3,19,1,3
80,3,20,1,4
81,3,21,1,3
82,3,22,1,3
83,3,23,1,6
84,3,24,1,3
85,3,25,1,4
86,3,26,1,4
87,3,27,1,3
88,3,28,1,3
89,3,29,1,3
90,4,0,2,3
91,4,1,2,3
92,4,2,2,5
93,4,3,2,3
94,4,4,2,3
95,4,5,2,5
96,4,6,2,4
97,4,7,2,3
98,4,8,2,4
99,4,9,2,4
100,4,10,2,4
101,4,11,2,6
102,4,12,2,5
103,4,13,2,3
104,4,14,2,3
105,4,15,2,3
106,4,16,2,3
107,4,17,2,4
108,4,18,2,3
109,4,19,2,3
110,4,20,2,5
111,4,21,2,5
112,4,22,2,6
113,4,23,2,5
114,4,24,2,3
115,4,25,2,4
116,4,26,2,3
117,4,27,2,3
118,4,28,2,3
119,4,29,2,3
120,5,0,1,52
121,5,1,1,212
122,5,2,1,211
123,5,3,1,7
124,5,4,1,8
125,5,5,1,7
126,5,6,1,24
127,5,7,1,6
128,5,8,1,9
129,5,9,1,32
130,5,10,1,12
131,5,11,1,60
132,5,12,1,14
133,5,13,1,6
134,5,14,1,12
135,5,15,1,6
136,5,16,1,6
137,5,17,1,214
138,5,18,1,35
139,5,19,1,212
140,5,20,1,6
141,5,21,1,203
142,5,22,1,6
143,5,23,1,6
144,5,24,1,15
145,5,25,1,15
146,5,26,1,6
147,5,27,1,25
148,5,28,1,10
149,5,29,1,13
150,6,0,1,8
151,6,1,0,18
152,6,2,0,280
153,6,3,0,283
154,6,4,0,285
155,6,5,0,79
156,6,6,0,290
157,6,7,0,28
158,6,8,1,11
159,6,9,0,17
160,6,10,0,75
161,6,11,0,47
162,6,12,0,283
163,6,13,0,15
164,6,14,1,13
165,6,15,0,290
166,6,16,0,15
167,6,17,1,14
168,6,18,0,289
169,6,19,1,10
170,6,20,0,290
171,6,21,0,286
172,6,22,0,12
173,6,23,0,284
174,6,24,0,281
175,6,25,0,40
176,6,26,0,280
177,6,27,0,288
178,6,28,0,282
179,6,29,0,279
180,7,0,2,9
181,7,1,2,9
182,7,2,2,9
183,7,3,2,12
184,7,4,2,12
185,7,5,2,9
186,7,6,2,9
187,7,7,2,21
188,7,8,2,9
189,7,9,2,21
190,7,10,2,9
191,7,11,2,12
192,7,12,2,9
193,7,13,2,9
194,7,14,2,12
195,7,15,2,12
196,7,16,2,12
197,7,17,2,41
198,7,18,2,23
199,7,19,2,9
200,7,20,2,12
201,7,21,2,30
202,7,22,2,9
203,7,23,2,12
204,7,24,2,9
205,7,25,2,9
206,7,26,2,9
207,7,27,2,12
208,7,28,2,12
209,7,29,2,9
210,8,0,0,7
211,8,1,0,7
212,8,2,0,7
213,8,3,0,17
214,8,4,0,7
215,8,5,0,10
216,8,6,0,7
217,8,7,0,7
218,8,8,0,7
219,8,9,0,7
220,8,10,0,11
221,8,11,0,8
222,8,12,0,7
223,8,13,0,8
224,8,14,0,7
225,8,15,0,7
226,8,16,0,7
227,8,17,0,7
228,8,18,0,6
229,8,19,0,7
230,8,20,0,9
231,8,21,0,7
232,8,22,0,7
233,8,23,0,9
234,8,24,0,12
235,8,25,0,10
236,8,26,0,7
237,8,27,0,7
238,8,28,0,7
239,8,29,0,7
240,9,0,0,5
241,9,1,0,9
242,9,2,0,6
243,9,3,0,4
244,9,4,0,6
245,9,5,0,9
246,9,6,0,7
247,9,7,0,6
248,9,8,0,9
249,9,9,0,6
250,9,10,0,6
251,9,11,0,6
252,9,12,0,5
253,9,13,0,6
254,9,14,0,6
255,9,15,0,6
256,9,16,0,7
257,9,17,0,6
258,9,18,0,9
259,9,19,0,6
260,9,20,0,6
261,9,21,0,5
262,9,22,0,6
263,9,23,0,6
264,9,24,0,6
265,9,25,0,5
266,9,26,0,5
267,9,27,0,6
268,9,28,0,6
269,9,29,0,4
270,10,0,2,199
271,10,1,1,103
272,10,2,2,189
273,10,3,2,191
274,10,4,1,138
275,10,5,2,199
276,10,6,1,102
277,10,7,2,53
278,10,8,2,195
279,10,9,2,197
280,10,10,2,198
281,10,11,2,199
282,10,12,2,156
283,10,13,1,100
284,10,14,2,199
285,10,15,2,184
286,10,16,1,143
287,10,17,2,199
288,10,18,1,100
289,10,19,2,188
290,10,20,2,199
291,10,21,2,199
292,10,22,2,199
293,10,23,1,105
294,10,24,2,198
295,10,25,2,197
296,10,26,2,199
297,10,27,2,196
298,10,28,2,199
299,10,29,2,21
300,11,0,2,10
301,11,1,2,10
302,11,2,2,10
303,11,3,2,10
304,11,4,2,10
305,11,5,2,10
306,11,6,2,10
307,11,7,2,10
308,11,8,2,10
309,11,9,2,8
310,11,10,2,10
311,11,11,2,10
312,11,12,2,10
313,11,13,2,10
314,11,14,2,10
315,11,15,2,10
316,11,16,2,8
317,11,17,2,10
318,11,18,2,10
319,11,19,2,10
320,11,20,2,10
321,11,21,2,22
322,11,22,2,8
323,11,23,2,10
324,11,24,2,10
325,11,25,2,10
326,11,26,2,10
327,11,27,2,10
328,11,28,2,10
329,11,29,2,10
330,12,0,0,12
331,12,1,0,256
332,12,2,0,253
333,12,3,0,251
334,12,4,0,9
335,12,5,0,258
336,12,6,0,256
337,12,7,0,10
338,12,8,0,15
339,12,9,0,9
340,12,10,0,251
341,12,11,0,20
342,12,12,0,9
343,12,13,0,9
344,12,14,0,8
345,12,15,0,253
346,12,16,0,258
347,12,17,0,249
348,12,18,0,12
349,12,19,0,9
350,12,20,0,262
351,12,21,0,9
352,12,22,0,18
353,12,23,0,259
354,12,24,0,28
355,12,25,0,265
356,12,26,0,9
357,12,27,0,9
358,12,28,0,261
359,12,29,0,257
360,13,0,1,8
361,13,1,1,11
362,13,2,0,312
363,13,3,1,7
364,13,4,1,8
365,13,5,1,7
366,13,6,1,7
367,13,7,1,7
368,13,8,0,314
369,13,9,1,6
370,13,10,1,8
371,13,11,1,284
372,13,12,0,313
373,13,13,1,64
374,13,14,0,312
375,13,15,0,314
376,13,16,1,19
377,13,17,1,38
378,13,18,1,11
379,13,19,0,316
380,13,20,1,6
381,13,21,0,309
382,13,22,0,317
383,13,23,0,315
384,13,24,1,7
385,13,25,0,315
386,13,26,1,7
387,13,27,1,17
388,13,28,0,16
