,trial,run,judgment,num_sims,num_looks
0,1,0,1,10,18
1,1,1,1,4,4
2,1,2,1,11,19
3,1,3,1,10,15
4,1,4,1,10,14
5,1,5,1,10,17
6,1,6,1,10,16
7,1,7,1,10,19
8,1,8,1,10,16
9,1,9,1,10,17
10,1,10,1,10,18
11,1,11,1,10,16
12,1,12,1,6,9
13,1,13,1,10,18
14,1,14,1,10,11
15,1,15,1,11,14
16,1,16,1,10,15
17,1,17,1,10,17
18,1,18,1,10,15
19,1,19,1,6,7
20,1,20,1,10,13
21,1,21,1,11,16
22,1,22,1,8,8
23,1,23,1,10,16
24,1,24,1,10,13
25,1,25,1,10,19
26,1,26,1,10,16
27,1,27,1,10,14
28,1,28,1,10,18
29,1,29,1,10,11
30,2,0,2,10,20
31,2,1,2,10,21
32,2,2,2,10,18
33,2,3,2,10,19
34,2,4,2,10,13
35,2,5,2,12,19
36,2,6,2,10,14
37,2,7,2,11,16
38,2,8,2,10,17
39,2,9,2,13,20
40,2,10,2,12,21
41,2,11,2,12,23
42,2,12,2,15,26
43,2,13,2,9,16
44,2,14,2,10,17
45,2,15,2,11,18
46,2,16,2,10,12
47,2,17,2,10,17
48,2,18,2,10,15
49,2,19,2,14,17
50,2,20,2,10,14
51,2,21,2,9,17
52,2,22,2,7,11
53,2,23,2,10,16
54,2,24,2,13,18
55,2,25,2,11,14
56,2,26,2,14,21
57,2,27,2,9,14
58,2,28,2,7,8
59,2,29,2,10,21
60,3,0,1,12,23
61,3,1,1,11,16
62,3,2,1,10,20
63,3,3,1,11,17
64,3,4,1,11,15
65,3,5,1,11,17
66,3,6,1,10,17
67,3,7,1,12,19
68,3,8,1,4,5
69,3,9,1,11,16
70,3,10,1,12,19
71,3,11,1,4,6
72,3,12,1,11,15
73,3,13,1,11,20
74,3,14,1,11,16
75,3,15,1,13,26
76,3,16,1,4,5
77,3,17,1,11,15
78,3,18,1,10,15
79,3,19,1,11,18
80,3,20,1,10,16
81,3,21,1,10,16
82,3,22,1,11,17
83,3,23,1,10,10
84,3,24,1,12,19
85,3,25,1,14,24
86,3,26,1,11,15
87,3,27,1,12,14
88,3,28,1,10,12
89,3,29,1,14,25
90,4,0,2,5,11
91,4,1,2,4,8
92,4,2,2,4,8
93,4,3,2,4,8
94,4,4,2,4,4
95,4,5,2,4,8
96,4,6,2,4,6
97,4,7,2,4,8
98,4,8,2,4,7
99,4,9,2,5,9
100,4,10,2,4,8
101,4,11,2,4,6
102,4,12,2,5,9
103,4,13,2,4,8
104,4,14,2,4,5
105,4,15,2,5,11
106,4,16,2,4,6
107,4,17,2,4,6
108,4,18,2,4,8
109,4,19,2,8,12
110,4,20,2,4,5
111,4,21,2,4,4
112,4,22,2,4,4
113,4,23,2,4,7
114,4,24,2,8,11
115,4,25,2,5,10
116,4,26,2,4,8
117,4,27,2,4,7
118,4,28,2,4,6
119,4,29,2,4,10
120,5,0,1,12,20
121,5,1,1,14,22
122,5,2,1,9,21
123,5,3,1,10,18
124,5,4,1,8,13
125,5,5,1,10,21
126,5,6,1,13,23
127,5,7,1,8,18
128,5,8,1,10,12
129,5,9,1,14,30
130,5,10,1,11,17
131,5,11,1,10,19
132,5,12,1,12,23
133,5,13,1,11,23
134,5,14,1,8,11
135,5,15,1,14,22
136,5,16,1,9,22
137,5,17,1,10,16
138,5,18,1,11,19
139,5,19,1,11,20
140,5,20,1,14,27
141,5,21,1,10,15
142,5,22,1,7,13
143,5,23,1,11,18
144,5,24,1,11,14
145,5,25,1,10,15
146,5,26,1,12,23
147,5,27,1,13,19
148,5,28,1,7,13
149,5,29,1,15,25
150,6,0,0,11,23
151,6,1,1,10,18
152,6,2,0,11,25
153,6,3,0,14,24
154,6,4,0,13,32
