,trial,hole1,hole2,hole3,num_sims,num_looks
0,1,6.8843720857494675e-15,0.6002683468480327,0.3997316531519605,210,330
1,2,1.0232448485829704e-14,0.10274734970798528,0.8972526502920044,210,321
2,3,0.36985533867850534,0.6301446613214875,7.0590532093023665e-15,210,374
3,4,1.1144794667998277e-14,1.1144794667998277e-14,0.9999999999999777,210,383
4,5,2.984287444712597e-14,0.9999999999999403,2.984287444712597e-14,210,364
5,6,0.7575402001858119,0.24245979981416865,1.9349410795004393e-14,210,422
6,7,1.1587066138157468e-14,1.1587066138157468e-14,0.9999999999999768,210,394
7,8,0.9999999999999738,1.3094240374764607e-14,1.3094240374764607e-14,210,420
8,9,0.9999999999999764,1.1804212568990149e-14,1.1804212568990149e-14,210,330
9,10,0.00046301129201156075,0.15160618560692954,0.8479308031010588,210,349
10,11,1.1568501151478e-14,1.1568501151478e-14,0.9999999999999769,210,369
11,12,0.9999999999999762,1.190539745987209e-14,1.190539745987209e-14,210,393
12,13,0.5485948854301999,0.45140511456978705,1.2999650736923513e-14,210,432
13,14,1.1139128026971283e-14,1.1139128026971283e-14,0.9999999999999777,210,375
14,15,0.5145403894286213,0.48545961057137277,5.7730661600150606e-15,210,271
15,16,0.06617949942585706,0.9338205005741138,2.915391996265029e-14,210,386
16,17,0.9641885241452053,0.03581147585477056,2.4242088101405632e-14,210,319
17,18,4.089949155841841e-14,0.9999999999999182,4.089949155841841e-14,210,340
18,19,0.51748936403959,0.48251063596040417,5.806898627510947e-15,210,333
19,20,0.9999999999999777,1.1137068018058757e-14,1.1137068018058757e-14,210,326
20,21,1.1186247400782288e-14,0.9999999999999776,1.1186247400782288e-14,210,388
21,22,8.845130271416647e-15,0.793674611790782,0.20632538820920907,210,418
22,23,1.2838923498711333e-14,1.2838923498711333e-14,0.9999999999999744,210,435
23,24,1.1124758730202118e-14,0.005563695781654497,0.9944363042183344,210,483
24,25,5.8883537560118415e-15,0.5099915342176536,0.4900084657823405,210,438
25,26,9.703529396272835e-15,0.14622623559344036,0.85377376440655,210,396
26,27,1.10320256360238e-14,0.019031068370309056,0.9809689316296798,210,366
27,28,2.4807526088716002e-14,0.9993334074433314,0.0006665925566437748,210,324
28,29,0.9851022783686306,3.1320653642449497e-14,0.014897721631338061,210,283
29,30,0.013956478220694008,0.986043521779295,1.1079734007366172e-14,210,329
30,31,0.9164240206056892,0.08357597939428649,2.437658780717837e-14,210,393
31,32,6.1367613564059605e-15,0.5257591343631787,0.47424086563681533,210,321
32,33,1.115582458868538e-14,0.9999999999999777,1.115582458868538e-14,210,409
33,34,0.9999999999999758,1.2112387730040102e-14,1.2112387730040102e-14,210,330
34,35,0.2916355288552943,0.7083644711443635,3.421581553803189e-13,210,467
35,36,1.1775546769681272e-14,0.00015340428821779313,0.9998465957117705,210,334
36,37,0.5261449260431558,0.4738550739568382,6.211936073898487e-15,210,447
37,38,1.2582141620472843e-14,1.2582141620472843e-14,0.9999999999999748,210,368
38,39,0.4919303894811918,0.5080696105188007,7.461363031458059e-15,210,386
39,40,0.9999999999999741,1.2947319029306728e-14,1.2947319029306728e-14,210,369
40,41,1.2828672857943477e-14,1.2828672857943477e-14,0.9999999999999744,210,322
41,42,6.806084393682525e-15,0.44319097259835666,0.5568090274016364,210,363
42,43,0.9902632355027963,1.5257649522622536e-14,0.00973676449718847,210,431
43,44,1.3281942498286362e-14,1.3281942498286362e-14,0.9999999999999735,210,431
44,45,0.9999999999999761,1.1941273973057382e-14,1.1941273973057382e-14,210,314
45,46,7.80270373246083e-15,0.42117705724321847,0.5788229427567737,210,368
46,47,2.2105317196553205e-14,0.08113515465098205,0.9188648453489959,210,326
47,48,0.46220538451023135,0.0035211478416775767,0.5342734676480911,210,384
48,49,1.4651513585830517e-14,1.4651513585830517e-14,0.9999999999999707,210,374
49,50,1.1058072083281746e-14,0.985387754824884,0.01461224517510493,210,426
50,51,0.9993277860783268,0.0006722139216453076,2.782125903917353e-14,210,319
51,52,1.2364165900110666e-14,1.2364165900110666e-14,0.9999999999999752,210,382
52,53,0.45520689957274224,0.1325284404976767,0.41226465992958106,210,437
53,54,5.942938292527945e-15,0.469235873527939,0.530764126472055,210,434
54,55,9.221761452979705e-15,0.3156623922791183,0.6843376077208725,210,384
55,56,2.710170577743964e-13,0.999999999999458,2.710170577743964e-13,210,377
56,57,8.902949999400023e-15,0.20160097415885767,0.7983990258411335,210,324
57,58,0.3834797526454277,0.37944007541542546,0.2370801719391469,210,331
58,59,0.6027142198298321,0.00451698333056644,0.3927687968396014,210,506
59,60,1.2592755548978926e-14,1.2592755548978926e-14,0.9999999999999748,210,443
60,61,1.5204494315514978e-14,1.5204494315514978e-14,0.9999999999999696,210,324
61,62,0.49814882626460555,8.014058570228511e-15,0.5018511737353865,210,501
62,63,0.12436236935730048,0.8756376306426852,1.4308170594394177e-14,210,356
63,64,1.785047818888794e-14,0.9927722187800778,0.007227781219904279,210,441
64,65,0.9999999999999737,1.3145442686817544e-14,1.3145442686817544e-14,210,322
65,66,2.9204069734496326e-14,0.9999999999999416,2.9204069734496326e-14,210,419
66,67,0.674187646893235,0.32581235310675755,7.527264173155959e-15,210,381
67,68,7.658779239675674e-15,0.5559569519922708,0.4440430480077215,210,357
68,69,0.4696424114239168,0.5303575885760774,5.911985953376221e-15,210,332
69,70,0.9999999999999765,1.1756373841998164e-14,1.1756373841998164e-14,210,431
70,71,1.2054769649411302e-14,0.9999999999999759,1.2054769649411302e-14,210,399
71,72,0.9999999999999777,1.1133666715891137e-14,1.1133666715891137e-14,210,378
72,73,6.456662112542247e-15,0.424209310083022,0.5757906899169716,210,356
73,74,1.8301682837843527e-14,1.8301682837843527e-14,0.9999999999999634,210,315
74,75,0.5289051493270732,0.4710948506729183,8.509423036916423e-15,210,427
75,76,0.9999999999999694,1.5293764474015746e-14,1.5293764474015746e-14,210,324
76,77,6.411609125420702e-15,0.4766080626638962,0.5233919373360975,210,388
77,78,0.5610507209319262,0.4389492790680668,6.935150248644048e-15,210,308
78,79,1.0376398197824043e-14,0.07793200442768,0.9220679955723097,210,322
79,80,0.3784117487160918,0.6215882512839004,7.696935477890333e-15,210,324
80,81,2.7495814323134554e-14,2.7495814323134554e-14,0.999999999999945,210,303
81,82,9.45799217016035e-15,0.8361355156394106,0.16386448436058,210,425
82,84,0.9999999999999658,1.7082983203005324e-14,1.7082983203005324e-14,210,387
83,85,0.5890150781431576,0.41098492185683594,6.5831726858563025e-15,210,391
84,86,1.3735820394466767e-14,1.3735820394466767e-14,0.9999999999999726,210,327
85,90,1.123593616979085e-14,1.123593616979085e-14,0.9999999999999776,210,363
86,91,1.1515085284102795e-14,0.9760384884411925,0.02396151155879611,210,431
87,93,1.1173453084854948e-14,0.9999999999999777,1.1173453084854948e-14,210,388
88,94,0.5372423116567072,0.46275768834328684,6.006233891751406e-15,210,371
89,97,0.9659882864627104,0.029313666413540187,0.004698047123749382,210,327
90,98,1.1677199556653368e-14,1.1677199556653368e-14,0.9999999999999767,210,450
91,99,1.490437683086188e-14,1.490437683086188e-14,0.9999999999999702,210,318
92,100,1.2054962011125152e-14,1.2054962011125152e-14,0.9999999999999759,210,327
93,102,0.9999999999999629,1.854564620264027e-14,1.854564620264027e-14,210,313
94,103,0.9999999999999766,1.1700355196412175e-14,1.1700355196412175e-14,210,394
95,106,5.846915173806947e-15,0.5226822949552731,0.4773177050447211,210,418
