,trial,run,judgment,num_sims,num_looks
0,1,0,1,9,9
1,1,1,1,10,9
2,1,2,1,10,11
3,1,3,1,11,11
4,1,4,1,10,10
5,1,5,1,10,13
6,1,6,1,10,9
7,1,7,1,8,8
8,1,8,1,8,8
9,1,9,1,9,11
10,1,10,1,8,8
11,1,11,1,8,11
12,1,12,1,10,10
13,1,13,1,9,8
14,1,14,1,8,9
15,1,15,1,9,12
16,1,16,1,12,11
17,1,17,1,9,5
18,1,18,1,8,7
19,1,19,1,9,10
20,1,20,1,9,8
21,1,21,1,10,14
22,1,22,1,13,15
23,1,23,1,11,10
24,1,24,1,10,8
25,1,25,1,9,10
26,1,26,1,8,10
27,1,27,1,9,9
28,1,28,1,9,8
29,1,29,1,9,8
30,2,0,1,51,49
31,2,1,2,36,64
32,2,2,1,48,53
33,2,3,1,51,49
34,2,4,1,49,52
35,2,5,2,36,66
36,2,6,1,49,51
37,2,7,1,52,49
38,2,8,1,50,50
39,2,9,1,50,51
40,2,10,1,52,49
41,2,11,1,51,49
42,2,12,1,10,11
43,2,13,1,17,17
44,2,14,2,37,63
45,2,15,1,56,45
46,2,16,1,8,8
47,2,17,1,48,53
48,2,18,1,53,47
49,2,19,1,52,48
50,2,20,1,50,50
51,2,21,1,50,52
52,2,22,1,51,49
53,2,23,1,51,50
54,2,24,1,54,46
55,2,25,1,45,55
56,2,26,2,35,65
57,2,27,1,48,52
58,2,28,2,33,67
59,2,29,1,50,50
60,3,0,1,9,9
61,3,1,1,8,11
62,3,2,1,8,5
63,3,3,1,10,9
64,3,4,1,8,6
65,3,5,1,8,6
66,3,6,1,10,10
67,3,7,1,9,9
68,3,8,1,8,9
69,3,9,1,9,7
70,3,10,1,9,7
71,3,11,1,9,7
72,3,12,1,10,11
73,3,13,1,9,10
74,3,14,1,9,8
75,3,15,1,8,7
76,3,16,1,8,9
77,3,17,1,9,10
78,3,18,1,8,6
79,3,19,1,9,12
80,3,20,1,10,11
81,3,21,1,8,9
82,3,22,1,8,7
83,3,23,1,9,9
84,3,24,1,8,11
85,3,25,1,9,10
86,3,26,1,8,8
87,3,27,1,8,8
88,3,28,1,9,9
89,3,29,1,8,8
90,4,0,2,8,8
91,4,1,2,9,8
92,4,2,2,10,10
93,4,3,2,12,16
94,4,4,2,8,7
95,4,5,2,9,10
96,4,6,2,10,8
97,4,7,2,11,7
98,4,8,2,8,8
99,4,9,2,8,5
100,4,10,2,9,5
101,4,11,2,9,10
102,4,12,2,9,12
103,4,13,2,10,11
104,4,14,2,9,10
105,4,15,2,8,8
106,4,16,2,9,8
107,4,17,2,9,8
108,4,18,2,9,8
109,4,19,2,9,11
110,4,20,2,10,11
111,4,21,2,8,9
112,4,22,2,9,8
113,4,23,2,8,8
114,4,24,2,9,6
115,4,25,2,10,7
116,4,26,2,11,9
117,4,27,2,9,9
118,4,28,2,8,8
119,4,29,2,8,11
120,5,0,1,11,19
121,5,1,1,18,37
122,5,2,1,19,29
123,5,3,1,14,33
124,5,4,1,11,18
125,5,5,1,5,9
126,5,6,1,37,63
127,5,7,1,18,35
