,trial,run,judgment,num_sims,num_looks
0,1,0,1,5,3
1,1,1,1,4,4
2,1,2,1,4,5
3,1,3,1,4,4
4,1,4,1,6,4
5,1,5,1,5,5
6,1,6,1,5,4
7,1,7,1,5,6
8,1,8,1,4,5
9,1,9,1,4,6
10,1,10,1,5,6
11,1,11,1,4,3
12,1,12,1,5,6
13,1,13,1,4,5
14,1,14,1,4,4
15,1,15,1,5,4
16,1,16,1,5,6
17,1,17,1,5,3
18,1,18,1,4,3
19,1,19,1,4,2
20,1,20,1,5,4
21,1,21,1,4,4
22,1,22,1,5,4
23,1,23,1,4,5
24,1,24,1,5,3
25,1,25,1,5,4
26,1,26,1,5,5
27,1,27,1,5,3
28,1,28,1,4,4
29,1,29,1,4,6
30,2,0,1,50,50
31,2,1,1,47,53
32,2,2,1,51,50
33,2,3,1,51,50
34,2,4,2,12,16
35,2,5,2,41,62
36,2,6,2,39,62
37,2,7,2,41,60
38,2,8,2,37,64
39,2,9,2,35,65
40,2,10,1,50,50
41,2,11,1,52,48
42,2,12,2,45,57
43,2,13,2,35,66
44,2,14,2,33,67
45,2,15,2,45,56
46,2,16,2,38,62
47,2,17,1,46,54
48,2,18,2,38,63
49,2,19,2,43,58
50,2,20,2,39,63
51,2,21,2,36,66
52,2,22,1,51,50
53,2,23,2,42,58
54,2,24,1,51,51
55,2,25,2,47,54
56,2,26,2,43,59
57,2,27,2,44,59
58,2,28,2,34,66
59,2,29,1,49,51
60,3,0,1,5,3
61,3,1,1,4,4
62,3,2,1,4,5
63,3,3,1,4,4
64,3,4,1,5,3
65,3,5,1,5,5
66,3,6,1,5,4
67,3,7,1,5,6
68,3,8,1,4,5
69,3,9,1,4,6
70,3,10,1,6,7
71,3,11,1,4,3
72,3,12,1,5,6
73,3,13,1,4,5
74,3,14,1,5,6
75,3,15,1,5,4
76,3,16,1,5,6
77,3,17,1,5,3
78,3,18,1,4,3
79,3,19,1,5,3
80,3,20,1,4,3
81,3,21,1,4,4
82,3,22,1,5,4
83,3,23,1,5,6
84,3,24,1,5,3
85,3,25,1,5,4
86,3,26,1,5,5
87,3,27,1,5,3
88,3,28,1,4,4
89,3,29,1,5,6
90,4,0,2,5,3
91,4,1,2,5,6
92,4,2,2,4,5
93,4,3,2,4,4
94,4,4,2,5,3
95,4,5,2,5,5
96,4,6,2,5,4
97,4,7,2,5,6
98,4,8,2,4,5
99,4,9,2,4,6
100,4,10,2,6,7
101,4,11,2,4,3
102,4,12,2,5,6
103,4,13,2,4,5
104,4,14,2,4,4
105,4,15,2,5,4
106,4,16,2,5,6
107,4,17,2,5,3
108,4,18,2,4,3
109,4,19,2,5,3
110,4,20,2,4,3
111,4,21,2,4,4
112,4,22,2,5,4
113,4,23,2,5,6
114,4,24,2,5,3
115,4,25,2,5,4
116,4,26,2,6,6
117,4,27,2,5,3
118,4,28,2,4,4
119,4,29,2,4,6
120,5,0,1,36,64
121,5,1,1,18,37
122,5,2,1,16,34
123,5,3,1,26,47
124,5,4,1,14,28
125,5,5,1,17,29
126,5,6,1,24,42
127,5,7,1,36,64
128,5,8,1,36,65
129,5,9,1,35,66
130,5,10,1,15,23
131,5,11,1,19,31
132,5,12,1,36,66
133,5,13,1,17,30
134,5,14,1,32,66
135,5,15,1,31,53
136,5,16,1,13,20
137,5,17,1,15,26
138,5,18,1,35,65
139,5,19,1,32,53
140,5,20,1,14,24
141,5,21,1,13,26
142,5,22,1,11,20
143,5,23,1,30,47
144,5,24,1,15,25
145,5,25,1,38,64
146,5,26,1,16,27
147,5,27,1,16,26
148,5,28,1,9,16
149,5,29,1,16,27
150,6,0,0,28,75
151,6,1,0,28,74
152,6,2,0,30,73
153,6,3,0,28,72
154,6,4,0,28,74
155,6,5,0,27,73
156,6,6,0,24,63
157,6,7,0,32,70
158,6,8,0,26,74
159,6,9,0,26,74
160,6,10,0,27,76
161,6,11,0,31,72
162,6,12,0,7,15
163,6,13,0,28,74
164,6,14,0,28,72
165,6,15,0,28,72
166,6,16,0,26,74
167,6,17,0,28,75
168,6,18,0,28,73
169,6,19,0,28,67
170,6,20,0,27,74
171,6,21,0,27,75
172,6,22,0,27,74
173,6,23,0,29,72
174,6,24,0,20,49
175,6,25,0,28,73
176,6,26,0,26,58
177,6,27,0,27,76
178,6,28,0,28,72
179,6,29,0,27,76
180,7,0,2,5,15
181,7,1,2,5,14
182,7,2,2,6,12
183,7,3,2,7,17
184,7,4,2,5,16
185,7,5,2,5,14
186,7,6,2,5,12
187,7,7,2,5,14
188,7,8,2,5,11
189,7,9,2,5,11
190,7,10,2,5,14
191,7,11,2,5,13
192,7,12,2,5,12
193,7,13,2,5,16
194,7,14,2,5,8
195,7,15,2,5,14
196,7,16,2,5,16
197,7,17,2,6,13
198,7,18,2,5,11
199,7,19,2,5,14
200,7,20,2,4,10
201,7,21,2,5,12
202,7,22,2,5,12
203,7,23,2,6,16
204,7,24,2,5,12
205,7,25,2,5,12
206,7,26,2,5,14
207,7,27,2,5,12
208,7,28,2,5,11
209,7,29,2,5,11
210,8,0,0,5,11
211,8,1,0,5,8
212,8,2,0,6,11
213,8,3,0,6,13
214,8,4,0,6,13
215,8,5,0,8,13
216,8,6,0,8,12
217,8,7,0,6,14
218,8,8,0,5,11
219,8,9,0,6,11
220,8,10,0,5,9
221,8,11,0,5,11
222,8,12,0,5,7
223,8,13,0,5,10
224,8,14,0,5,9
225,8,15,0,7,12
226,8,16,0,5,13
227,8,17,0,6,14
228,8,18,0,5,12
229,8,19,0,5,10
230,8,20,0,6,13
231,8,21,0,6,11
232,8,22,0,5,7
233,8,23,0,5,10
234,8,24,0,5,11
235,8,25,0,7,13
236,8,26,0,5,8
237,8,27,0,5,12
