,trial,run,judgment,num_cols
0,1,0,1,100
1,1,1,1,100
2,1,2,1,100
3,1,3,1,100
4,1,4,1,100
5,1,5,1,100
6,1,6,1,100
7,1,7,1,100
8,1,8,1,100
9,1,9,1,100
10,1,10,1,100
11,1,11,1,100
12,1,12,1,100
13,1,13,1,100
14,1,14,1,100
15,1,15,1,100
16,1,16,1,100
17,1,17,1,100
18,1,18,1,100
19,1,19,1,100
20,1,20,1,100
21,1,21,1,100
22,1,22,1,100
23,1,23,1,100
24,1,24,1,100
25,1,25,1,100
26,1,26,1,100
27,1,27,1,100
28,1,28,1,100
29,1,29,1,100
30,2,0,2,221
31,2,1,1,100
32,2,2,1,100
33,2,3,1,100
34,2,4,1,100
35,2,5,1,100
36,2,6,1,100
37,2,7,1,10
38,2,8,1,100
39,2,9,1,100
40,2,10,1,100
41,2,11,1,100
42,2,12,1,100
43,2,13,1,100
44,2,14,1,100
45,2,15,1,100
46,2,16,1,100
47,2,17,1,100
48,2,18,1,100
49,2,19,1,100
50,2,20,1,100
51,2,21,1,100
52,2,22,1,100
53,2,23,1,100
54,2,24,1,100
55,2,25,1,100
56,2,26,1,100
57,2,27,1,100
58,2,28,1,100
59,2,29,1,100
60,3,0,1,100
61,3,1,1,100
62,3,2,1,100
63,3,3,1,100
64,3,4,1,100
65,3,5,1,100
66,3,6,1,100
67,3,7,1,100
68,3,8,1,100
69,3,9,1,100
70,3,10,1,100
71,3,11,1,100
72,3,12,1,100
73,3,13,1,100
74,3,14,1,100
75,3,15,1,100
76,3,16,1,100
77,3,17,1,100
78,3,18,1,100
79,3,19,1,100
80,3,20,1,100
81,3,21,1,100
82,3,22,1,100
83,3,23,1,100
84,3,24,1,100
85,3,25,1,100
86,3,26,1,100
87,3,27,1,100
88,3,28,1,100
89,3,29,1,100
90,4,0,2,100
91,4,1,2,100
92,4,2,2,100
93,4,3,2,100
94,4,4,2,100
95,4,5,2,100
96,4,6,2,100
97,4,7,2,100
98,4,8,2,100
99,4,9,2,100
100,4,10,2,100
101,4,11,2,100
102,4,12,2,100
103,4,13,2,100
104,4,14,2,100
105,4,15,2,100
106,4,16,2,100
107,4,17,2,100
108,4,18,2,100
109,4,19,2,100
110,4,20,2,100
111,4,21,2,100
112,4,22,2,100
113,4,23,2,100
114,4,24,2,100
115,4,25,2,100
116,4,26,2,100
117,4,27,2,100
118,4,28,2,100
119,4,29,2,100
120,5,0,1,15
121,5,1,1,208
122,5,2,1,6
123,5,3,1,10
124,5,4,1,6
125,5,5,2,37
126,5,6,1,33
127,5,7,1,209
128,5,8,1,13
129,5,9,1,6
130,5,10,1,210
131,5,11,1,216
132,5,12,1,219
133,5,13,1,6
134,5,14,1,72
135,5,15,1,206
136,5,16,1,11
137,5,17,1,13
138,5,18,1,207
139,5,19,1,8
140,5,20,1,21
141,5,21,1,8
142,5,22,1,8
143,5,23,1,207
144,5,24,1,9
145,5,25,1,6
146,5,26,1,19
147,5,27,1,12
148,5,28,1,15
149,5,29,1,7
150,6,0,0,289
151,6,1,0,288
152,6,2,0,283
153,6,3,0,281
154,6,4,0,286
155,6,5,0,280
156,6,6,0,286
157,6,7,0,283
158,6,8,0,284
159,6,9,0,289
160,6,10,0,283
161,6,11,0,284
162,6,12,0,279
163,6,13,0,284
164,6,14,0,288
165,6,15,0,281
166,6,16,0,289
167,6,17,0,284
168,6,18,0,280
169,6,19,0,288
170,6,20,0,285
171,6,21,0,293
172,6,22,0,287
173,6,23,0,290
174,6,24,0,285
175,6,25,0,283
176,6,26,0,283
177,6,27,0,284
178,6,28,1,200
179,6,29,0,292
180,7,0,2,297
181,7,1,2,297
182,7,2,2,299
183,7,3,2,298
184,7,4,2,10
185,7,5,2,297
186,7,6,2,299
187,7,7,2,298
188,7,8,2,296
189,7,9,2,300
190,7,10,2,297
191,7,11,2,298
192,7,12,2,300
