,num_samples,bws,trial,distance
0,120,4.0,1,75.63105010986328
1,120,4.0,2,84.6666259765625
2,120,4.0,3,78.80988311767578
3,120,4.0,4,93.59529876708984
4,120,4.0,5,73.7366714477539
5,120,4.0,6,67.29581451416016
6,120,4.0,7,70.02169036865234
7,120,4.0,8,56.92938995361328
8,120,4.0,9,87.00611114501953
9,120,4.0,10,64.3794937133789
10,120,4.0,11,85.96548461914062
11,120,4.0,12,119.33065795898438
12,120,4.0,13,53.23874282836914
13,120,4.0,14,83.8659896850586
14,120,4.0,15,87.50779724121094
15,120,4.0,16,93.11727905273438
16,120,4.0,17,61.64461898803711
17,120,4.0,18,85.01419067382812
18,120,4.0,19,81.00688934326172
19,120,4.0,20,90.59576416015625
20,120,4.0,21,60.93659210205078
21,120,4.0,22,53.82478332519531
22,120,4.0,23,95.94453430175781
23,120,4.0,24,89.603271484375
24,120,4.0,25,58.3858528137207
25,120,4.0,26,82.62373352050781
26,120,4.0,27,73.11324310302734
27,120,4.0,28,88.25296020507812
28,120,4.0,29,63.61060333251953
29,120,4.0,30,79.80204772949219
30,120,4.0,31,68.7569580078125
31,120,4.0,32,68.79779052734375
32,120,4.0,33,75.9608154296875
33,120,4.0,34,65.49031829833984
34,120,4.0,35,76.9727783203125
35,120,4.0,36,64.41577911376953
36,120,4.0,37,50.68865203857422
37,120,4.0,38,71.02945709228516
38,120,4.0,39,77.55978393554688
39,120,4.0,40,87.39497375488281
40,120,4.0,41,93.18985748291016
41,120,4.0,42,93.80506134033203
42,120,4.0,43,53.189186096191406
43,120,4.0,44,92.33507537841797
44,120,4.0,45,87.29228210449219
45,120,4.0,46,80.95198822021484
46,120,4.0,47,71.5101547241211
47,120,4.0,48,52.45685577392578
48,120,4.0,49,93.43417358398438
49,120,4.0,50,77.3152084350586
50,120,4.0,51,61.739295959472656
51,120,4.0,52,72.18104553222656
52,120,4.0,53,46.697105407714844
53,120,4.0,54,63.891014099121094
54,120,4.0,55,59.35449981689453
55,120,4.0,56,77.31226348876953
56,120,4.0,57,93.84707641601562
57,120,4.0,58,63.41255569458008
58,120,4.0,59,34.256107330322266
59,120,4.0,60,98.05699157714844
60,120,4.0,61,83.79092407226562
61,120,4.0,62,49.9476318359375
62,120,4.0,63,90.42827606201172
63,120,4.0,64,76.43074035644531
64,120,4.0,65,75.16590118408203
65,120,4.0,66,62.62596130371094
66,120,4.0,67,122.30960845947266
67,120,4.0,68,53.25027084350586
68,120,4.0,69,74.56769561767578
69,120,4.0,70,86.8411865234375
70,120,4.0,71,50.09756851196289
71,120,4.0,72,105.85883331298828
72,120,4.0,73,66.79259490966797
73,120,4.0,74,69.47122192382812
74,120,4.0,75,58.0610237121582
75,120,4.0,76,68.78306579589844
76,120,4.0,77,84.5374984741211
77,120,4.0,78,79.68441772460938
78,120,4.0,79,79.08851623535156
79,120,4.0,80,64.4349365234375
80,120,4.0,81,89.9986572265625
81,120,4.0,82,51.58103561401367
82,120,4.0,84,66.51322937011719
83,120,4.0,85,55.58536148071289
84,120,4.0,86,91.35009765625
85,120,4.0,90,89.43397521972656
86,120,4.0,91,60.50370788574219
87,120,4.0,93,69.02959442138672
88,120,4.0,94,75.98271942138672
89,120,4.0,97,72.85846710205078
90,120,4.0,98,77.35565185546875
91,120,4.0,99,87.29635620117188
92,120,4.0,100,81.32129669189453
93,120,4.0,102,72.86865234375
94,120,4.0,103,65.02692413330078
95,120,4.0,106,79.9585189819336
96,120,4.0,107,44.403717041015625
97,120,4.0,109,73.94039154052734
98,120,4.0,111,94.54217529296875
99,120,4.0,112,84.345703125
100,120,4.0,113,63.97645568847656
101,120,4.0,114,106.74388122558594
102,120,4.0,115,84.93067932128906
103,120,4.0,118,108.6478500366211
104,120,4.0,121,74.80947875976562
105,120,4.0,122,105.8919677734375
106,120,4.0,123,63.410343170166016
107,120,4.0,126,82.6374282836914
108,120,4.0,127,85.67668151855469
109,120,4.0,129,54.09482955932617
110,120,4.0,132,78.79878997802734
111,120,4.0,133,80.52546691894531
112,120,4.0,139,86.95564270019531
113,120,4.0,140,76.81813049316406
114,120,4.0,142,53.57854080200195
115,120,4.0,143,70.5565414428711
116,120,4.0,144,89.9704360961914
117,120,4.0,145,60.335655212402344
118,120,4.0,148,95.77677154541016
119,120,4.0,149,82.09895324707031
120,120,4.0,154,78.41999816894531
121,120,4.0,156,70.24365997314453
122,120,4.0,158,95.3060302734375
123,120,4.0,163,69.8832015991211
124,120,4.0,166,49.4379768371582
125,120,4.0,170,68.44911193847656
126,120,4.0,173,105.14099884033203
127,120,4.0,179,75.86346435546875
128,120,4.0,183,89.09719848632812
129,120,4.0,186,81.572265625
130,120,4.0,190,117.22377014160156
131,120,4.0,192,68.55876922607422
132,120,4.0,196,85.5655517578125
133,120,4.0,207,70.67811584472656
134,120,4.0,210,98.42755126953125
135,120,4.0,214,79.13318634033203
136,120,4.0,215,72.61939239501953
137,120,4.0,223,98.37808990478516
138,120,4.0,254,93.7550277709961
139,120,4.0,283,46.532684326171875
140,120,4.0,289,85.66907501220703
141,120,4.0,297,77.60360717773438
142,120,4.0,302,82.45345306396484
143,120,4.0,306,100.89388275146484
144,120,4.0,307,91.50528717041016
145,120,4.0,316,104.86974334716797
146,120,4.0,319,98.3863754272461
147,120,4.0,326,97.78822326660156
148,120,4.0,332,106.20648956298828
149,120,4.0,380,100.3883285522461
