,threshold,tradeoff,bws,sample_weight,trial,distance
0,0.95,0.03,40.0,400,1,70.65921020507812
1,0.95,0.03,40.0,400,2,49.58562088012695
2,0.95,0.03,40.0,400,3,32.59146499633789
3,0.95,0.03,40.0,400,4,41.94658279418945
4,0.95,0.03,40.0,400,5,70.74069213867188
5,0.95,0.03,40.0,400,6,49.40644454956055
6,0.95,0.03,40.0,400,7,59.482688903808594
7,0.95,0.03,40.0,400,8,50.777156829833984
8,0.95,0.03,40.0,400,9,25.241819381713867
9,0.95,0.03,40.0,400,10,80.07112121582031
10,0.95,0.03,40.0,400,11,56.52170181274414
11,0.95,0.03,40.0,400,12,67.96411895751953
12,0.95,0.03,40.0,400,13,39.142112731933594
13,0.95,0.03,40.0,400,14,41.2063102722168
14,0.95,0.03,40.0,400,15,60.02326202392578
15,0.95,0.03,40.0,400,16,70.99512481689453
16,0.95,0.03,40.0,400,17,60.79133987426758
17,0.95,0.03,40.0,400,18,81.51065063476562
18,0.95,0.03,40.0,400,19,28.98495864868164
19,0.95,0.03,40.0,400,20,37.40975570678711
20,0.95,0.03,40.0,400,21,48.69911193847656
21,0.95,0.03,40.0,400,22,48.04591751098633
22,0.95,0.03,40.0,400,23,77.98825073242188
23,0.95,0.03,40.0,400,24,54.98249053955078
24,0.95,0.03,40.0,400,25,55.625484466552734
25,0.95,0.03,40.0,400,26,61.747615814208984
26,0.95,0.03,40.0,400,27,33.91147232055664
27,0.95,0.03,40.0,400,28,92.9010238647461
28,0.95,0.03,40.0,400,29,64.23192596435547
29,0.95,0.03,40.0,400,30,40.26645278930664
30,0.95,0.03,40.0,400,31,72.63802337646484
31,0.95,0.03,40.0,400,32,34.958980560302734
32,0.95,0.03,40.0,400,33,65.70050048828125
33,0.95,0.03,40.0,400,34,32.20082092285156
34,0.95,0.03,40.0,400,35,94.01183319091797
35,0.95,0.03,40.0,400,36,43.61362075805664
36,0.95,0.03,40.0,400,37,43.39848327636719
37,0.95,0.03,40.0,400,38,56.96757888793945
38,0.95,0.03,40.0,400,39,72.6388931274414
39,0.95,0.03,40.0,400,40,49.06803894042969
40,0.95,0.03,40.0,400,41,55.65860366821289
41,0.95,0.03,40.0,400,42,61.27716064453125
42,0.95,0.03,40.0,400,43,54.06000518798828
43,0.95,0.03,40.0,400,44,67.80427551269531
44,0.95,0.03,40.0,400,45,44.256019592285156
45,0.95,0.03,40.0,400,46,60.807464599609375
46,0.95,0.03,40.0,400,47,58.673439025878906
47,0.95,0.03,40.0,400,48,59.25741195678711
48,0.95,0.03,40.0,400,49,54.29411315917969
49,0.95,0.03,40.0,400,50,69.7457504272461
50,0.95,0.03,40.0,400,51,53.568851470947266
51,0.95,0.03,40.0,400,52,52.221763610839844
52,0.95,0.03,40.0,400,53,56.5396842956543
53,0.95,0.03,40.0,400,54,40.6064453125
54,0.95,0.03,40.0,400,55,51.72222137451172
55,0.95,0.03,40.0,400,56,68.39181518554688
56,0.95,0.03,40.0,400,57,62.412513732910156
57,0.95,0.03,40.0,400,58,55.09086990356445
58,0.95,0.03,40.0,400,59,33.33470916748047
59,0.95,0.03,40.0,400,60,37.88313674926758
