,threshold,tradeoff,bws,sample_weight,trial,distance
0,0.75,0.001,10.0,700,1,55.391448974609375
1,0.75,0.001,10.0,700,2,70.97573852539062
2,0.75,0.001,10.0,700,3,32.007484436035156
3,0.75,0.001,10.0,700,4,40.610416412353516
4,0.75,0.001,10.0,700,5,57.671260833740234
5,0.75,0.001,10.0,700,6,46.47261047363281
6,0.75,0.001,10.0,700,7,62.45423126220703
7,0.75,0.001,10.0,700,8,89.65404510498047
8,0.75,0.001,10.0,700,9,27.16747283935547
9,0.75,0.001,10.0,700,10,96.53181457519531
10,0.75,0.001,10.0,700,11,77.40484619140625
11,0.75,0.001,10.0,700,12,69.9624252319336
12,0.75,0.001,10.0,700,13,38.692100524902344
13,0.75,0.001,10.0,700,14,77.4555435180664
14,0.75,0.001,10.0,700,15,67.78736877441406
15,0.75,0.001,10.0,700,16,71.66452026367188
16,0.75,0.001,10.0,700,17,113.76966857910156
17,0.75,0.001,10.0,700,18,80.1898422241211
18,0.75,0.001,10.0,700,19,41.23379898071289
19,0.75,0.001,10.0,700,20,45.52565383911133
20,0.75,0.001,10.0,700,21,74.83406066894531
21,0.75,0.001,10.0,700,22,51.06967544555664
22,0.75,0.001,10.0,700,23,69.57317352294922
23,0.75,0.001,10.0,700,24,53.579891204833984
24,0.75,0.001,10.0,700,25,67.70677947998047
25,0.75,0.001,10.0,700,26,71.41301727294922
26,0.75,0.001,10.0,700,27,47.0970458984375
27,0.75,0.001,10.0,700,28,66.26223754882812
28,0.75,0.001,10.0,700,29,80.63018798828125
29,0.75,0.001,10.0,700,30,41.25080490112305
30,0.75,0.001,10.0,700,31,114.70126342773438
31,0.75,0.001,10.0,700,32,53.57177734375
32,0.75,0.001,10.0,700,33,83.11495208740234
33,0.75,0.001,10.0,700,34,30.037900924682617
34,0.75,0.001,10.0,700,35,92.23257446289062
35,0.75,0.001,10.0,700,36,63.47484588623047
36,0.75,0.001,10.0,700,37,42.44108963012695
37,0.75,0.001,10.0,700,38,64.18968200683594
38,0.75,0.001,10.0,700,39,68.37012481689453
39,0.75,0.001,10.0,700,40,42.977718353271484
40,0.75,0.001,10.0,700,41,74.47406005859375
41,0.75,0.001,10.0,700,42,91.73499298095703
42,0.75,0.001,10.0,700,43,81.64226531982422
43,0.75,0.001,10.0,700,44,74.94073486328125
44,0.75,0.001,10.0,700,45,44.854740142822266
45,0.75,0.001,10.0,700,46,41.01022720336914
46,0.75,0.001,10.0,700,47,66.0811996459961
47,0.75,0.001,10.0,700,48,68.12994384765625
48,0.75,0.001,10.0,700,49,43.75301742553711
49,0.75,0.001,10.0,700,50,74.39875793457031
50,0.75,0.001,10.0,700,51,78.03767395019531
51,0.75,0.001,10.0,700,52,66.97632598876953
52,0.75,0.001,10.0,700,53,56.84056854248047
53,0.75,0.001,10.0,700,54,56.65412902832031
54,0.75,0.001,10.0,700,55,53.1516227722168
55,0.75,0.001,10.0,700,56,77.44937133789062
56,0.75,0.001,10.0,700,57,53.686100006103516
57,0.75,0.001,10.0,700,58,56.14291000366211
58,0.75,0.001,10.0,700,59,31.168701171875
59,0.75,0.001,10.0,700,60,65.5297622680664
60,0.75,0.001,10.0,700,61,49.66514205932617
61,0.75,0.001,10.0,700,62,44.2967643737793
62,0.75,0.001,10.0,700,63,67.35879516601562
63,0.75,0.001,10.0,700,64,72.64418029785156
64,0.75,0.001,10.0,700,65,35.980690002441406
65,0.75,0.001,10.0,700,66,62.90440368652344
66,0.75,0.001,10.0,700,67,48.48122787475586
67,0.75,0.001,10.0,700,68,70.34278869628906
68,0.75,0.001,10.0,700,69,48.87582015991211
69,0.75,0.001,10.0,700,70,59.421104431152344
70,0.75,0.001,10.0,700,71,43.319095611572266
71,0.75,0.001,10.0,700,72,40.02834701538086
72,0.75,0.001,10.0,700,73,63.435367584228516
73,0.75,0.001,10.0,700,74,58.83601760864258
74,0.75,0.001,10.0,700,75,38.6282844543457
75,0.75,0.001,10.0,700,76,44.26908493041992
76,0.75,0.001,10.0,700,77,88.11519622802734
77,0.75,0.001,10.0,700,78,49.09165573120117
78,0.75,0.001,10.0,700,79,38.07331466674805
79,0.75,0.001,10.0,700,80,67.6963119506836
80,0.75,0.001,10.0,700,81,45.99910354614258
