,num_samples,bws,trial,distance
0,14,10.0,1,75.87259674072266
1,14,10.0,2,84.42166900634766
2,14,10.0,3,72.51669311523438
3,14,10.0,4,83.11911010742188
4,14,10.0,5,82.86341094970703
5,14,10.0,6,59.348533630371094
6,14,10.0,7,69.8712158203125
7,14,10.0,8,53.28787612915039
8,14,10.0,9,91.66938781738281
9,14,10.0,10,66.90608215332031
10,14,10.0,11,81.16088104248047
11,14,10.0,12,113.59689331054688
12,14,10.0,13,54.478729248046875
13,14,10.0,14,81.27692413330078
14,14,10.0,15,90.1347885131836
15,14,10.0,16,73.68388366699219
16,14,10.0,17,56.77541732788086
17,14,10.0,18,78.44223022460938
18,14,10.0,19,97.17227935791016
19,14,10.0,20,78.82123565673828
20,14,10.0,21,57.99367904663086
21,14,10.0,22,41.5224723815918
22,14,10.0,23,99.41145324707031
23,14,10.0,24,79.18702697753906
24,14,10.0,25,61.157127380371094
25,14,10.0,26,87.66291809082031
26,14,10.0,27,78.11632537841797
27,14,10.0,28,97.17198181152344
28,14,10.0,29,68.594482421875
29,14,10.0,30,76.85730743408203
30,14,10.0,31,70.4202880859375
31,14,10.0,32,71.35289764404297
32,14,10.0,33,79.76637268066406
33,14,10.0,34,61.34728240966797
34,14,10.0,35,87.3456802368164
35,14,10.0,36,52.099510192871094
36,14,10.0,37,48.04348373413086
37,14,10.0,38,71.90061950683594
38,14,10.0,39,78.74105834960938
39,14,10.0,40,89.87031555175781
40,14,10.0,41,86.88870239257812
41,14,10.0,42,92.74671936035156
42,14,10.0,43,53.895511627197266
43,14,10.0,44,104.12155151367188
44,14,10.0,45,92.13207244873047
45,14,10.0,46,89.46171569824219
46,14,10.0,47,69.23880004882812
47,14,10.0,48,50.599212646484375
48,14,10.0,49,105.72050476074219
49,14,10.0,50,86.12913513183594
50,14,10.0,51,69.55374145507812
51,14,10.0,52,89.17430877685547
52,14,10.0,53,41.51210021972656
53,14,10.0,54,63.912837982177734
54,14,10.0,55,58.714500427246094
55,14,10.0,56,78.28257751464844
56,14,10.0,57,94.00712585449219
57,14,10.0,58,59.39314270019531
58,14,10.0,59,36.368988037109375
59,14,10.0,60,94.67381286621094
60,14,10.0,61,87.6467056274414
61,14,10.0,62,48.09373474121094
62,14,10.0,63,93.02485656738281
63,14,10.0,64,74.62970733642578
64,14,10.0,65,76.88880920410156
65,14,10.0,66,70.96066284179688
66,14,10.0,67,116.3409423828125
67,14,10.0,68,58.81429672241211
68,14,10.0,69,72.8839111328125
69,14,10.0,70,87.37863159179688
70,14,10.0,71,54.342201232910156
71,14,10.0,72,110.99592590332031
72,14,10.0,73,70.314208984375
73,14,10.0,74,56.077545166015625
74,14,10.0,75,57.003273010253906
75,14,10.0,76,69.21756744384766
76,14,10.0,77,89.86044311523438
77,14,10.0,78,81.14138793945312
78,14,10.0,79,78.1390151977539
79,14,10.0,80,67.45315551757812
80,14,10.0,81,83.5784683227539
81,14,10.0,82,69.77749633789062
82,14,10.0,84,68.11394500732422
83,14,10.0,85,59.79736328125
84,14,10.0,86,83.74756622314453
85,14,10.0,90,95.67780303955078
86,14,10.0,91,58.7833251953125
87,14,10.0,93,71.76564025878906
88,14,10.0,94,66.20807647705078
89,14,10.0,97,82.5112533569336
90,14,10.0,98,79.09565734863281
91,14,10.0,99,96.43653106689453
92,14,10.0,100,78.73883056640625
93,14,10.0,102,69.25640106201172
94,14,10.0,103,62.643531799316406
95,14,10.0,106,75.90154266357422
96,14,10.0,107,37.6401252746582
97,14,10.0,109,75.28675079345703
98,14,10.0,111,86.7823486328125
99,14,10.0,112,76.63003540039062
100,14,10.0,113,64.45648193359375
101,14,10.0,114,132.9141387939453
102,14,10.0,115,95.4132308959961
103,14,10.0,118,101.8023681640625
104,14,10.0,121,68.39733123779297
105,14,10.0,122,101.51626586914062
106,14,10.0,123,62.86875915527344
107,14,10.0,126,73.38416290283203
108,14,10.0,127,82.062744140625
109,14,10.0,129,44.66618347167969
110,14,10.0,132,69.30492401123047
111,14,10.0,133,62.923397064208984
112,14,10.0,139,91.48435974121094
113,14,10.0,140,74.09703063964844
114,14,10.0,142,56.91347122192383
115,14,10.0,143,56.22263717651367
116,14,10.0,144,74.78377532958984
117,14,10.0,145,64.24687194824219
118,14,10.0,148,100.12670135498047
119,14,10.0,149,85.08739471435547
120,14,10.0,154,81.51641845703125
121,14,10.0,156,67.3634033203125
122,14,10.0,158,91.28599548339844
123,14,10.0,163,80.30720520019531
124,14,10.0,166,44.158077239990234
125,14,10.0,170,80.83545684814453
126,14,10.0,173,111.34634399414062
127,14,10.0,179,78.26647186279297
128,14,10.0,183,90.7603530883789
129,14,10.0,186,89.63008117675781
130,14,10.0,190,110.96907806396484
131,14,10.0,192,58.578670501708984
132,14,10.0,196,98.76451873779297
133,14,10.0,207,61.0286750793457
134,14,10.0,210,87.67899322509766
135,14,10.0,214,60.31267166137695
136,14,10.0,215,76.63973999023438
137,14,10.0,223,94.7635269165039
138,14,10.0,254,91.37451934814453
139,14,10.0,283,48.696319580078125
140,14,10.0,289,82.79166412353516
141,14,10.0,297,87.48992919921875
142,14,10.0,302,82.81494903564453
143,14,10.0,306,100.32698059082031
144,14,10.0,307,84.09070587158203
145,14,10.0,316,107.91691589355469
146,14,10.0,319,96.6181411743164
147,14,10.0,326,81.98960876464844
148,14,10.0,332,107.10509490966797
149,14,10.0,380,106.04092407226562
