,threshold,tradeoff,bws,sample_weight,trial,distance
0,0.8,0.003,30.0,750,1,60.15052795410156
1,0.8,0.003,30.0,750,2,57.58256149291992
2,0.8,0.003,30.0,750,3,23.3837947845459
3,0.8,0.003,30.0,750,4,33.936527252197266
4,0.8,0.003,30.0,750,5,53.51763153076172
5,0.8,0.003,30.0,750,6,56.46116256713867
6,0.8,0.003,30.0,750,7,60.085121154785156
7,0.8,0.003,30.0,750,8,53.40357208251953
8,0.8,0.003,30.0,750,9,32.07734298706055
9,0.8,0.003,30.0,750,10,122.0928955078125
10,0.8,0.003,30.0,750,11,61.371273040771484
11,0.8,0.003,30.0,750,12,40.88336944580078
12,0.8,0.003,30.0,750,13,32.567527770996094
13,0.8,0.003,30.0,750,14,39.392295837402344
14,0.8,0.003,30.0,750,15,73.42023468017578
15,0.8,0.003,30.0,750,16,49.85988998413086
16,0.8,0.003,30.0,750,17,75.96449279785156
17,0.8,0.003,30.0,750,18,79.66488647460938
18,0.8,0.003,30.0,750,19,39.17433547973633
19,0.8,0.003,30.0,750,20,41.71112060546875
20,0.8,0.003,30.0,750,21,61.51655960083008
21,0.8,0.003,30.0,750,22,41.378780364990234
22,0.8,0.003,30.0,750,23,44.27656173706055
23,0.8,0.003,30.0,750,24,65.612548828125
24,0.8,0.003,30.0,750,25,47.10877990722656
25,0.8,0.003,30.0,750,26,88.98028564453125
26,0.8,0.003,30.0,750,27,40.20922088623047
27,0.8,0.003,30.0,750,28,80.69025421142578
28,0.8,0.003,30.0,750,29,76.38948822021484
29,0.8,0.003,30.0,750,30,52.512210845947266
30,0.8,0.003,30.0,750,31,112.27753448486328
31,0.8,0.003,30.0,750,32,62.6301155090332
32,0.8,0.003,30.0,750,33,73.96907806396484
33,0.8,0.003,30.0,750,34,47.5716438293457
34,0.8,0.003,30.0,750,35,94.72991943359375
35,0.8,0.003,30.0,750,36,54.047157287597656
36,0.8,0.003,30.0,750,37,46.500579833984375
37,0.8,0.003,30.0,750,38,45.449790954589844
38,0.8,0.003,30.0,750,39,65.31114959716797
39,0.8,0.003,30.0,750,40,46.114288330078125
40,0.8,0.003,30.0,750,41,45.688758850097656
41,0.8,0.003,30.0,750,42,38.29619598388672
42,0.8,0.003,30.0,750,43,55.45980453491211
43,0.8,0.003,30.0,750,44,44.47496032714844
44,0.8,0.003,30.0,750,45,43.157440185546875
45,0.8,0.003,30.0,750,46,38.66433334350586
46,0.8,0.003,30.0,750,47,68.51388549804688
47,0.8,0.003,30.0,750,48,50.9577522277832
48,0.8,0.003,30.0,750,49,40.31010437011719
49,0.8,0.003,30.0,750,50,72.65120697021484
50,0.8,0.003,30.0,750,51,54.48944854736328
51,0.8,0.003,30.0,750,52,48.67524337768555
52,0.8,0.003,30.0,750,53,35.47275924682617
53,0.8,0.003,30.0,750,54,41.59709548950195
54,0.8,0.003,30.0,750,55,49.62791442871094
55,0.8,0.003,30.0,750,56,66.83535766601562
56,0.8,0.003,30.0,750,57,59.49226760864258
57,0.8,0.003,30.0,750,58,45.6573600769043
58,0.8,0.003,30.0,750,59,111.08946990966797
59,0.8,0.003,30.0,750,60,30.595659255981445
60,0.8,0.003,30.0,750,61,85.28137969970703
61,0.8,0.003,30.0,750,62,42.06926727294922
62,0.8,0.003,30.0,750,63,55.136531829833984
63,0.8,0.003,30.0,750,64,63.38575744628906
64,0.8,0.003,30.0,750,65,29.189184188842773
65,0.8,0.003,30.0,750,66,62.65538024902344
66,0.8,0.003,30.0,750,67,52.94719696044922
67,0.8,0.003,30.0,750,68,65.05500793457031
68,0.8,0.003,30.0,750,69,31.396636962890625
69,0.8,0.003,30.0,750,70,62.811058044433594
70,0.8,0.003,30.0,750,71,41.66805648803711
71,0.8,0.003,30.0,750,72,37.113521575927734
72,0.8,0.003,30.0,750,73,62.072547912597656
73,0.8,0.003,30.0,750,74,44.93410110473633
74,0.8,0.003,30.0,750,75,40.650142669677734
75,0.8,0.003,30.0,750,76,51.42121505737305
76,0.8,0.003,30.0,750,77,102.04124450683594
77,0.8,0.003,30.0,750,78,53.43158721923828
78,0.8,0.003,30.0,750,79,45.69413757324219
79,0.8,0.003,30.0,750,80,84.73954010009766
80,0.8,0.003,30.0,750,81,39.79570007324219
81,0.8,0.003,30.0,750,82,50.58416748046875
82,0.8,0.003,30.0,750,84,50.69005584716797
83,0.8,0.003,30.0,750,85,39.575103759765625
84,0.8,0.003,30.0,750,86,61.201168060302734
85,0.8,0.003,30.0,750,90,67.02909088134766
86,0.8,0.003,30.0,750,91,39.40122985839844
87,0.8,0.003,30.0,750,93,30.396379470825195
88,0.8,0.003,30.0,750,94,34.206783294677734
89,0.8,0.003,30.0,750,97,117.74703979492188
90,0.8,0.003,30.0,750,98,50.14375686645508
91,0.8,0.003,30.0,750,99,36.54297637939453
92,0.8,0.003,30.0,750,100,52.70840835571289
93,0.8,0.003,30.0,750,102,59.721553802490234
94,0.8,0.003,30.0,750,103,35.6198844909668
95,0.8,0.003,30.0,750,106,64.26529693603516
96,0.8,0.003,30.0,750,107,72.89557647705078
97,0.8,0.003,30.0,750,109,48.72452163696289
98,0.8,0.003,30.0,750,111,103.53070831298828
99,0.8,0.003,30.0,750,112,41.2017822265625
100,0.8,0.003,30.0,750,113,46.08852767944336
101,0.8,0.003,30.0,750,114,70.88323211669922
102,0.8,0.003,30.0,750,115,73.00665283203125
103,0.8,0.003,30.0,750,118,52.01173782348633
104,0.8,0.003,30.0,750,121,38.81441116333008
105,0.8,0.003,30.0,750,122,51.75540542602539
106,0.8,0.003,30.0,750,123,98.09883880615234
107,0.8,0.003,30.0,750,126,57.59953689575195
108,0.8,0.003,30.0,750,127,50.401920318603516
