,threshold,tradeoff,bws,sample_weight,trial,distance
0,0.9,0.001,30.0,400,1,83.04015350341797
1,0.9,0.001,30.0,400,2,87.10657501220703
2,0.9,0.001,30.0,400,3,23.352405548095703
3,0.9,0.001,30.0,400,4,37.33942413330078
4,0.9,0.001,30.0,400,5,66.45817565917969
5,0.9,0.001,30.0,400,6,53.01682662963867
6,0.9,0.001,30.0,400,7,57.51865005493164
7,0.9,0.001,30.0,400,8,52.34754180908203
8,0.9,0.001,30.0,400,9,25.3076114654541
9,0.9,0.001,30.0,400,10,89.88492584228516
10,0.9,0.001,30.0,400,11,53.164737701416016
11,0.9,0.001,30.0,400,12,60.150089263916016
12,0.9,0.001,30.0,400,13,31.707338333129883
13,0.9,0.001,30.0,400,14,33.48172378540039
14,0.9,0.001,30.0,400,15,70.8857421875
15,0.9,0.001,30.0,400,16,63.87017059326172
16,0.9,0.001,30.0,400,17,70.94387817382812
17,0.9,0.001,30.0,400,18,71.33799743652344
18,0.9,0.001,30.0,400,19,29.623371124267578
19,0.9,0.001,30.0,400,20,39.02184295654297
20,0.9,0.001,30.0,400,21,63.22441864013672
21,0.9,0.001,30.0,400,22,43.5265998840332
22,0.9,0.001,30.0,400,23,51.25722885131836
23,0.9,0.001,30.0,400,24,60.33444595336914
24,0.9,0.001,30.0,400,25,57.48775100708008
25,0.9,0.001,30.0,400,26,86.1617431640625
26,0.9,0.001,30.0,400,27,39.8510627746582
27,0.9,0.001,30.0,400,28,82.98734283447266
28,0.9,0.001,30.0,400,29,56.19121551513672
29,0.9,0.001,30.0,400,30,50.498748779296875
30,0.9,0.001,30.0,400,31,99.120849609375
31,0.9,0.001,30.0,400,32,58.63298034667969
32,0.9,0.001,30.0,400,33,75.89152526855469
33,0.9,0.001,30.0,400,34,41.475704193115234
34,0.9,0.001,30.0,400,35,96.6190185546875
35,0.9,0.001,30.0,400,36,43.05014419555664
36,0.9,0.001,30.0,400,37,47.29292678833008
37,0.9,0.001,30.0,400,38,46.0288200378418
38,0.9,0.001,30.0,400,39,57.556617736816406
39,0.9,0.001,30.0,400,40,50.94826889038086
40,0.9,0.001,30.0,400,41,40.615238189697266
41,0.9,0.001,30.0,400,42,43.62348556518555
42,0.9,0.001,30.0,400,43,58.237979888916016
43,0.9,0.001,30.0,400,44,51.50763702392578
44,0.9,0.001,30.0,400,45,46.99866485595703
45,0.9,0.001,30.0,400,46,42.209388732910156
46,0.9,0.001,30.0,400,47,51.665504455566406
47,0.9,0.001,30.0,400,48,53.048561096191406
48,0.9,0.001,30.0,400,49,48.97197341918945
49,0.9,0.001,30.0,400,50,59.11701583862305
50,0.9,0.001,30.0,400,51,54.28737258911133
51,0.9,0.001,30.0,400,52,61.708473205566406
52,0.9,0.001,30.0,400,53,32.686927795410156
53,0.9,0.001,30.0,400,54,52.37087631225586
54,0.9,0.001,30.0,400,55,48.80183029174805
55,0.9,0.001,30.0,400,56,62.982852935791016
56,0.9,0.001,30.0,400,57,51.8814697265625
57,0.9,0.001,30.0,400,58,50.609771728515625
58,0.9,0.001,30.0,400,59,80.69828033447266
59,0.9,0.001,30.0,400,60,34.288692474365234
60,0.9,0.001,30.0,400,61,74.74323272705078
61,0.9,0.001,30.0,400,62,35.489051818847656
62,0.9,0.001,30.0,400,63,79.0465316772461
63,0.9,0.001,30.0,400,64,48.77436447143555
64,0.9,0.001,30.0,400,65,30.14946174621582
65,0.9,0.001,30.0,400,66,57.77630615234375
66,0.9,0.001,30.0,400,67,41.881370544433594
67,0.9,0.001,30.0,400,68,71.1560287475586
68,0.9,0.001,30.0,400,69,39.00577163696289
69,0.9,0.001,30.0,400,70,49.892879486083984
70,0.9,0.001,30.0,400,71,36.9226188659668
71,0.9,0.001,30.0,400,72,32.766841888427734
72,0.9,0.001,30.0,400,73,56.658695220947266
73,0.9,0.001,30.0,400,74,46.2114143371582
74,0.9,0.001,30.0,400,75,38.400245666503906
75,0.9,0.001,30.0,400,76,57.561622619628906
76,0.9,0.001,30.0,400,77,91.56221771240234
77,0.9,0.001,30.0,400,78,45.541934967041016
78,0.9,0.001,30.0,400,79,36.587257385253906
79,0.9,0.001,30.0,400,80,89.75968170166016
80,0.9,0.001,30.0,400,81,39.267845153808594
81,0.9,0.001,30.0,400,82,46.65158462524414
82,0.9,0.001,30.0,400,84,47.2448616027832
83,0.9,0.001,30.0,400,85,36.0880241394043
84,0.9,0.001,30.0,400,86,74.00711822509766
85,0.9,0.001,30.0,400,90,53.915557861328125
86,0.9,0.001,30.0,400,91,39.57178497314453
87,0.9,0.001,30.0,400,93,29.294578552246094
88,0.9,0.001,30.0,400,94,32.05766296386719
89,0.9,0.001,30.0,400,97,73.54064178466797
90,0.9,0.001,30.0,400,98,46.99472427368164
91,0.9,0.001,30.0,400,99,42.89548873901367
92,0.9,0.001,30.0,400,100,55.45799255371094
93,0.9,0.001,30.0,400,102,55.59671401977539
94,0.9,0.001,30.0,400,103,42.51119613647461
95,0.9,0.001,30.0,400,106,54.08259201049805
96,0.9,0.001,30.0,400,107,67.06653594970703
97,0.9,0.001,30.0,400,109,38.10637664794922
98,0.9,0.001,30.0,400,111,103.85132598876953
99,0.9,0.001,30.0,400,112,40.437538146972656
100,0.9,0.001,30.0,400,113,37.4605827331543
101,0.9,0.001,30.0,400,114,47.10024642944336
102,0.9,0.001,30.0,400,115,54.765960693359375
103,0.9,0.001,30.0,400,118,71.3438491821289
104,0.9,0.001,30.0,400,121,31.423505783081055
105,0.9,0.001,30.0,400,122,55.66364288330078
106,0.9,0.001,30.0,400,123,59.95111083984375
107,0.9,0.001,30.0,400,126,58.026859283447266
108,0.9,0.001,30.0,400,127,38.41305923461914
109,0.9,0.001,30.0,400,129,61.25838088989258
110,0.9,0.001,30.0,400,132,28.511341094970703
111,0.9,0.001,30.0,400,133,44.91258239746094
112,0.9,0.001,30.0,400,139,78.61778259277344
113,0.9,0.001,30.0,400,140,72.52778625488281
114,0.9,0.001,30.0,400,142,42.326602935791016
115,0.9,0.001,30.0,400,143,55.74893569946289
116,0.9,0.001,30.0,400,144,36.20904541015625
117,0.9,0.001,30.0,400,145,32.797950744628906
118,0.9,0.001,30.0,400,148,52.843238830566406
119,0.9,0.001,30.0,400,149,63.5216064453125
120,0.9,0.001,30.0,400,154,77.32909393310547
121,0.9,0.001,30.0,400,156,74.19091796875
122,0.9,0.001,30.0,400,158,43.80197525024414
123,0.9,0.001,30.0,400,163,50.196048736572266
124,0.9,0.001,30.0,400,166,34.75661087036133
125,0.9,0.001,30.0,400,170,53.500511169433594
126,0.9,0.001,30.0,400,173,71.1566162109375
127,0.9,0.001,30.0,400,179,44.80205154418945
128,0.9,0.001,30.0,400,183,52.2840576171875
129,0.9,0.001,30.0,400,186,42.931758880615234
130,0.9,0.001,30.0,400,190,29.204496383666992
131,0.9,0.001,30.0,400,192,25.705698013305664
132,0.9,0.001,30.0,400,196,61.503395080566406
133,0.9,0.001,30.0,400,207,44.57646942138672
134,0.9,0.001,30.0,400,210,38.762451171875
135,0.9,0.001,30.0,400,214,35.6034049987793
136,0.9,0.001,30.0,400,215,28.239898681640625
137,0.9,0.001,30.0,400,223,30.833253860473633
138,0.9,0.001,30.0,400,254,34.28158187866211
139,0.9,0.001,30.0,400,283,69.30854797363281
140,0.9,0.001,30.0,400,289,64.1688232421875
141,0.9,0.001,30.0,400,297,34.41035842895508
142,0.9,0.001,30.0,400,302,35.34126281738281
143,0.9,0.001,30.0,400,306,63.644248962402344
144,0.9,0.001,30.0,400,307,48.83784484863281
145,0.9,0.001,30.0,400,316,47.244911193847656
146,0.9,0.001,30.0,400,319,31.841960906982422
147,0.9,0.001,30.0,400,326,58.2935676574707
148,0.9,0.001,30.0,400,332,67.10688781738281
149,0.9,0.001,30.0,400,380,44.970855712890625
