,threshold,tradeoff,bws,sample_weight,trial,distance
0,0.9,0.1,30.0,650,1,67.4336929321289
1,0.9,0.1,30.0,650,2,49.10492706298828
2,0.9,0.1,30.0,650,3,21.14990234375
3,0.9,0.1,30.0,650,4,44.37918472290039
4,0.9,0.1,30.0,650,5,73.27527618408203
5,0.9,0.1,30.0,650,6,45.40290069580078
6,0.9,0.1,30.0,650,7,61.77311706542969
7,0.9,0.1,30.0,650,8,41.23042678833008
8,0.9,0.1,30.0,650,9,31.495813369750977
9,0.9,0.1,30.0,650,10,65.9811782836914
10,0.9,0.1,30.0,650,11,47.61238479614258
11,0.9,0.1,30.0,650,12,59.092063903808594
12,0.9,0.1,30.0,650,13,39.36577224731445
13,0.9,0.1,30.0,650,14,50.481422424316406
14,0.9,0.1,30.0,650,15,76.8205795288086
15,0.9,0.1,30.0,650,16,68.61422729492188
16,0.9,0.1,30.0,650,17,57.97169876098633
17,0.9,0.1,30.0,650,18,88.48355102539062
18,0.9,0.1,30.0,650,19,35.811126708984375
19,0.9,0.1,30.0,650,20,32.9476318359375
20,0.9,0.1,30.0,650,21,61.775665283203125
21,0.9,0.1,30.0,650,22,44.73496627807617
22,0.9,0.1,30.0,650,23,63.21701431274414
23,0.9,0.1,30.0,650,24,46.381526947021484
24,0.9,0.1,30.0,650,25,57.22037887573242
25,0.9,0.1,30.0,650,26,71.5079574584961
26,0.9,0.1,30.0,650,27,34.87687683105469
27,0.9,0.1,30.0,650,28,81.39159393310547
28,0.9,0.1,30.0,650,29,55.88755798339844
29,0.9,0.1,30.0,650,30,49.85008239746094
30,0.9,0.1,30.0,650,31,65.74655151367188
31,0.9,0.1,30.0,650,32,56.51678466796875
32,0.9,0.1,30.0,650,33,79.38275146484375
33,0.9,0.1,30.0,650,34,34.190650939941406
34,0.9,0.1,30.0,650,35,95.46212005615234
35,0.9,0.1,30.0,650,36,47.2578125
36,0.9,0.1,30.0,650,37,55.19361114501953
37,0.9,0.1,30.0,650,38,50.320919036865234
38,0.9,0.1,30.0,650,39,58.45840072631836
39,0.9,0.1,30.0,650,40,41.415985107421875
40,0.9,0.1,30.0,650,41,41.37508010864258
41,0.9,0.1,30.0,650,42,62.7284049987793
42,0.9,0.1,30.0,650,43,50.72523498535156
43,0.9,0.1,30.0,650,44,73.68484497070312
44,0.9,0.1,30.0,650,45,40.327247619628906
45,0.9,0.1,30.0,650,46,36.68358612060547
46,0.9,0.1,30.0,650,47,76.03809356689453
47,0.9,0.1,30.0,650,48,43.75796890258789
48,0.9,0.1,30.0,650,49,38.23695755004883
49,0.9,0.1,30.0,650,50,74.215087890625
50,0.9,0.1,30.0,650,51,52.948387145996094
51,0.9,0.1,30.0,650,52,54.77315902709961
52,0.9,0.1,30.0,650,53,49.91777801513672
53,0.9,0.1,30.0,650,54,50.09516525268555
54,0.9,0.1,30.0,650,55,55.887107849121094
55,0.9,0.1,30.0,650,56,74.41731262207031
56,0.9,0.1,30.0,650,57,59.912471771240234
57,0.9,0.1,30.0,650,58,44.36638259887695
58,0.9,0.1,30.0,650,59,32.35911178588867
59,0.9,0.1,30.0,650,60,44.03540802001953
60,0.9,0.1,30.0,650,61,55.09538650512695
61,0.9,0.1,30.0,650,62,34.13911056518555
62,0.9,0.1,30.0,650,63,86.73182678222656
63,0.9,0.1,30.0,650,64,76.36579895019531
64,0.9,0.1,30.0,650,65,57.062599182128906
65,0.9,0.1,30.0,650,66,66.37876892089844
66,0.9,0.1,30.0,650,67,42.680686950683594
67,0.9,0.1,30.0,650,68,53.644229888916016
68,0.9,0.1,30.0,650,69,28.972431182861328
69,0.9,0.1,30.0,650,70,74.07540893554688
70,0.9,0.1,30.0,650,71,50.97188186645508
71,0.9,0.1,30.0,650,72,41.27488708496094
72,0.9,0.1,30.0,650,73,70.9281997680664
73,0.9,0.1,30.0,650,74,50.9918212890625
74,0.9,0.1,30.0,650,75,30.7379150390625
75,0.9,0.1,30.0,650,76,34.52846908569336
76,0.9,0.1,30.0,650,77,81.54034423828125
77,0.9,0.1,30.0,650,78,51.11772537231445
78,0.9,0.1,30.0,650,79,38.32931900024414
79,0.9,0.1,30.0,650,80,71.69099426269531
80,0.9,0.1,30.0,650,81,32.86458206176758
81,0.9,0.1,30.0,650,82,43.13074493408203
82,0.9,0.1,30.0,650,84,54.91224670410156
83,0.9,0.1,30.0,650,85,51.140602111816406
84,0.9,0.1,30.0,650,86,66.5936050415039
85,0.9,0.1,30.0,650,90,53.54545593261719
86,0.9,0.1,30.0,650,91,46.30413055419922
87,0.9,0.1,30.0,650,93,29.974409103393555
88,0.9,0.1,30.0,650,94,44.764366149902344
89,0.9,0.1,30.0,650,97,62.313690185546875
90,0.9,0.1,30.0,650,98,49.29146957397461
91,0.9,0.1,30.0,650,99,56.93610382080078
92,0.9,0.1,30.0,650,100,74.554443359375
93,0.9,0.1,30.0,650,102,61.5260124206543
94,0.9,0.1,30.0,650,103,52.073116302490234
95,0.9,0.1,30.0,650,106,75.63069152832031
96,0.9,0.1,30.0,650,107,34.50758361816406
97,0.9,0.1,30.0,650,109,57.462703704833984
98,0.9,0.1,30.0,650,111,90.89881134033203
99,0.9,0.1,30.0,650,112,41.77495574951172
100,0.9,0.1,30.0,650,113,51.37385559082031
101,0.9,0.1,30.0,650,114,51.41541290283203
102,0.9,0.1,30.0,650,115,80.92523193359375
103,0.9,0.1,30.0,650,118,66.94558715820312
104,0.9,0.1,30.0,650,121,34.02836990356445
105,0.9,0.1,30.0,650,122,80.10877990722656
106,0.9,0.1,30.0,650,123,65.97010803222656
107,0.9,0.1,30.0,650,126,60.13679885864258
108,0.9,0.1,30.0,650,127,51.95365524291992
109,0.9,0.1,30.0,650,129,45.68452835083008
110,0.9,0.1,30.0,650,132,29.14923858642578
111,0.9,0.1,30.0,650,133,43.168453216552734
112,0.9,0.1,30.0,650,139,63.87559509277344
113,0.9,0.1,30.0,650,140,65.640380859375
114,0.9,0.1,30.0,650,142,47.485801696777344
115,0.9,0.1,30.0,650,143,61.64964294433594
116,0.9,0.1,30.0,650,144,36.23060607910156
117,0.9,0.1,30.0,650,145,42.22706604003906
118,0.9,0.1,30.0,650,148,52.48627471923828
119,0.9,0.1,30.0,650,149,78.8016128540039
120,0.9,0.1,30.0,650,154,54.963497161865234
121,0.9,0.1,30.0,650,156,60.618743896484375
122,0.9,0.1,30.0,650,158,35.10898208618164
123,0.9,0.1,30.0,650,163,46.81083297729492
124,0.9,0.1,30.0,650,166,37.256500244140625
125,0.9,0.1,30.0,650,170,55.35430908203125
126,0.9,0.1,30.0,650,173,83.84426879882812
127,0.9,0.1,30.0,650,179,27.434707641601562
128,0.9,0.1,30.0,650,183,49.45905303955078
129,0.9,0.1,30.0,650,186,43.9579963684082
130,0.9,0.1,30.0,650,190,55.69850158691406
131,0.9,0.1,30.0,650,192,24.973268508911133
132,0.9,0.1,30.0,650,196,69.48321533203125
133,0.9,0.1,30.0,650,207,46.81952667236328
134,0.9,0.1,30.0,650,210,55.23680114746094
135,0.9,0.1,30.0,650,214,44.674644470214844
136,0.9,0.1,30.0,650,215,24.471525192260742
137,0.9,0.1,30.0,650,223,79.20893096923828
138,0.9,0.1,30.0,650,254,33.90271759033203
139,0.9,0.1,30.0,650,283,77.31978607177734
140,0.9,0.1,30.0,650,289,60.334228515625
141,0.9,0.1,30.0,650,297,32.651371002197266
142,0.9,0.1,30.0,650,302,31.418689727783203
143,0.9,0.1,30.0,650,306,75.86479949951172
144,0.9,0.1,30.0,650,307,50.96149444580078
145,0.9,0.1,30.0,650,316,45.4810905456543
146,0.9,0.1,30.0,650,319,51.3161506652832
147,0.9,0.1,30.0,650,326,52.017425537109375
148,0.9,0.1,30.0,650,332,52.325294494628906
149,0.9,0.1,30.0,650,380,48.892642974853516
