,num_samples,bws,trial,distance
0,20,8.0,1,74.96450805664062
1,20,8.0,2,77.05262756347656
2,20,8.0,3,76.21990203857422
3,20,8.0,4,81.28472900390625
4,20,8.0,5,77.99224853515625
5,20,8.0,6,74.44779205322266
6,20,8.0,7,79.1316146850586
7,20,8.0,8,49.738555908203125
8,20,8.0,9,74.92371368408203
9,20,8.0,10,61.181827545166016
10,20,8.0,11,86.96192169189453
11,20,8.0,12,99.76396179199219
12,20,8.0,13,49.088741302490234
13,20,8.0,14,87.2297134399414
14,20,8.0,15,80.39704895019531
15,20,8.0,16,92.87916564941406
16,20,8.0,17,61.55562210083008
17,20,8.0,18,86.78042602539062
18,20,8.0,19,80.9276351928711
19,20,8.0,20,92.1485824584961
20,20,8.0,21,69.48367309570312
21,20,8.0,22,62.36232376098633
22,20,8.0,23,100.8079605102539
23,20,8.0,24,88.82632446289062
24,20,8.0,25,62.40460205078125
25,20,8.0,26,75.7362289428711
26,20,8.0,27,76.67201232910156
27,20,8.0,28,87.71648406982422
28,20,8.0,29,60.54158401489258
29,20,8.0,30,84.82266998291016
30,20,8.0,31,60.34990692138672
31,20,8.0,32,67.43490600585938
32,20,8.0,33,81.86224365234375
33,20,8.0,34,70.97749328613281
34,20,8.0,35,74.3184585571289
35,20,8.0,36,65.15632629394531
36,20,8.0,37,49.91946029663086
37,20,8.0,38,61.78175354003906
38,20,8.0,39,81.82231140136719
39,20,8.0,40,80.74100494384766
40,20,8.0,41,92.27952575683594
41,20,8.0,42,80.44921875
42,20,8.0,43,45.62651824951172
43,20,8.0,44,92.68531799316406
44,20,8.0,45,98.54094696044922
45,20,8.0,46,87.88687896728516
46,20,8.0,47,65.35491943359375
47,20,8.0,48,44.667022705078125
48,20,8.0,49,100.44820404052734
49,20,8.0,50,80.42780303955078
50,20,8.0,51,54.18089294433594
51,20,8.0,52,64.79635620117188
52,20,8.0,53,38.13327407836914
53,20,8.0,54,67.87220001220703
54,20,8.0,55,55.104190826416016
55,20,8.0,56,69.99191284179688
56,20,8.0,57,89.85863494873047
57,20,8.0,58,59.69953155517578
58,20,8.0,59,36.93348693847656
59,20,8.0,60,105.30503845214844
60,20,8.0,61,97.5898666381836
61,20,8.0,62,51.766414642333984
62,20,8.0,63,92.3482666015625
63,20,8.0,64,80.0650405883789
64,20,8.0,65,78.76246643066406
65,20,8.0,66,62.47587585449219
66,20,8.0,67,115.46487426757812
67,20,8.0,68,66.05267333984375
68,20,8.0,69,73.4756851196289
69,20,8.0,70,92.41250610351562
70,20,8.0,71,49.977848052978516
71,20,8.0,72,106.07545471191406
72,20,8.0,73,65.6734848022461
73,20,8.0,74,86.94401550292969
74,20,8.0,75,61.41236877441406
75,20,8.0,76,68.44725799560547
76,20,8.0,77,89.68667602539062
77,20,8.0,78,79.69004821777344
78,20,8.0,79,76.66537475585938
79,20,8.0,80,63.96278381347656
80,20,8.0,81,89.3042984008789
81,20,8.0,82,53.62919616699219
82,20,8.0,84,68.21104431152344
83,20,8.0,85,61.99287414550781
84,20,8.0,86,92.60474395751953
85,20,8.0,90,81.57241821289062
86,20,8.0,91,61.736202239990234
87,20,8.0,93,64.98018646240234
88,20,8.0,94,76.86883544921875
89,20,8.0,97,72.25384521484375
90,20,8.0,98,76.65062713623047
91,20,8.0,99,75.37621307373047
92,20,8.0,100,90.85991668701172
93,20,8.0,102,71.24441528320312
94,20,8.0,103,68.20597839355469
95,20,8.0,106,79.9222640991211
96,20,8.0,107,42.673519134521484
97,20,8.0,109,67.96818542480469
98,20,8.0,111,87.73570251464844
99,20,8.0,112,84.29098510742188
100,20,8.0,113,63.16822052001953
101,20,8.0,114,118.95325469970703
102,20,8.0,115,107.55702209472656
103,20,8.0,118,107.50555419921875
104,20,8.0,121,72.48902130126953
105,20,8.0,122,113.80915832519531
106,20,8.0,123,65.02952575683594
107,20,8.0,126,66.40177154541016
108,20,8.0,127,90.25699615478516
109,20,8.0,129,53.904518127441406
110,20,8.0,132,81.12162017822266
111,20,8.0,133,60.68888473510742
112,20,8.0,139,90.64521026611328
113,20,8.0,140,78.05943298339844
114,20,8.0,142,65.70384216308594
115,20,8.0,143,68.9205322265625
116,20,8.0,144,86.51506042480469
117,20,8.0,145,58.11004638671875
118,20,8.0,148,95.26968383789062
119,20,8.0,149,80.96223449707031
120,20,8.0,154,85.27642059326172
121,20,8.0,156,74.38609313964844
122,20,8.0,158,98.66383361816406
123,20,8.0,163,62.559200286865234
124,20,8.0,166,54.50388717651367
125,20,8.0,170,82.33328247070312
126,20,8.0,173,113.9627685546875
127,20,8.0,179,77.39070892333984
128,20,8.0,183,82.95367431640625
129,20,8.0,186,76.97212219238281
130,20,8.0,190,114.50952911376953
131,20,8.0,192,76.48578643798828
132,20,8.0,196,109.50863647460938
133,20,8.0,207,63.07223892211914
134,20,8.0,210,98.87533569335938
135,20,8.0,214,73.36199951171875
136,20,8.0,215,77.5508804321289
137,20,8.0,223,99.97097778320312
138,20,8.0,254,95.4275131225586
139,20,8.0,283,41.60589599609375
140,20,8.0,289,78.74067687988281
141,20,8.0,297,67.9847183227539
142,20,8.0,302,67.54821014404297
143,20,8.0,306,100.64422607421875
144,20,8.0,307,92.72885131835938
145,20,8.0,316,109.94641876220703
146,20,8.0,319,87.49598693847656
147,20,8.0,326,102.42874908447266
148,20,8.0,332,107.08216857910156
149,20,8.0,380,109.90348052978516
