,threshold,tradeoff,bws,sample_weight,trial,distance
0,0.75,0.1,20.0,500,1,63.13804626464844
1,0.75,0.1,20.0,500,2,68.0532455444336
2,0.75,0.1,20.0,500,3,62.57404708862305
3,0.75,0.1,20.0,500,4,57.305057525634766
4,0.75,0.1,20.0,500,5,69.844970703125
5,0.75,0.1,20.0,500,6,57.17116165161133
6,0.75,0.1,20.0,500,7,59.52316665649414
7,0.75,0.1,20.0,500,8,47.96515655517578
8,0.75,0.1,20.0,500,9,37.10576629638672
9,0.75,0.1,20.0,500,10,59.742210388183594
10,0.75,0.1,20.0,500,11,82.39855194091797
11,0.75,0.1,20.0,500,12,72.59397888183594
12,0.75,0.1,20.0,500,13,42.16368865966797
13,0.75,0.1,20.0,500,14,81.26751708984375
14,0.75,0.1,20.0,500,15,79.3449478149414
15,0.75,0.1,20.0,500,16,87.40554809570312
16,0.75,0.1,20.0,500,17,68.0721206665039
17,0.75,0.1,20.0,500,18,85.28173828125
18,0.75,0.1,20.0,500,19,67.8011703491211
19,0.75,0.1,20.0,500,20,47.5836067199707
20,0.75,0.1,20.0,500,21,41.763206481933594
21,0.75,0.1,20.0,500,22,45.66653060913086
22,0.75,0.1,20.0,500,23,65.69739532470703
23,0.75,0.1,20.0,500,24,64.5084228515625
24,0.75,0.1,20.0,500,25,39.961181640625
25,0.75,0.1,20.0,500,26,61.09310531616211
26,0.75,0.1,20.0,500,27,47.51968765258789
27,0.75,0.1,20.0,500,28,83.42742156982422
28,0.75,0.1,20.0,500,29,60.772674560546875
29,0.75,0.1,20.0,500,30,43.07333755493164
30,0.75,0.1,20.0,500,31,72.2643051147461
31,0.75,0.1,20.0,500,32,52.396568298339844
32,0.75,0.1,20.0,500,33,56.110408782958984
33,0.75,0.1,20.0,500,34,39.36345672607422
34,0.75,0.1,20.0,500,35,92.19920349121094
35,0.75,0.1,20.0,500,36,63.59850311279297
36,0.75,0.1,20.0,500,37,41.27000427246094
37,0.75,0.1,20.0,500,38,55.05965042114258
38,0.75,0.1,20.0,500,39,81.90023040771484
39,0.75,0.1,20.0,500,40,44.80931854248047
40,0.75,0.1,20.0,500,41,81.12045288085938
41,0.75,0.1,20.0,500,42,72.00005340576172
42,0.75,0.1,20.0,500,43,53.182655334472656
43,0.75,0.1,20.0,500,44,74.29134368896484
44,0.75,0.1,20.0,500,45,58.06013107299805
45,0.75,0.1,20.0,500,46,71.96405792236328
46,0.75,0.1,20.0,500,47,58.243125915527344
47,0.75,0.1,20.0,500,48,53.286827087402344
48,0.75,0.1,20.0,500,49,72.06993103027344
49,0.75,0.1,20.0,500,50,78.6612777709961
50,0.75,0.1,20.0,500,51,54.21516799926758
51,0.75,0.1,20.0,500,52,69.48689270019531
52,0.75,0.1,20.0,500,53,53.54136657714844
53,0.75,0.1,20.0,500,54,57.44817352294922
54,0.75,0.1,20.0,500,55,52.35860061645508
