,trial,run,judgment,num_sims,num_looks
0,1,0,1,1,1
1,1,1,1,1,2
2,1,2,1,2,1
3,2,0,2,5,8
4,2,1,2,5,8
5,2,2,2,4,7
6,3,0,1,2,3
7,3,1,1,1,1
8,3,2,1,2,2
