,trial,distance
0,1,126.11129760742188
1,2,120.96389770507812
2,3,99.73162078857422
3,4,106.40326690673828
4,5,122.50166320800781
5,6,134.19532775878906
6,7,143.18426513671875
7,8,110.7837142944336
8,9,118.08241271972656
9,10,93.4341049194336
10,11,126.70237731933594
11,12,125.48039245605469
12,13,115.58856201171875
13,14,126.13030242919922
14,15,124.36426544189453
15,16,113.41481018066406
16,17,112.82142639160156
17,18,142.94091796875
18,19,110.18107604980469
19,20,109.47086334228516
20,21,104.52742004394531
21,22,141.2859649658203
22,23,101.21907806396484
23,24,91.87969970703125
24,25,146.1802978515625
25,26,125.94276428222656
26,27,100.0572738647461
27,28,126.15035247802734
28,29,105.54305267333984
29,30,109.07190704345703
30,31,114.05965423583984
31,32,101.91692352294922
32,33,119.10681915283203
33,34,89.37783813476562
34,35,111.37319946289062
35,36,88.23714447021484
36,37,154.08993530273438
37,38,123.29478454589844
38,39,100.18341064453125
39,40,139.15980529785156
40,41,124.54004669189453
41,42,146.09385681152344
42,43,121.84033203125
43,44,120.1353759765625
44,45,116.18327331542969
45,46,97.72065734863281
46,47,119.22840881347656
47,48,111.50426483154297
48,49,116.97937774658203
49,50,105.2161865234375
50,51,89.29563903808594
51,52,122.11222076416016
52,53,110.5172348022461
53,54,122.98814392089844
54,55,122.10015106201172
55,56,136.37867736816406
56,57,105.7336196899414
57,58,106.6641616821289
58,59,106.46664428710938
59,60,99.29826354980469
60,61,136.97447204589844
61,62,96.53809356689453
62,63,129.9791259765625
63,64,131.3206024169922
64,65,120.98213195800781
65,66,124.90357971191406
66,67,118.89862823486328
67,68,101.71698760986328
68,69,109.62615203857422
69,70,126.28260803222656
70,71,92.73616027832031
71,72,101.74922943115234
72,73,108.90280151367188
73,74,125.06988525390625
74,75,108.57681274414062
75,76,103.63272094726562
76,77,134.50315856933594
77,78,118.98497772216797
78,79,98.35655212402344
79,80,115.41876220703125
80,81,126.81260681152344
81,82,126.88536071777344
82,84,151.38339233398438
83,85,135.248046875
84,86,159.2278289794922
85,90,128.2528076171875
86,91,135.06790161132812
87,93,93.99490356445312
88,94,100.35075378417969
89,97,83.14517211914062
90,98,100.16202545166016
91,99,101.43693542480469
92,100,90.80065155029297
93,102,145.75234985351562
94,103,113.24144744873047
95,106,112.74585723876953
96,107,107.05351257324219
97,109,120.49152374267578
98,111,119.50739288330078
99,112,144.8245086669922
100,113,124.60407257080078
101,114,101.99617004394531
102,115,143.72837829589844
103,118,112.09374237060547
104,121,118.63887786865234
105,122,101.29385375976562
106,123,85.7119369506836
107,126,122.71363067626953
108,127,127.9408950805664
109,129,101.6774673461914
110,132,127.41947174072266
111,133,123.66868591308594
112,139,118.54814910888672
113,140,125.50028991699219
114,142,133.15420532226562
115,143,103.69090270996094
116,144,132.1912078857422
117,145,131.79051208496094
118,148,158.999755859375
119,149,103.15287017822266
120,154,102.81295776367188
121,156,113.92402648925781
122,158,110.85869598388672
123,163,137.28196716308594
124,166,122.56185913085938
125,170,98.0693588256836
126,173,118.48014831542969
127,179,110.10697174072266
128,183,90.69573974609375
129,186,136.4805145263672
130,190,110.08003234863281
131,192,118.2992935180664
132,196,154.81622314453125
133,207,136.23765563964844
134,210,151.6996612548828
135,214,125.05453491210938
136,215,132.45948791503906
137,223,116.1784439086914
138,254,137.39866638183594
139,283,88.24173736572266
140,289,117.17018127441406
141,297,110.83784484863281
142,302,113.00018310546875
143,306,104.96355438232422
144,307,139.4283447265625
145,316,126.34346771240234
146,319,130.5518035888672
147,326,121.19662475585938
148,332,115.98271179199219
149,380,147.49208068847656
