,trial,distance
0,1,54.99883270263672
1,2,64.1482925415039
2,3,63.01055908203125
3,4,59.228477478027344
4,5,61.308536529541016
5,6,69.12310028076172
6,7,58.74984359741211
7,8,37.63701629638672
8,9,83.6627426147461
9,10,47.27588653564453
10,11,78.07762908935547
11,12,95.90792846679688
12,13,46.194358825683594
13,14,82.70025634765625
14,15,64.21148681640625
15,16,66.53173828125
16,17,45.27024459838867
17,18,71.60931396484375
18,19,81.24127197265625
19,20,67.11727142333984
20,21,45.84237289428711
21,22,50.90134048461914
22,23,72.81404876708984
23,24,44.11869812011719
24,25,54.17158126831055
25,26,63.30457305908203
26,27,72.55329132080078
27,28,91.6111068725586
28,29,72.09359741210938
29,30,54.932369232177734
30,31,51.0809440612793
31,32,53.15821075439453
32,33,50.49462127685547
33,34,71.18942260742188
34,35,70.73299407958984
35,36,59.99443817138672
36,37,50.76593017578125
37,38,61.477691650390625
38,39,55.079124450683594
39,40,78.05694580078125
40,41,70.61970520019531
41,42,88.87297058105469
42,43,43.33236312866211
43,44,93.1764144897461
44,45,57.23167419433594
45,46,89.46302032470703
46,47,33.255577087402344
47,48,32.01776885986328
48,49,62.728878021240234
49,50,64.33514404296875
50,51,36.713985443115234
51,52,63.80287170410156
52,53,45.83441925048828
53,54,56.553348541259766
54,55,57.89004135131836
55,56,53.136600494384766
56,57,72.90321350097656
57,58,59.28034210205078
58,59,38.35145950317383
59,60,68.86752319335938
60,61,73.0547866821289
61,62,52.02067565917969
62,63,80.8863754272461
63,64,68.91692352294922
64,65,89.31895446777344
65,66,66.65003967285156
66,67,100.86446380615234
67,68,68.17877960205078
68,69,64.17974090576172
69,70,99.5025863647461
70,71,30.831743240356445
71,72,91.2154312133789
72,73,71.26834106445312
73,74,45.32783126831055
74,75,49.75819778442383
75,76,51.60130310058594
76,77,63.899452209472656
77,78,90.65742492675781
78,79,61.01328659057617
79,80,50.66556167602539
80,81,83.39680480957031
81,82,57.74683380126953
82,84,54.08359146118164
83,85,48.12567901611328
84,86,67.84986877441406
85,90,78.20716857910156
86,91,63.53537368774414
87,93,52.27817916870117
88,94,56.794151306152344
89,97,46.67072677612305
90,98,51.63691711425781
91,99,68.60736083984375
92,100,70.08834075927734
93,102,43.63338088989258
94,103,82.03771209716797
95,106,79.2918701171875
96,107,38.157470703125
97,109,79.41629791259766
98,111,58.26045608520508
99,112,67.19840240478516
100,113,59.38324737548828
101,114,106.92461395263672
102,115,71.30355072021484
103,118,61.90673065185547
104,121,60.425724029541016
105,122,73.5682373046875
106,123,42.32686233520508
107,126,74.53900146484375
108,127,75.59761047363281
109,129,38.87240219116211
110,132,88.03678131103516
111,133,51.78010177612305
112,139,88.63298034667969
113,140,47.06574249267578
114,142,56.21065139770508
115,143,42.830718994140625
116,144,88.0467758178711
117,145,79.28682708740234
118,148,71.23561096191406
119,149,71.58436584472656
120,154,62.089107513427734
121,156,43.35987091064453
122,158,74.20732116699219
123,163,66.17594146728516
124,166,60.49876022338867
125,170,76.41313934326172
126,173,85.70084381103516
127,179,76.03840637207031
128,183,48.394317626953125
129,186,65.12083435058594
130,190,82.89844512939453
131,192,60.46981430053711
132,196,54.85279083251953
133,207,50.26649856567383
134,210,59.398868560791016
135,214,71.85142517089844
136,215,63.5202751159668
137,223,77.46582794189453
138,254,88.63381958007812
139,283,52.23019027709961
140,289,53.3988037109375
141,297,68.91520690917969
142,302,80.9290542602539
143,306,79.37906646728516
144,307,67.82649230957031
145,316,82.82974243164062
146,319,66.91484832763672
147,326,77.3928451538086
148,332,93.77485656738281
149,380,86.25621032714844
